# energy density [MeV fm-3], pressure [MeV fm-3], baryon density [1/fm-3], chemical potential [MeV], strangeness fraction [admin]
1222.619750, 417.732736, 0.956250, 1715.400000, 0.710419
1222.441818, 417.637116, 0.956148, 1715.300000, 0.710363
1222.262071, 417.541507, 0.956042, 1715.200000, 0.710307
1222.083969, 417.445908, 0.955939, 1715.100000, 0.710250
1221.903385, 417.350319, 0.955833, 1715.000000, 0.710193
1221.724882, 417.254741, 0.955729, 1714.900000, 0.710136
1221.546615, 417.159174, 0.955625, 1714.800000, 0.710080
1221.367273, 417.063616, 0.955520, 1714.700000, 0.710024
1221.188155, 416.968070, 0.955416, 1714.600000, 0.709967
1221.009096, 416.872533, 0.955312, 1714.500000, 0.709910
1220.830758, 416.777007, 0.955208, 1714.400000, 0.709854
1220.651450, 416.681492, 0.955103, 1714.300000, 0.709797
1220.472943, 416.585987, 0.954999, 1714.200000, 0.709740
1220.292593, 416.490492, 0.954893, 1714.100000, 0.709683
1220.114641, 416.395008, 0.954790, 1714.000000, 0.709627
1219.935222, 416.299534, 0.954685, 1713.900000, 0.709570
1219.757722, 416.204071, 0.954583, 1713.800000, 0.709514
1219.577263, 416.108618, 0.954476, 1713.700000, 0.709457
1219.399180, 416.013176, 0.954373, 1713.600000, 0.709400
1219.220134, 415.917744, 0.954268, 1713.500000, 0.709343
1219.042066, 415.822322, 0.954165, 1713.400000, 0.709287
1218.861783, 415.726911, 0.954058, 1713.300000, 0.709230
1218.683521, 415.631510, 0.953955, 1713.200000, 0.709173
1218.504577, 415.536120, 0.953850, 1713.100000, 0.709117
1218.326401, 415.440740, 0.953747, 1713.000000, 0.709060
1218.147157, 415.345371, 0.953641, 1712.900000, 0.709003
1217.967655, 415.250012, 0.953536, 1712.800000, 0.708946
1217.789965, 415.154664, 0.953434, 1712.700000, 0.708890
1217.610533, 415.059326, 0.953328, 1712.600000, 0.708833
1217.431836, 414.963998, 0.953224, 1712.500000, 0.708776
1217.253198, 414.868681, 0.953120, 1712.400000, 0.708719
1217.074518, 414.773374, 0.953015, 1712.300000, 0.708663
1216.895613, 414.678078, 0.952911, 1712.200000, 0.708605
1216.716350, 414.582792, 0.952805, 1712.100000, 0.708549
1216.538422, 414.487517, 0.952702, 1712.000000, 0.708492
1216.359932, 414.392252, 0.952598, 1711.900000, 0.708435
1216.181136, 414.296997, 0.952493, 1711.800000, 0.708378
1216.002063, 414.201753, 0.952389, 1711.700000, 0.708321
1215.824026, 414.106520, 0.952285, 1711.600000, 0.708265
1215.644959, 414.011296, 0.952181, 1711.500000, 0.708207
1215.466287, 413.916084, 0.952076, 1711.400000, 0.708151
1215.287618, 413.820881, 0.951971, 1711.300000, 0.708094
1215.109085, 413.725689, 0.951867, 1711.200000, 0.708037
1214.930108, 413.630508, 0.951762, 1711.100000, 0.707980
1214.752279, 413.535337, 0.951659, 1711.000000, 0.707923
1214.573136, 413.440176, 0.951554, 1710.900000, 0.707866
1214.394692, 413.345026, 0.951450, 1710.800000, 0.707809
1214.217177, 413.249887, 0.951347, 1710.700000, 0.707753
1214.037272, 413.154757, 0.951241, 1710.600000, 0.707695
1213.859557, 413.059638, 0.951137, 1710.500000, 0.707639
1213.680572, 412.964530, 0.951032, 1710.400000, 0.707581
1213.502258, 412.869432, 0.950928, 1710.300000, 0.707525
1213.323726, 412.774345, 0.950824, 1710.200000, 0.707468
1213.144417, 412.679268, 0.950718, 1710.100000, 0.707411
1212.965938, 412.584201, 0.950614, 1710.000000, 0.707354
1212.787790, 412.489145, 0.950510, 1709.900000, 0.707296
1212.609438, 412.394099, 0.950406, 1709.800000, 0.707240
1212.431742, 412.299064, 0.950302, 1709.700000, 0.707183
1212.252583, 412.204039, 0.950197, 1709.600000, 0.707126
1212.074276, 412.109024, 0.950093, 1709.500000, 0.707069
1211.895330, 412.014020, 0.949988, 1709.400000, 0.707011
1211.717128, 411.919027, 0.949883, 1709.300000, 0.706955
1211.539183, 411.824044, 0.949780, 1709.200000, 0.706897
1211.360532, 411.729071, 0.949675, 1709.100000, 0.706841
1211.182180, 411.634109, 0.949571, 1709.000000, 0.706783
1211.003636, 411.539157, 0.949466, 1708.900000, 0.706726
1210.825619, 411.444215, 0.949362, 1708.800000, 0.706669
1210.648200, 411.349284, 0.949259, 1708.700000, 0.706612
1210.468192, 411.254364, 0.949152, 1708.600000, 0.706555
1210.289569, 411.159454, 0.949048, 1708.500000, 0.706497
1210.112284, 411.064554, 0.948945, 1708.400000, 0.706441
1209.933005, 410.969665, 0.948839, 1708.300000, 0.706383
1209.754871, 410.874786, 0.948735, 1708.200000, 0.706326
1209.577686, 410.779918, 0.948632, 1708.100000, 0.706270
1209.398974, 410.685060, 0.948527, 1708.000000, 0.706212
1209.220540, 410.590213, 0.948423, 1707.900000, 0.706155
1209.043400, 410.495376, 0.948320, 1707.800000, 0.706098
1208.863726, 410.400549, 0.948213, 1707.700000, 0.706040
1208.685771, 410.305733, 0.948109, 1707.600000, 0.705983
1208.507873, 410.210927, 0.948005, 1707.500000, 0.705926
1208.329613, 410.116132, 0.947901, 1707.400000, 0.705869
1208.151292, 410.021347, 0.947796, 1707.300000, 0.705812
1207.972844, 409.926573, 0.947691, 1707.200000, 0.705755
1207.795747, 409.831809, 0.947588, 1707.100000, 0.705698
1207.617332, 409.737055, 0.947484, 1707.000000, 0.705640
1207.438952, 409.642312, 0.947379, 1706.900000, 0.705583
1207.259962, 409.547579, 0.947274, 1706.800000, 0.705525
1207.083597, 409.452857, 0.947172, 1706.700000, 0.705469
1206.904259, 409.358146, 0.947066, 1706.600000, 0.705411
1206.726419, 409.263444, 0.946961, 1706.500000, 0.705354
1206.547316, 409.168753, 0.946856, 1706.400000, 0.705296
1206.369780, 409.074073, 0.946753, 1706.300000, 0.705239
1206.191608, 408.979403, 0.946648, 1706.200000, 0.705182
1206.013531, 408.884743, 0.946544, 1706.100000, 0.705125
1205.835822, 408.790094, 0.946439, 1706.000000, 0.705068
1205.657799, 408.695455, 0.946335, 1705.900000, 0.705010
1205.479789, 408.600827, 0.946231, 1705.800000, 0.704953
1205.302249, 408.506209, 0.946127, 1705.700000, 0.704896
1205.124000, 408.411602, 0.946022, 1705.600000, 0.704838
1204.946126, 408.317005, 0.945918, 1705.500000, 0.704781
1204.767985, 408.222418, 0.945814, 1705.400000, 0.704724
1204.589858, 408.127842, 0.945709, 1705.300000, 0.704666
1204.411826, 408.033276, 0.945605, 1705.200000, 0.704609
1204.233767, 407.938721, 0.945500, 1705.100000, 0.704551
1204.055991, 407.844176, 0.945396, 1705.000000, 0.704494
1203.878690, 407.749642, 0.945293, 1704.900000, 0.704437
1203.700753, 407.655118, 0.945188, 1704.800000, 0.704380
1203.522162, 407.560605, 0.945083, 1704.700000, 0.704322
1203.344736, 407.466102, 0.944979, 1704.600000, 0.704264
1203.166903, 407.371609, 0.944875, 1704.500000, 0.704207
1202.988870, 407.277127, 0.944770, 1704.400000, 0.704150
1202.810660, 407.182655, 0.944665, 1704.300000, 0.704092
1202.633317, 407.088194, 0.944562, 1704.200000, 0.704035
1202.455422, 406.993743, 0.944457, 1704.100000, 0.703977
1202.277099, 406.899302, 0.944352, 1704.000000, 0.703920
1202.100087, 406.804872, 0.944249, 1703.900000, 0.703863
1201.922283, 406.710453, 0.944145, 1703.800000, 0.703805
1201.743782, 406.616044, 0.944039, 1703.700000, 0.703747
1201.565547, 406.521645, 0.943934, 1703.600000, 0.703690
1201.388506, 406.427257, 0.943831, 1703.500000, 0.703633
1201.210778, 406.332879, 0.943726, 1703.400000, 0.703575
1201.032906, 406.238512, 0.943622, 1703.300000, 0.703517
1200.854802, 406.144155, 0.943517, 1703.200000, 0.703460
1200.678313, 406.049808, 0.943415, 1703.100000, 0.703403
1200.499369, 405.955472, 0.943308, 1703.000000, 0.703345
1200.321845, 405.861146, 0.943204, 1702.900000, 0.703287
1200.144359, 405.766831, 0.943100, 1702.800000, 0.703230
1199.966857, 405.672526, 0.942996, 1702.700000, 0.703172
1199.788521, 405.578232, 0.942891, 1702.600000, 0.703115
1199.611129, 405.483948, 0.942787, 1702.500000, 0.703057
1199.434142, 405.389674, 0.942684, 1702.400000, 0.703000
1199.256612, 405.295411, 0.942579, 1702.300000, 0.702942
1199.079324, 405.201159, 0.942476, 1702.200000, 0.702885
1198.900491, 405.106917, 0.942369, 1702.100000, 0.702827
1198.723207, 405.012685, 0.942265, 1702.000000, 0.702769
1198.545745, 404.918464, 0.942161, 1701.900000, 0.702712
1198.368375, 404.824253, 0.942057, 1701.800000, 0.702654
1198.190313, 404.730052, 0.941952, 1701.700000, 0.702596
1198.013020, 404.635862, 0.941848, 1701.600000, 0.702539
1197.835714, 404.541683, 0.941744, 1701.500000, 0.702481
1197.658220, 404.447514, 0.941640, 1701.400000, 0.702424
1197.479903, 404.353355, 0.941534, 1701.300000, 0.702366
1197.303327, 404.259207, 0.941431, 1701.200000, 0.702309
1197.125972, 404.165069, 0.941327, 1701.100000, 0.702251
1196.948149, 404.070941, 0.941222, 1701.000000, 0.702193
1196.770206, 403.976824, 0.941118, 1700.900000, 0.702135
1196.592440, 403.882718, 0.941013, 1700.800000, 0.702077
1196.415865, 403.788622, 0.940910, 1700.700000, 0.702020
1196.238855, 403.694536, 0.940806, 1700.600000, 0.701962
1196.060744, 403.600461, 0.940700, 1700.500000, 0.701904
1195.883900, 403.506396, 0.940597, 1700.400000, 0.701847
1195.706061, 403.412342, 0.940492, 1700.300000, 0.701789
1195.528317, 403.318298, 0.940388, 1700.200000, 0.701731
1195.351256, 403.224264, 0.940283, 1700.100000, 0.701674
1195.174278, 403.130241, 0.940180, 1700.000000, 0.701616
1194.996629, 403.036228, 0.940075, 1699.900000, 0.701558
1194.819687, 402.942226, 0.939971, 1699.800000, 0.701500
1194.641452, 402.848234, 0.939865, 1699.700000, 0.701442
1194.464277, 402.754253, 0.939761, 1699.600000, 0.701385
1194.287496, 402.660282, 0.939658, 1699.500000, 0.701327
1194.110497, 402.566322, 0.939554, 1699.400000, 0.701269
1193.932088, 402.472372, 0.939448, 1699.300000, 0.701211
1193.756059, 402.378432, 0.939345, 1699.200000, 0.701154
1193.577816, 402.284503, 0.939240, 1699.100000, 0.701095
1193.401113, 402.190584, 0.939136, 1699.000000, 0.701038
1193.224270, 402.096676, 0.939032, 1698.900000, 0.700980
1193.046801, 402.002778, 0.938928, 1698.800000, 0.700922
1192.869340, 401.908890, 0.938823, 1698.700000, 0.700864
1192.691929, 401.815013, 0.938718, 1698.600000, 0.700806
1192.515212, 401.721147, 0.938615, 1698.500000, 0.700749
1192.337893, 401.627291, 0.938510, 1698.400000, 0.700691
1192.160976, 401.533445, 0.938406, 1698.300000, 0.700633
1191.983083, 401.439610, 0.938301, 1698.200000, 0.700575
1191.806053, 401.345785, 0.938197, 1698.100000, 0.700517
1191.629280, 401.251970, 0.938093, 1698.000000, 0.700459
1191.451861, 401.158166, 0.937988, 1697.900000, 0.700401
1191.275154, 401.064373, 0.937884, 1697.800000, 0.700344
1191.096744, 400.970590, 0.937778, 1697.700000, 0.700285
1190.920806, 400.876817, 0.937676, 1697.600000, 0.700228
1190.743526, 400.783055, 0.937571, 1697.500000, 0.700170
1190.567006, 400.689303, 0.937468, 1697.400000, 0.700112
1190.389344, 400.595561, 0.937362, 1697.300000, 0.700054
1190.213579, 400.501830, 0.937260, 1697.200000, 0.699996
1190.034887, 400.408110, 0.937153, 1697.100000, 0.699938
1189.857851, 400.314400, 0.937049, 1697.000000, 0.699880
1189.680783, 400.220700, 0.936944, 1696.900000, 0.699822
1189.505123, 400.127011, 0.936842, 1696.800000, 0.699765
1189.327247, 400.033332, 0.936736, 1696.700000, 0.699706
1189.150131, 399.939663, 0.936632, 1696.600000, 0.699648
1188.974154, 399.846006, 0.936529, 1696.500000, 0.699591
1188.797063, 399.752358, 0.936425, 1696.400000, 0.699532
1188.619350, 399.658721, 0.936319, 1696.300000, 0.699474
1188.442332, 399.565094, 0.936215, 1696.200000, 0.699416
1188.266049, 399.471478, 0.936111, 1696.100000, 0.699358
1188.089154, 399.377872, 0.936007, 1696.000000, 0.699300
1187.911775, 399.284277, 0.935902, 1695.900000, 0.699242
1187.735327, 399.190692, 0.935798, 1695.800000, 0.699184
1187.557862, 399.097117, 0.935693, 1695.700000, 0.699126
1187.381076, 399.003553, 0.935589, 1695.600000, 0.699068
1187.204761, 398.910000, 0.935485, 1695.500000, 0.699010
1187.027464, 398.816456, 0.935380, 1695.400000, 0.698952
1186.850535, 398.722923, 0.935276, 1695.300000, 0.698894
1186.674524, 398.629401, 0.935173, 1695.200000, 0.698836
1186.497745, 398.535889, 0.935069, 1695.100000, 0.698778
1186.320502, 398.442388, 0.934963, 1695.000000, 0.698720
1186.143764, 398.348897, 0.934859, 1694.900000, 0.698661
1185.967031, 398.255416, 0.934755, 1694.800000, 0.698604
1185.790608, 398.161946, 0.934651, 1694.700000, 0.698545
1185.612669, 398.068486, 0.934545, 1694.600000, 0.698487
1185.437781, 397.975036, 0.934444, 1694.500000, 0.698430
1185.259713, 397.881597, 0.934337, 1694.400000, 0.698371
1185.083433, 397.788169, 0.934234, 1694.300000, 0.698313
1184.906941, 397.694751, 0.934129, 1694.200000, 0.698255
1184.730292, 397.601343, 0.934026, 1694.100000, 0.698196
1184.553593, 397.507946, 0.933921, 1694.000000, 0.698139
1184.377280, 397.414559, 0.933817, 1693.900000, 0.698080
1184.200326, 397.321183, 0.933713, 1693.800000, 0.698022
1184.023542, 397.227817, 0.933608, 1693.700000, 0.697964
1183.847322, 397.134461, 0.933504, 1693.600000, 0.697906
1183.669558, 397.041116, 0.933398, 1693.500000, 0.697847
1183.493583, 396.947782, 0.933295, 1693.400000, 0.697790
1183.316552, 396.854457, 0.933190, 1693.300000, 0.697731
1183.140885, 396.761143, 0.933087, 1693.200000, 0.697673
1182.963938, 396.667840, 0.932982, 1693.100000, 0.697615
1182.787471, 396.574547, 0.932878, 1693.000000, 0.697557
1182.610608, 396.481265, 0.932773, 1692.900000, 0.697498
1182.434251, 396.387993, 0.932669, 1692.800000, 0.697440
1182.258089, 396.294731, 0.932565, 1692.700000, 0.697382
1182.081728, 396.201480, 0.932461, 1692.600000, 0.697324
1181.904429, 396.108239, 0.932356, 1692.500000, 0.697265
1181.728790, 396.015008, 0.932252, 1692.400000, 0.697208
1181.551325, 395.921788, 0.932147, 1692.300000, 0.697149
1181.374474, 395.828579, 0.932042, 1692.200000, 0.697090
1181.199709, 395.735380, 0.931940, 1692.100000, 0.697033
1181.022272, 395.642191, 0.931834, 1692.000000, 0.696974
1180.845592, 395.549013, 0.931730, 1691.900000, 0.696916
1180.670033, 395.455845, 0.931627, 1691.800000, 0.696858
1180.493193, 395.362688, 0.931522, 1691.700000, 0.696799
1180.315975, 395.269541, 0.931416, 1691.600000, 0.696741
1180.141169, 395.176404, 0.931314, 1691.500000, 0.696683
1179.965361, 395.083278, 0.931211, 1691.400000, 0.696625
1179.787994, 394.990162, 0.931105, 1691.300000, 0.696566
1179.612690, 394.897057, 0.931002, 1691.200000, 0.696508
1179.435410, 394.803962, 0.930896, 1691.100000, 0.696450
1179.259248, 394.710878, 0.930793, 1691.000000, 0.696391
1179.083393, 394.617804, 0.930689, 1690.900000, 0.696333
1178.906263, 394.524740, 0.930583, 1690.800000, 0.696274
1178.730487, 394.431687, 0.930480, 1690.700000, 0.696216
1178.554498, 394.338644, 0.930376, 1690.600000, 0.696158
1178.378178, 394.245612, 0.930272, 1690.500000, 0.696100
1178.201607, 394.152590, 0.930167, 1690.400000, 0.696041
1178.025134, 394.059578, 0.930062, 1690.300000, 0.695983
1177.850177, 393.966577, 0.929960, 1690.200000, 0.695925
1177.673283, 393.873587, 0.929854, 1690.100000, 0.695866
1177.496528, 393.780607, 0.929749, 1690.000000, 0.695807
1177.320864, 393.687637, 0.929646, 1689.900000, 0.695749
1177.143836, 393.594677, 0.929540, 1689.800000, 0.695691
1176.968927, 393.501729, 0.929438, 1689.700000, 0.695633
1176.792519, 393.408790, 0.929334, 1689.600000, 0.695574
1176.616300, 393.315862, 0.929229, 1689.500000, 0.695516
1176.439958, 393.222944, 0.929124, 1689.400000, 0.695457
1176.263638, 393.130037, 0.929020, 1689.300000, 0.695399
1176.087627, 393.037140, 0.928915, 1689.200000, 0.695340
1175.912458, 392.944254, 0.928813, 1689.100000, 0.695282
1175.735202, 392.851378, 0.928707, 1689.000000, 0.695223
1175.560174, 392.758512, 0.928604, 1688.900000, 0.695165
1175.384041, 392.665657, 0.928499, 1688.800000, 0.695107
1175.207989, 392.572813, 0.928395, 1688.700000, 0.695048
1175.031728, 392.479978, 0.928291, 1688.600000, 0.694990
1174.856399, 392.387154, 0.928187, 1688.500000, 0.694932
1174.679593, 392.294341, 0.928082, 1688.400000, 0.694873
1174.503686, 392.201538, 0.927978, 1688.300000, 0.694814
1174.327879, 392.108745, 0.927874, 1688.200000, 0.694756
1174.152266, 392.015963, 0.927770, 1688.100000, 0.694698
1173.976720, 391.923192, 0.927667, 1688.000000, 0.694639
1173.800358, 391.830430, 0.927561, 1687.900000, 0.694581
1173.624424, 391.737679, 0.927457, 1687.800000, 0.694522
1173.449024, 391.644939, 0.927354, 1687.700000, 0.694464
1173.273179, 391.552209, 0.927250, 1687.600000, 0.694405
1173.096514, 391.459489, 0.927144, 1687.500000, 0.694346
1172.921535, 391.366780, 0.927041, 1687.400000, 0.694288
1172.745566, 391.274081, 0.926937, 1687.300000, 0.694229
1172.569924, 391.181393, 0.926833, 1687.200000, 0.694171
1172.393222, 391.088715, 0.926727, 1687.100000, 0.694112
1172.217453, 390.996047, 0.926623, 1687.000000, 0.694054
1172.042785, 390.903390, 0.926521, 1686.900000, 0.693995
1171.866053, 390.810744, 0.926415, 1686.800000, 0.693936
1171.690830, 390.718107, 0.926312, 1686.700000, 0.693878
1171.514589, 390.625481, 0.926207, 1686.600000, 0.693820
1171.339646, 390.532866, 0.926104, 1686.500000, 0.693761
1171.163668, 390.440261, 0.925999, 1686.400000, 0.693703
1170.987380, 390.347666, 0.925894, 1686.300000, 0.693644
1170.811322, 390.255082, 0.925789, 1686.200000, 0.693585
1170.636345, 390.162508, 0.925686, 1686.100000, 0.693527
1170.460761, 390.069945, 0.925582, 1686.000000, 0.693468
1170.285278, 389.977392, 0.925478, 1685.900000, 0.693409
1170.108927, 389.884850, 0.925373, 1685.800000, 0.693351
1169.934167, 389.792318, 0.925270, 1685.700000, 0.693292
1169.758134, 389.699796, 0.925165, 1685.600000, 0.693234
1169.581923, 389.607285, 0.925060, 1685.500000, 0.693175
1169.406819, 389.514784, 0.924956, 1685.400000, 0.693117
1169.231363, 389.422294, 0.924853, 1685.300000, 0.693058
1169.055544, 389.329814, 0.924748, 1685.200000, 0.692999
1168.880623, 389.237344, 0.924645, 1685.100000, 0.692941
1168.704179, 389.144885, 0.924539, 1685.000000, 0.692882
1168.528683, 389.052436, 0.924435, 1684.900000, 0.692823
1168.353448, 388.959998, 0.924331, 1684.800000, 0.692765
1168.178023, 388.867570, 0.924227, 1684.700000, 0.692706
1168.003287, 388.775152, 0.924124, 1684.600000, 0.692648
1167.827357, 388.682745, 0.924020, 1684.500000, 0.692589
1167.651399, 388.590349, 0.923914, 1684.400000, 0.692530
1167.476845, 388.497962, 0.923811, 1684.300000, 0.692472
1167.301015, 388.405587, 0.923707, 1684.200000, 0.692413
1167.124597, 388.313221, 0.923601, 1684.100000, 0.692354
1166.950150, 388.220866, 0.923498, 1684.000000, 0.692296
1166.774909, 388.128522, 0.923394, 1683.900000, 0.692237
1166.598389, 388.036187, 0.923289, 1683.800000, 0.692178
1166.424510, 387.943864, 0.923187, 1683.700000, 0.692120
1166.248771, 387.851550, 0.923082, 1683.600000, 0.692061
1166.072615, 387.759247, 0.922976, 1683.500000, 0.692002
1165.897992, 387.666955, 0.922874, 1683.400000, 0.691943
1165.722351, 387.574673, 0.922769, 1683.300000, 0.691885
1165.547458, 387.482401, 0.922665, 1683.200000, 0.691826
1165.371667, 387.390140, 0.922560, 1683.100000, 0.691767
1165.197288, 387.297889, 0.922458, 1683.000000, 0.691709
1165.021151, 387.205649, 0.922352, 1682.900000, 0.691650
1164.846241, 387.113419, 0.922249, 1682.800000, 0.691591
1164.670450, 387.021199, 0.922143, 1682.700000, 0.691532
1164.495821, 386.928990, 0.922040, 1682.600000, 0.691474
1164.320764, 386.836791, 0.921936, 1682.500000, 0.691415
1164.145382, 386.744603, 0.921832, 1682.400000, 0.691356
1163.971049, 386.652425, 0.921729, 1682.300000, 0.691298
1163.794863, 386.560257, 0.921623, 1682.200000, 0.691239
1163.620296, 386.468100, 0.921520, 1682.100000, 0.691180
1163.444844, 386.375953, 0.921416, 1682.000000, 0.691121
1163.270095, 386.283817, 0.921312, 1681.900000, 0.691063
1163.094737, 386.191691, 0.921208, 1681.800000, 0.691004
1162.920123, 386.099575, 0.921104, 1681.700000, 0.690946
1162.744675, 386.007470, 0.920999, 1681.600000, 0.690887
1162.568625, 385.915376, 0.920894, 1681.500000, 0.690827
1162.394769, 385.823291, 0.920792, 1681.400000, 0.690769
1162.219457, 385.731218, 0.920687, 1681.300000, 0.690710
1162.043544, 385.639154, 0.920582, 1681.200000, 0.690651
1161.869602, 385.547101, 0.920479, 1681.100000, 0.690593
1161.694236, 385.455059, 0.920374, 1681.000000, 0.690534
1161.519142, 385.363026, 0.920270, 1680.900000, 0.690475
1161.343842, 385.271005, 0.920165, 1680.800000, 0.690416
1161.169506, 385.178993, 0.920062, 1680.700000, 0.690357
1160.994303, 385.086992, 0.919958, 1680.600000, 0.690299
1160.820064, 384.995002, 0.919855, 1680.500000, 0.690240
1160.644776, 384.903021, 0.919750, 1680.400000, 0.690181
1160.469767, 384.811052, 0.919646, 1680.300000, 0.690122
1160.294163, 384.719092, 0.919541, 1680.200000, 0.690063
1160.120261, 384.627143, 0.919438, 1680.100000, 0.690005
1159.944734, 384.535205, 0.919333, 1680.000000, 0.689946
1159.770153, 384.443277, 0.919229, 1679.900000, 0.689887
1159.595408, 384.351359, 0.919125, 1679.800000, 0.689828
1159.420457, 384.259452, 0.919021, 1679.700000, 0.689770
1159.245623, 384.167555, 0.918917, 1679.600000, 0.689711
1159.071156, 384.075668, 0.918813, 1679.500000, 0.689652
1158.896401, 383.983792, 0.918709, 1679.400000, 0.689593
1158.721465, 383.891927, 0.918605, 1679.300000, 0.689534
1158.546779, 383.800071, 0.918501, 1679.200000, 0.689476
1158.371999, 383.708227, 0.918397, 1679.100000, 0.689417
1158.197206, 383.616392, 0.918293, 1679.000000, 0.689358
1158.022890, 383.524568, 0.918189, 1678.900000, 0.689299
1157.848011, 383.432754, 0.918085, 1678.800000, 0.689240
1157.673404, 383.340951, 0.917981, 1678.700000, 0.689182
1157.498157, 383.249158, 0.917876, 1678.600000, 0.689122
1157.323444, 383.157376, 0.917772, 1678.500000, 0.689063
1157.149842, 383.065604, 0.917670, 1678.400000, 0.689005
1156.974139, 382.973842, 0.917564, 1678.300000, 0.688946
1156.800027, 382.882091, 0.917460, 1678.200000, 0.688887
1156.626153, 382.790350, 0.917358, 1678.100000, 0.688829
1156.450791, 382.698620, 0.917252, 1678.000000, 0.688770
1156.276857, 382.606900, 0.917149, 1677.900000, 0.688711
1156.102254, 382.515190, 0.917045, 1677.800000, 0.688652
1155.927115, 382.423491, 0.916940, 1677.700000, 0.688593
1155.752671, 382.331802, 0.916836, 1677.600000, 0.688534
1155.578292, 382.240124, 0.916732, 1677.500000, 0.688475
1155.403712, 382.148456, 0.916628, 1677.400000, 0.688416
1155.229197, 382.056798, 0.916524, 1677.300000, 0.688358
1155.055018, 381.965151, 0.916421, 1677.200000, 0.688299
1154.879955, 381.873514, 0.916315, 1677.100000, 0.688240
1154.706055, 381.781888, 0.916212, 1677.000000, 0.688181
1154.531097, 381.690272, 0.916108, 1676.900000, 0.688122
1154.357544, 381.598666, 0.916005, 1676.800000, 0.688063
1154.183162, 381.507071, 0.915901, 1676.700000, 0.688005
1154.008613, 381.415486, 0.915797, 1676.600000, 0.687945
1153.834544, 381.323912, 0.915693, 1676.500000, 0.687887
1153.660182, 381.232348, 0.915589, 1676.400000, 0.687828
1153.485601, 381.140794, 0.915485, 1676.300000, 0.687769
1153.311289, 381.049251, 0.915381, 1676.200000, 0.687710
1153.137642, 380.957718, 0.915278, 1676.100000, 0.687652
1152.962189, 380.866196, 0.915172, 1676.000000, 0.687592
1152.788053, 380.774684, 0.915068, 1675.900000, 0.687534
1152.613948, 380.683182, 0.914964, 1675.800000, 0.687475
1152.439747, 380.591691, 0.914861, 1675.700000, 0.687416
1152.265806, 380.500210, 0.914757, 1675.600000, 0.687357
1152.091680, 380.408740, 0.914653, 1675.500000, 0.687298
1151.916991, 380.317280, 0.914548, 1675.400000, 0.687239
1151.741911, 380.225830, 0.914443, 1675.300000, 0.687180
1151.569048, 380.134391, 0.914341, 1675.200000, 0.687121
1151.394536, 380.042962, 0.914236, 1675.100000, 0.687063
1151.220891, 379.951544, 0.914133, 1675.000000, 0.687004
1151.046578, 379.860136, 0.914029, 1674.900000, 0.686945
1150.872394, 379.768738, 0.913925, 1674.800000, 0.686886
1150.697542, 379.677351, 0.913820, 1674.700000, 0.686827
1150.524772, 379.585974, 0.913718, 1674.600000, 0.686768
1150.349759, 379.494607, 0.913612, 1674.500000, 0.686709
1150.176537, 379.403251, 0.913510, 1674.400000, 0.686651
1150.002699, 379.311906, 0.913406, 1674.300000, 0.686592
1149.827696, 379.220570, 0.913301, 1674.200000, 0.686532
1149.654643, 379.129246, 0.913198, 1674.100000, 0.686474
1149.480781, 379.037931, 0.913094, 1674.000000, 0.686415
1149.307009, 378.946627, 0.912991, 1673.900000, 0.686356
1149.132906, 378.855333, 0.912886, 1673.800000, 0.686298
1148.958554, 378.764050, 0.912782, 1673.700000, 0.686238
1148.784346, 378.672777, 0.912677, 1673.600000, 0.686180
1148.609949, 378.581514, 0.912573, 1673.500000, 0.686120
1148.436896, 378.490262, 0.912470, 1673.400000, 0.686062
1148.263285, 378.399021, 0.912367, 1673.300000, 0.686003
1148.089689, 378.307789, 0.912263, 1673.200000, 0.685944
1147.914963, 378.216568, 0.912158, 1673.100000, 0.685885
1147.741949, 378.125358, 0.912055, 1673.000000, 0.685826
1147.567920, 378.034157, 0.911951, 1672.900000, 0.685768
1147.393222, 377.942968, 0.911846, 1672.800000, 0.685708
1147.220371, 377.851788, 0.911743, 1672.700000, 0.685650
1147.047029, 377.760619, 0.911640, 1672.600000, 0.685591
1146.872171, 377.669460, 0.911534, 1672.500000, 0.685532
1146.698701, 377.578312, 0.911431, 1672.400000, 0.685473
1146.524750, 377.487174, 0.911327, 1672.300000, 0.685414
1146.352047, 377.396047, 0.911224, 1672.200000, 0.685356
1146.177514, 377.304930, 0.911119, 1672.100000, 0.685296
1146.004745, 377.213823, 0.911017, 1672.000000, 0.685238
1145.830141, 377.122727, 0.910911, 1671.900000, 0.685179
1145.656825, 377.031641, 0.910808, 1671.800000, 0.685120
1145.483892, 376.940565, 0.910705, 1671.700000, 0.685062
1145.308632, 376.849500, 0.910599, 1671.600000, 0.685002
1145.136176, 376.758445, 0.910496, 1671.500000, 0.684944
1144.963030, 376.667401, 0.910393, 1671.400000, 0.684885
1144.789654, 376.576367, 0.910290, 1671.300000, 0.684826
1144.615522, 376.485343, 0.910185, 1671.200000, 0.684767
1144.442322, 376.394330, 0.910082, 1671.100000, 0.684709
1144.268530, 376.303327, 0.909977, 1671.000000, 0.684650
1144.095025, 376.212335, 0.909873, 1670.900000, 0.684591
1143.920561, 376.121352, 0.909768, 1670.800000, 0.684532
1143.748664, 376.030381, 0.909667, 1670.700000, 0.684473
1143.573942, 375.939419, 0.909561, 1670.600000, 0.684414
