# energy density [MeV fm-3], pressure [MeV fm-3], baryon density [1/fm-3], chemical potential [MeV], strangeness fraction [admin]
1780.831280, 599.870671, 1.353287, 1759.200000, 0.787727
1780.578374, 599.735349, 1.353143, 1759.100000, 0.787680
1780.324843, 599.600042, 1.352999, 1759.000000, 0.787632
1780.071334, 599.464750, 1.352855, 1758.900000, 0.787585
1779.816791, 599.329471, 1.352709, 1758.800000, 0.787537
1779.564260, 599.194208, 1.352566, 1758.700000, 0.787490
1779.312318, 599.058958, 1.352424, 1758.600000, 0.787443
1779.057776, 598.923723, 1.352278, 1758.500000, 0.787395
1778.804848, 598.788503, 1.352134, 1758.400000, 0.787348
1778.550233, 598.653296, 1.351988, 1758.300000, 0.787300
1778.299438, 598.518104, 1.351848, 1758.200000, 0.787253
1778.043937, 598.382927, 1.351701, 1758.100000, 0.787205
1777.791299, 598.247764, 1.351558, 1758.000000, 0.787158
1777.539056, 598.112615, 1.351415, 1757.900000, 0.787110
1777.285532, 597.977481, 1.351271, 1757.800000, 0.787063
1777.031534, 597.842361, 1.351125, 1757.700000, 0.787015
1776.779461, 597.707256, 1.350983, 1757.600000, 0.786968
1776.525134, 597.572165, 1.350837, 1757.500000, 0.786920
1776.272585, 597.437088, 1.350694, 1757.400000, 0.786873
1776.020115, 597.302026, 1.350551, 1757.300000, 0.786825
1775.766710, 597.166978, 1.350407, 1757.200000, 0.786777
1775.514937, 597.031945, 1.350264, 1757.100000, 0.786731
1775.259254, 596.896926, 1.350117, 1757.000000, 0.786682
1775.007805, 596.761921, 1.349975, 1756.900000, 0.786635
1774.753964, 596.626931, 1.349830, 1756.800000, 0.786587
1774.501063, 596.491956, 1.349686, 1756.700000, 0.786540
1774.246979, 596.356994, 1.349540, 1756.600000, 0.786492
1773.995564, 596.222047, 1.349398, 1756.500000, 0.786445
1773.741052, 596.087115, 1.349252, 1756.400000, 0.786397
1773.488737, 595.952197, 1.349109, 1756.300000, 0.786349
1773.235686, 595.817293, 1.348965, 1756.200000, 0.786302
1772.982188, 595.682404, 1.348820, 1756.100000, 0.786254
1772.728993, 595.547529, 1.348676, 1756.000000, 0.786206
1772.476473, 595.412668, 1.348533, 1755.900000, 0.786159
1772.225009, 595.277822, 1.348391, 1755.800000, 0.786111
1771.971075, 595.142990, 1.348245, 1755.700000, 0.786063
1771.717206, 595.008173, 1.348100, 1755.600000, 0.786015
1771.465662, 594.873370, 1.347957, 1755.500000, 0.785968
1771.211929, 594.738582, 1.347813, 1755.400000, 0.785920
1770.959016, 594.603808, 1.347669, 1755.300000, 0.785872
1770.705650, 594.469048, 1.347524, 1755.200000, 0.785824
1770.453590, 594.334303, 1.347381, 1755.100000, 0.785777
1770.199795, 594.199572, 1.347235, 1755.000000, 0.785729
1769.948481, 594.064855, 1.347094, 1754.900000, 0.785681
1769.693974, 593.930153, 1.346947, 1754.800000, 0.785633
1769.442215, 593.795466, 1.346805, 1754.700000, 0.785585
1769.188927, 593.660793, 1.346660, 1754.600000, 0.785537
1768.935530, 593.526134, 1.346515, 1754.500000, 0.785489
1768.684516, 593.391489, 1.346373, 1754.400000, 0.785443
1768.430630, 593.256859, 1.346228, 1754.300000, 0.785394
1768.176824, 593.122244, 1.346083, 1754.200000, 0.785346
1767.925513, 592.987643, 1.345940, 1754.100000, 0.785299
1767.672216, 592.853056, 1.345795, 1754.000000, 0.785250
1767.418881, 592.718484, 1.345651, 1753.900000, 0.785202
1767.166816, 592.583926, 1.345507, 1753.800000, 0.785155
1766.914457, 592.449382, 1.345364, 1753.700000, 0.785107
1766.662134, 592.314853, 1.345220, 1753.600000, 0.785059
1766.408895, 592.180338, 1.345076, 1753.500000, 0.785011
1766.156908, 592.045838, 1.344932, 1753.400000, 0.784963
1765.903424, 591.911352, 1.344787, 1753.300000, 0.784915
1765.651182, 591.776881, 1.344643, 1753.200000, 0.784867
1765.396751, 591.642424, 1.344497, 1753.100000, 0.784819
1765.144661, 591.507981, 1.344354, 1753.000000, 0.784771
1764.893133, 591.373553, 1.344211, 1752.900000, 0.784723
1764.639816, 591.239139, 1.344066, 1752.800000, 0.784675
1764.387613, 591.104740, 1.343922, 1752.700000, 0.784627
1764.135318, 590.970355, 1.343779, 1752.600000, 0.784579
1763.882715, 590.835984, 1.343634, 1752.500000, 0.784531
1763.629181, 590.701628, 1.343489, 1752.400000, 0.784483
1763.376789, 590.567286, 1.343345, 1752.300000, 0.784435
1763.124358, 590.432959, 1.343201, 1752.200000, 0.784387
1762.872290, 590.298646, 1.343058, 1752.100000, 0.784339
1762.620369, 590.164348, 1.342915, 1752.000000, 0.784291
1762.366651, 590.030063, 1.342769, 1751.900000, 0.784242
1762.114202, 589.895794, 1.342624, 1751.800000, 0.784195
1761.862454, 589.761538, 1.342481, 1751.700000, 0.784147
1761.608167, 589.627298, 1.342335, 1751.600000, 0.784098
1761.356928, 589.493071, 1.342192, 1751.500000, 0.784050
1761.104653, 589.358859, 1.342049, 1751.400000, 0.784002
1760.852703, 589.224662, 1.341905, 1751.300000, 0.783954
1760.598907, 589.090478, 1.341759, 1751.200000, 0.783906
1760.348232, 588.956310, 1.341617, 1751.100000, 0.783858
1760.095526, 588.822155, 1.341473, 1751.000000, 0.783809
1759.841270, 588.688015, 1.341326, 1750.900000, 0.783761
1759.590422, 588.553890, 1.341184, 1750.800000, 0.783713
1759.337199, 588.419779, 1.341039, 1750.700000, 0.783665
1759.085041, 588.285682, 1.340895, 1750.600000, 0.783616
1758.833559, 588.151600, 1.340752, 1750.500000, 0.783569
1758.580410, 588.017532, 1.340607, 1750.400000, 0.783520
1758.328723, 587.883478, 1.340463, 1750.300000, 0.783472
1758.076832, 587.749439, 1.340320, 1750.200000, 0.783424
1757.823686, 587.615415, 1.340174, 1750.100000, 0.783375
1757.570852, 587.481404, 1.340030, 1750.000000, 0.783327
1757.319507, 587.347409, 1.339886, 1749.900000, 0.783279
1757.066419, 587.213427, 1.339741, 1749.800000, 0.783230
1756.813646, 587.079460, 1.339596, 1749.700000, 0.783182
1756.562864, 586.945508, 1.339454, 1749.600000, 0.783134
1756.310306, 586.811570, 1.339310, 1749.500000, 0.783086
1756.057594, 586.677646, 1.339165, 1749.400000, 0.783037
1755.804916, 586.543737, 1.339020, 1749.300000, 0.782989
1755.553011, 586.409842, 1.338876, 1749.200000, 0.782940
1755.300942, 586.275961, 1.338732, 1749.100000, 0.782892
1755.049075, 586.142095, 1.338589, 1749.000000, 0.782844
1754.796419, 586.008244, 1.338444, 1748.900000, 0.782795
1754.544311, 585.874407, 1.338299, 1748.800000, 0.782747
1754.291509, 585.740584, 1.338155, 1748.700000, 0.782698
1754.040850, 585.606775, 1.338012, 1748.600000, 0.782650
1753.788273, 585.472982, 1.337867, 1748.500000, 0.782602
1753.536485, 585.339202, 1.337724, 1748.400000, 0.782553
1753.284699, 585.205437, 1.337580, 1748.300000, 0.782505
1753.032011, 585.071686, 1.337435, 1748.200000, 0.782456
1752.779718, 584.937950, 1.337290, 1748.100000, 0.782408
1752.527714, 584.804228, 1.337146, 1748.000000, 0.782359
1752.274804, 584.670521, 1.337001, 1747.900000, 0.782311
1752.023826, 584.536828, 1.336859, 1747.800000, 0.782262
1751.770691, 584.403149, 1.336713, 1747.700000, 0.782214
1751.519060, 584.269485, 1.336569, 1747.600000, 0.782165
1751.267862, 584.135835, 1.336426, 1747.500000, 0.782117
1751.014882, 584.002200, 1.336280, 1747.400000, 0.782068
1750.762985, 583.868579, 1.336136, 1747.300000, 0.782019
1750.511861, 583.734973, 1.335993, 1747.200000, 0.781971
1750.259820, 583.601381, 1.335849, 1747.100000, 0.781922
1750.006579, 583.467803, 1.335703, 1747.000000, 0.781874
1749.755982, 583.334240, 1.335560, 1746.900000, 0.781825
1749.503813, 583.200691, 1.335416, 1746.800000, 0.781776
1749.252522, 583.067157, 1.335273, 1746.700000, 0.781728
1748.999645, 582.933637, 1.335127, 1746.600000, 0.781679
1748.747458, 582.800131, 1.334982, 1746.500000, 0.781631
1748.496323, 582.666640, 1.334839, 1746.400000, 0.781582
1748.244116, 582.533163, 1.334695, 1746.300000, 0.781533
1747.992269, 582.399701, 1.334550, 1746.200000, 0.781485
1747.741149, 582.266253, 1.334407, 1746.100000, 0.781436
1747.488816, 582.132820, 1.334262, 1746.000000, 0.781387
1747.237046, 581.999401, 1.334118, 1745.900000, 0.781339
1746.984471, 581.865996, 1.333973, 1745.800000, 0.781290
1746.733900, 581.732606, 1.333830, 1745.700000, 0.781241
1746.481365, 581.599231, 1.333685, 1745.600000, 0.781193
1746.229900, 581.465869, 1.333541, 1745.500000, 0.781144
1745.977715, 581.332522, 1.333396, 1745.400000, 0.781095
1745.726007, 581.199190, 1.333252, 1745.300000, 0.781046
1745.475536, 581.065872, 1.333110, 1745.200000, 0.780998
1745.220922, 580.932568, 1.332961, 1745.100000, 0.780948
1744.970490, 580.799279, 1.332819, 1745.000000, 0.780900
1744.719172, 580.666005, 1.332675, 1744.900000, 0.780851
1744.467504, 580.532744, 1.332531, 1744.800000, 0.780802
1744.217089, 580.399498, 1.332389, 1744.700000, 0.780754
1743.964133, 580.266267, 1.332243, 1744.600000, 0.780704
1743.713304, 580.133050, 1.332099, 1744.500000, 0.780656
1743.460330, 579.999847, 1.331954, 1744.400000, 0.780607
1743.209247, 579.866659, 1.331810, 1744.300000, 0.780558
1742.958009, 579.733485, 1.331666, 1744.200000, 0.780509
1742.705577, 579.600326, 1.331521, 1744.100000, 0.780460
1742.454089, 579.467181, 1.331377, 1744.000000, 0.780411
1742.202927, 579.334051, 1.331233, 1743.900000, 0.780363
1741.951025, 579.200935, 1.331088, 1743.800000, 0.780314
1741.698131, 579.067833, 1.330942, 1743.700000, 0.780264
1741.449463, 578.934746, 1.330802, 1743.600000, 0.780216
1741.196363, 578.801673, 1.330656, 1743.500000, 0.780167
1740.945569, 578.668615, 1.330513, 1743.400000, 0.780118
1740.693721, 578.535571, 1.330368, 1743.300000, 0.780069
1740.441428, 578.402541, 1.330222, 1743.200000, 0.780020
1740.189960, 578.269526, 1.330078, 1743.100000, 0.779971
1739.939860, 578.136526, 1.329936, 1743.000000, 0.779922
1739.688377, 578.003540, 1.329792, 1742.900000, 0.779873
1739.434774, 577.870568, 1.329644, 1742.800000, 0.779824
1739.183516, 577.737610, 1.329500, 1742.700000, 0.779775
1738.933264, 577.604668, 1.329357, 1742.600000, 0.779726
1738.681393, 577.471739, 1.329213, 1742.500000, 0.779677
1738.430210, 577.338825, 1.329068, 1742.400000, 0.779628
1738.177399, 577.205925, 1.328923, 1742.300000, 0.779578
1737.928221, 577.073040, 1.328781, 1742.200000, 0.779530
1737.676856, 576.940169, 1.328637, 1742.100000, 0.779481
1737.424366, 576.807313, 1.328491, 1742.000000, 0.779431
1737.172865, 576.674471, 1.328347, 1741.900000, 0.779382
1736.922027, 576.541644, 1.328203, 1741.800000, 0.779333
1736.670347, 576.408831, 1.328058, 1741.700000, 0.779284
1736.418615, 576.276032, 1.327914, 1741.600000, 0.779235
1736.168799, 576.143248, 1.327771, 1741.500000, 0.779186
1735.916174, 576.010478, 1.327625, 1741.400000, 0.779136
1735.664938, 575.877723, 1.327481, 1741.300000, 0.779087
1735.414062, 575.744982, 1.327337, 1741.200000, 0.779038
1735.163570, 575.612256, 1.327194, 1741.100000, 0.778989
1734.910864, 575.479544, 1.327048, 1741.000000, 0.778940
1734.659710, 575.346846, 1.326903, 1740.900000, 0.778891
1734.409371, 575.214163, 1.326760, 1740.800000, 0.778841
1734.157321, 575.081494, 1.326615, 1740.700000, 0.778792
1733.906245, 574.948840, 1.326471, 1740.600000, 0.778743
1733.654750, 574.816200, 1.326326, 1740.500000, 0.778693
1733.403993, 574.683575, 1.326182, 1740.400000, 0.778644
1733.152788, 574.550964, 1.326038, 1740.300000, 0.778595
1732.902537, 574.418367, 1.325895, 1740.200000, 0.778546
1732.650334, 574.285785, 1.325749, 1740.100000, 0.778496
1732.398909, 574.153217, 1.325604, 1740.000000, 0.778447
1732.148534, 574.020664, 1.325461, 1739.900000, 0.778398
1731.896640, 573.888125, 1.325316, 1739.800000, 0.778348
1731.645732, 573.755601, 1.325172, 1739.700000, 0.778299
1731.395432, 573.623091, 1.325029, 1739.600000, 0.778250
1731.143304, 573.490595, 1.324882, 1739.500000, 0.778201
1730.893043, 573.358114, 1.324739, 1739.400000, 0.778151
1730.641997, 573.225647, 1.324595, 1739.300000, 0.778102
1730.389934, 573.093195, 1.324449, 1739.200000, 0.778052
1730.138945, 572.960757, 1.324305, 1739.100000, 0.778003
1729.888953, 572.828334, 1.324162, 1739.000000, 0.777954
1729.636588, 572.695925, 1.324016, 1738.900000, 0.777904
1729.387059, 572.563531, 1.323874, 1738.800000, 0.777855
1729.134752, 572.431151, 1.323728, 1738.700000, 0.777805
1728.884721, 572.298785, 1.323584, 1738.600000, 0.777756
1728.633856, 572.166434, 1.323440, 1738.500000, 0.777707
1728.382250, 572.034097, 1.323295, 1738.400000, 0.777657
1728.131423, 571.901775, 1.323151, 1738.300000, 0.777607
1727.880571, 571.769467, 1.323007, 1738.200000, 0.777558
1727.629785, 571.637174, 1.322862, 1738.100000, 0.777508
1727.378510, 571.504895, 1.322718, 1738.000000, 0.777459
1727.126025, 571.372630, 1.322571, 1737.900000, 0.777409
1726.877274, 571.240380, 1.322430, 1737.800000, 0.777360
1726.625779, 571.108144, 1.322284, 1737.700000, 0.777310
1726.375051, 570.975923, 1.322140, 1737.600000, 0.777261
1726.125090, 570.843716, 1.321997, 1737.500000, 0.777211
1725.873934, 570.711524, 1.321852, 1737.400000, 0.777162
1725.621122, 570.579346, 1.321705, 1737.300000, 0.777112
1725.372110, 570.447183, 1.321563, 1737.200000, 0.777062
1725.120549, 570.315034, 1.321418, 1737.100000, 0.777013
1724.870238, 570.182899, 1.321274, 1737.000000, 0.776963
1724.618397, 570.050779, 1.321128, 1736.900000, 0.776913
1724.369060, 569.918673, 1.320986, 1736.800000, 0.776864
1724.117352, 569.786582, 1.320841, 1736.700000, 0.776814
1723.867321, 569.654505, 1.320697, 1736.600000, 0.776765
1723.616118, 569.522442, 1.320552, 1736.500000, 0.776715
1723.366336, 569.390394, 1.320409, 1736.400000, 0.776665
1723.115378, 569.258361, 1.320264, 1736.300000, 0.776616
1722.863679, 569.126342, 1.320118, 1736.200000, 0.776566
1722.612576, 568.994337, 1.319974, 1736.100000, 0.776516
1722.362889, 568.862347, 1.319831, 1736.000000, 0.776466
1722.112306, 568.730371, 1.319686, 1735.900000, 0.776417
1721.862194, 568.598410, 1.319543, 1735.800000, 0.776367
1721.610426, 568.466463, 1.319397, 1735.700000, 0.776317
1721.360967, 568.334531, 1.319254, 1735.600000, 0.776268
1721.109985, 568.202613, 1.319109, 1735.500000, 0.776218
1720.857767, 568.070709, 1.318962, 1735.400000, 0.776167
1720.608704, 567.938820, 1.318820, 1735.300000, 0.776118
1720.357738, 567.806945, 1.318675, 1735.200000, 0.776068
1720.106515, 567.675085, 1.318530, 1735.100000, 0.776018
1719.856245, 567.543239, 1.318386, 1735.000000, 0.775969
1719.605912, 567.411408, 1.318242, 1734.900000, 0.775918
1719.355683, 567.279591, 1.318098, 1734.800000, 0.775869
1719.104091, 567.147788, 1.317952, 1734.700000, 0.775819
1718.852972, 567.016000, 1.317806, 1734.600000, 0.775769
1718.604133, 566.884227, 1.317664, 1734.500000, 0.775719
1718.353814, 566.752468, 1.317520, 1734.400000, 0.775669
1718.102711, 566.620723, 1.317375, 1734.300000, 0.775619
1717.851497, 566.488993, 1.317230, 1734.200000, 0.775569
1717.602127, 566.357277, 1.317087, 1734.100000, 0.775520
1717.351703, 566.225575, 1.316943, 1734.000000, 0.775469
1717.099296, 566.093889, 1.316795, 1733.900000, 0.775419
1716.851257, 565.962216, 1.316654, 1733.800000, 0.775370
1716.601778, 565.830558, 1.316511, 1733.700000, 0.775320
1716.348692, 565.698914, 1.316363, 1733.600000, 0.775269
1716.099725, 565.567285, 1.316220, 1733.500000, 0.775220
1715.848926, 565.435671, 1.316076, 1733.400000, 0.775170
1715.597765, 565.304070, 1.315930, 1733.300000, 0.775120
1715.347937, 565.172485, 1.315786, 1733.200000, 0.775070
1715.095917, 565.040913, 1.315639, 1733.100000, 0.775019
1714.847720, 564.909356, 1.315498, 1733.000000, 0.774970
1714.597023, 564.777814, 1.315353, 1732.900000, 0.774920
1714.346014, 564.646286, 1.315208, 1732.800000, 0.774869
1714.096754, 564.514772, 1.315064, 1732.700000, 0.774820
1713.845786, 564.383273, 1.314919, 1732.600000, 0.774769
1713.596524, 564.251788, 1.314776, 1732.500000, 0.774719
1713.344911, 564.120318, 1.314630, 1732.400000, 0.774669
1713.094310, 563.988862, 1.314485, 1732.300000, 0.774619
1712.844817, 563.857421, 1.314341, 1732.200000, 0.774569
1712.595002, 563.725994, 1.314198, 1732.100000, 0.774519
1712.344807, 563.594582, 1.314053, 1732.000000, 0.774469
1712.093358, 563.463183, 1.313907, 1731.900000, 0.774418
1711.844184, 563.331800, 1.313764, 1731.800000, 0.774368
1711.594359, 563.200431, 1.313620, 1731.700000, 0.774318
1711.342967, 563.069076, 1.313474, 1731.600000, 0.774268
1711.093856, 562.937736, 1.313331, 1731.500000, 0.774218
1710.843161, 562.806410, 1.313185, 1731.400000, 0.774168
1710.593174, 562.675099, 1.313041, 1731.300000, 0.774117
1710.342519, 562.543802, 1.312896, 1731.200000, 0.774067
1710.092864, 562.412520, 1.312752, 1731.100000, 0.774017
1709.844336, 562.281252, 1.312610, 1731.000000, 0.773967
1709.592304, 562.149998, 1.312463, 1730.900000, 0.773916
1709.342607, 562.018759, 1.312319, 1730.800000, 0.773866
1709.092104, 561.887534, 1.312174, 1730.700000, 0.773815
1708.841994, 561.756324, 1.312029, 1730.600000, 0.773765
1708.592188, 561.625128, 1.311885, 1730.500000, 0.773715
1708.342863, 561.493947, 1.311741, 1730.400000, 0.773665
1708.092396, 561.362780, 1.311597, 1730.300000, 0.773614
1707.842199, 561.231628, 1.311452, 1730.200000, 0.773564
1707.593129, 561.100490, 1.311308, 1730.100000, 0.773514
1707.341793, 560.969366, 1.311163, 1730.000000, 0.773463
1707.092993, 560.838257, 1.311019, 1729.900000, 0.773413
1706.842587, 560.707163, 1.310874, 1729.800000, 0.773363
1706.592711, 560.576083, 1.310730, 1729.700000, 0.773312
1706.342591, 560.445017, 1.310585, 1729.600000, 0.773262
1706.093426, 560.313966, 1.310442, 1729.500000, 0.773212
1705.841646, 560.182929, 1.310295, 1729.400000, 0.773161
1705.592520, 560.051907, 1.310151, 1729.300000, 0.773111
1705.342574, 559.920899, 1.310007, 1729.200000, 0.773060
1705.093954, 559.789905, 1.309864, 1729.100000, 0.773010
1704.842100, 559.658926, 1.309717, 1729.000000, 0.772959
1704.593187, 559.527962, 1.309573, 1728.900000, 0.772909
1704.342583, 559.397012, 1.309428, 1728.800000, 0.772858
1704.093536, 559.266076, 1.309284, 1728.700000, 0.772808
1703.842987, 559.135155, 1.309139, 1728.600000, 0.772757
1703.593966, 559.004248, 1.308995, 1728.500000, 0.772707
1703.343400, 558.873356, 1.308850, 1728.400000, 0.772656
1703.094146, 558.742478, 1.308706, 1728.300000, 0.772606
1702.843697, 558.611615, 1.308561, 1728.200000, 0.772555
1702.594586, 558.480766, 1.308417, 1728.100000, 0.772504
1702.344754, 558.349932, 1.308272, 1728.000000, 0.772454
1702.094771, 558.219112, 1.308128, 1727.900000, 0.772403
1701.844751, 558.088306, 1.307983, 1727.800000, 0.772352
1701.596205, 557.957515, 1.307840, 1727.700000, 0.772302
1701.345712, 557.826738, 1.307694, 1727.600000, 0.772252
1701.094838, 557.695976, 1.307548, 1727.500000, 0.772200
1700.846817, 557.565229, 1.307406, 1727.400000, 0.772151
1700.596434, 557.434495, 1.307260, 1727.300000, 0.772099
1700.347526, 557.303777, 1.307117, 1727.200000, 0.772049
1700.096459, 557.173072, 1.306970, 1727.100000, 0.771998
1699.848012, 557.042382, 1.306827, 1727.000000, 0.771948
1699.597713, 556.911707, 1.306682, 1726.900000, 0.771897
1699.348902, 556.781046, 1.306539, 1726.800000, 0.771846
1699.098382, 556.650399, 1.306393, 1726.700000, 0.771795
1698.849047, 556.519767, 1.306249, 1726.600000, 0.771745
1698.600052, 556.389150, 1.306105, 1726.500000, 0.771694
1698.349593, 556.258547, 1.305959, 1726.400000, 0.771643
1698.100377, 556.127958, 1.305815, 1726.300000, 0.771592
1697.849962, 555.997384, 1.305669, 1726.200000, 0.771542
1697.601471, 555.866824, 1.305526, 1726.100000, 0.771491
1697.351577, 555.736278, 1.305381, 1726.000000, 0.771440
1697.103125, 555.605748, 1.305238, 1725.900000, 0.771390
1696.852285, 555.475231, 1.305092, 1725.800000, 0.771338
1696.602557, 555.344729, 1.304947, 1725.700000, 0.771287
1696.352688, 555.214242, 1.304802, 1725.600000, 0.771237
1696.103855, 555.083769, 1.304658, 1725.500000, 0.771186
1695.854040, 554.953310, 1.304513, 1725.400000, 0.771135
1695.605554, 554.822866, 1.304370, 1725.300000, 0.771084
1695.355784, 554.692436, 1.304225, 1725.200000, 0.771034
1695.105379, 554.562021, 1.304079, 1725.100000, 0.770982
1694.856610, 554.431620, 1.303935, 1725.000000, 0.770931
1694.608105, 554.301234, 1.303792, 1724.900000, 0.770881
1694.358505, 554.170862, 1.303647, 1724.800000, 0.770830
1694.107587, 554.040505, 1.303500, 1724.700000, 0.770779
1693.858798, 553.910162, 1.303356, 1724.600000, 0.770728
1693.609852, 553.779834, 1.303212, 1724.500000, 0.770677
1693.359553, 553.649520, 1.303067, 1724.400000, 0.770626
1693.111929, 553.519220, 1.302924, 1724.300000, 0.770575
1692.861205, 553.388935, 1.302778, 1724.200000, 0.770524
1692.612662, 553.258665, 1.302634, 1724.100000, 0.770473
1692.362445, 553.128408, 1.302488, 1724.000000, 0.770422
1692.112711, 552.998167, 1.302343, 1723.900000, 0.770371
1691.863481, 552.867940, 1.302199, 1723.800000, 0.770320
1691.616503, 552.737727, 1.302057, 1723.700000, 0.770269
1691.365585, 552.607528, 1.301910, 1723.600000, 0.770218
1691.115488, 552.477345, 1.301765, 1723.500000, 0.770166
1690.866567, 552.347175, 1.301620, 1723.400000, 0.770116
1690.619848, 552.217020, 1.301479, 1723.300000, 0.770065
1690.367621, 552.086880, 1.301331, 1723.200000, 0.770013
1690.120030, 551.956754, 1.301188, 1723.100000, 0.769962
1689.869989, 551.826642, 1.301042, 1723.000000, 0.769911
1689.622382, 551.696545, 1.300900, 1722.900000, 0.769860
1689.371645, 551.566463, 1.300753, 1722.800000, 0.769809
1689.123164, 551.436395, 1.300609, 1722.700000, 0.769758
1688.872746, 551.306341, 1.300463, 1722.600000, 0.769706
1688.624945, 551.176302, 1.300320, 1722.500000, 0.769656
1688.376077, 551.046277, 1.300176, 1722.400000, 0.769604
1688.126462, 550.916267, 1.300031, 1722.300000, 0.769553
1687.877549, 550.786271, 1.299886, 1722.200000, 0.769502
1687.628396, 550.656290, 1.299742, 1722.100000, 0.769451
1687.379306, 550.526323, 1.299597, 1722.000000, 0.769399
1687.129933, 550.396370, 1.299452, 1721.900000, 0.769349
1686.881451, 550.266432, 1.299308, 1721.800000, 0.769297
1686.632411, 550.136509, 1.299164, 1721.700000, 0.769246
1686.382348, 550.006600, 1.299017, 1721.600000, 0.769195
1686.132872, 549.876705, 1.298872, 1721.500000, 0.769143
1685.885546, 549.746825, 1.298730, 1721.400000, 0.769092
1685.635373, 549.616960, 1.298583, 1721.300000, 0.769041
1685.385784, 549.487108, 1.298438, 1721.200000, 0.768989
1685.138057, 549.357272, 1.298295, 1721.100000, 0.768938
1684.888699, 549.227450, 1.298150, 1721.000000, 0.768887
1684.641202, 549.097642, 1.298007, 1720.900000, 0.768836
1684.389973, 548.967848, 1.297859, 1720.800000, 0.768784
1684.143274, 548.838070, 1.297718, 1720.700000, 0.768733
1683.892624, 548.708305, 1.297571, 1720.600000, 0.768681
1683.644687, 548.578555, 1.297427, 1720.500000, 0.768630
1683.394760, 548.448820, 1.297282, 1720.400000, 0.768578
1683.146201, 548.319099, 1.297137, 1720.300000, 0.768527
1682.897983, 548.189392, 1.296993, 1720.200000, 0.768476
1682.648498, 548.059700, 1.296848, 1720.100000, 0.768424
1682.399305, 547.930023, 1.296702, 1720.000000, 0.768373
1682.150857, 547.800360, 1.296559, 1719.900000, 0.768321
1681.901999, 547.670711, 1.296414, 1719.800000, 0.768270
1681.652883, 547.541077, 1.296268, 1719.700000, 0.768218
1681.404982, 547.411457, 1.296125, 1719.600000, 0.768167
1681.156126, 547.281852, 1.295981, 1719.500000, 0.768116
1680.907801, 547.152261, 1.295837, 1719.400000, 0.768064
1680.657044, 547.022685, 1.295689, 1719.300000, 0.768012
1680.409976, 546.893123, 1.295547, 1719.200000, 0.767961
1680.160931, 546.763576, 1.295402, 1719.100000, 0.767909
1679.911328, 546.634043, 1.295256, 1719.000000, 0.767858
1679.664162, 546.504525, 1.295113, 1718.900000, 0.767807
1679.414080, 546.375021, 1.294967, 1718.800000, 0.767754
1679.166146, 546.245531, 1.294823, 1718.700000, 0.767703
1678.917669, 546.116056, 1.294679, 1718.600000, 0.767652
1678.668593, 545.986596, 1.294533, 1718.500000, 0.767600
1678.420445, 545.857150, 1.294389, 1718.400000, 0.767549
1678.170196, 545.727718, 1.294243, 1718.300000, 0.767496
1677.923755, 545.598301, 1.294101, 1718.200000, 0.767445
1677.672762, 545.468898, 1.293953, 1718.100000, 0.767393
1677.424516, 545.339510, 1.293809, 1718.000000, 0.767341
1677.176155, 545.210137, 1.293664, 1717.900000, 0.767290
1676.929162, 545.080777, 1.293522, 1717.800000, 0.767239
1676.678992, 544.951433, 1.293375, 1717.700000, 0.767187
1676.430296, 544.822102, 1.293230, 1717.600000, 0.767135
1676.182570, 544.692787, 1.293086, 1717.500000, 0.767083
1675.934142, 544.563485, 1.292942, 1717.400000, 0.767032
1675.685260, 544.434198, 1.292797, 1717.300000, 0.766980
1675.435674, 544.304926, 1.292650, 1717.200000, 0.766928
1675.188047, 544.175668, 1.292507, 1717.100000, 0.766876
1674.939054, 544.046425, 1.292362, 1717.000000, 0.766824
1674.691192, 543.917196, 1.292218, 1716.900000, 0.766773
1674.443301, 543.787981, 1.292074, 1716.800000, 0.766721
1674.193357, 543.658781, 1.291927, 1716.700000, 0.766669
1673.945329, 543.529596, 1.291783, 1716.600000, 0.766617
1673.697107, 543.400425, 1.291638, 1716.500000, 0.766566
1673.448660, 543.271268, 1.291494, 1716.400000, 0.766514
1673.199078, 543.142126, 1.291348, 1716.300000, 0.766461
1672.952247, 543.012998, 1.291205, 1716.200000, 0.766410
1672.703401, 542.883885, 1.291060, 1716.100000, 0.766358
1672.455053, 542.754786, 1.290915, 1716.000000, 0.766306
1672.206433, 542.625702, 1.290770, 1715.900000, 0.766254
1671.959053, 542.496632, 1.290626, 1715.800000, 0.766203
1671.709281, 542.367577, 1.290480, 1715.700000, 0.766150
1671.461944, 542.238536, 1.290336, 1715.600000, 0.766099
1671.212501, 542.109510, 1.290190, 1715.500000, 0.766046
1670.964408, 541.980498, 1.290045, 1715.400000, 0.765995
1670.716496, 541.851501, 1.289902, 1715.300000, 0.765943
1670.468505, 541.722518, 1.289757, 1715.200000, 0.765891
1670.220577, 541.593549, 1.289613, 1715.100000, 0.765839
1669.972124, 541.464596, 1.289468, 1715.000000, 0.765787
1669.723270, 541.335656, 1.289322, 1714.900000, 0.765735
1669.475597, 541.206731, 1.289179, 1714.800000, 0.765683
1669.226743, 541.077821, 1.289033, 1714.700000, 0.765631
1668.978922, 540.948925, 1.288889, 1714.600000, 0.765578
1668.729835, 540.820043, 1.288743, 1714.500000, 0.765526
1668.482071, 540.691176, 1.288599, 1714.400000, 0.765474
