# energy density [MeV fm-3], pressure [MeV fm-3], baryon density [1/fm-3], chemical potential [MeV]
1342.746279, 459.465381, 1.040958, 1731.300000
1342.553115, 459.361291, 1.040848, 1731.200000
1342.358323, 459.257212, 1.040735, 1731.100000
1342.162649, 459.153144, 1.040621, 1731.000000
1341.969231, 459.049088, 1.040510, 1730.900000
1341.774311, 458.945042, 1.040397, 1730.800000
1341.579565, 458.841008, 1.040284, 1730.700000
1341.386037, 458.736985, 1.040173, 1730.600000
1341.190696, 458.632974, 1.040060, 1730.500000
1340.996238, 458.528973, 1.039947, 1730.400000
1340.803001, 458.424984, 1.039837, 1730.300000
1340.607513, 458.321006, 1.039723, 1730.200000
1340.413568, 458.217040, 1.039611, 1730.100000
1340.219194, 458.113084, 1.039499, 1730.000000
1340.024258, 458.009140, 1.039386, 1729.900000
1339.829961, 457.905207, 1.039273, 1729.800000
1339.635743, 457.801286, 1.039161, 1729.700000
1339.441901, 457.697375, 1.039050, 1729.600000
1339.246995, 457.593476, 1.038936, 1729.500000
1339.052127, 457.489588, 1.038823, 1729.400000
1338.858368, 457.385711, 1.038712, 1729.300000
1338.663561, 457.281846, 1.038599, 1729.200000
1338.469134, 457.177991, 1.038486, 1729.100000
1338.275043, 457.074148, 1.038374, 1729.000000
1338.080262, 456.970316, 1.038261, 1728.900000
1337.886664, 456.866496, 1.038150, 1728.800000
1337.691925, 456.762687, 1.038037, 1728.700000
1337.497264, 456.658889, 1.037924, 1728.600000
1337.303915, 456.555102, 1.037813, 1728.500000
1337.109295, 456.451326, 1.037700, 1728.400000
1336.915784, 456.347562, 1.037588, 1728.300000
1336.721187, 456.243809, 1.037476, 1728.200000
1336.526243, 456.140067, 1.037362, 1728.100000
1336.333149, 456.036336, 1.037252, 1728.000000
1336.139009, 455.932617, 1.037139, 1727.900000
1335.943805, 455.828908, 1.037025, 1727.800000
1335.749693, 455.725212, 1.036913, 1727.700000
1335.556664, 455.621526, 1.036802, 1727.600000
1335.360833, 455.517851, 1.036687, 1727.500000
1335.167457, 455.414188, 1.036576, 1727.400000
1334.973762, 455.310536, 1.036464, 1727.300000
1334.778686, 455.206895, 1.036351, 1727.200000
1334.584719, 455.103266, 1.036238, 1727.100000
1334.391556, 454.999648, 1.036127, 1727.000000
1334.197668, 454.896041, 1.036016, 1726.900000
1334.002676, 454.792445, 1.035902, 1726.800000
1333.808851, 454.688860, 1.035790, 1726.700000
1333.614576, 454.585287, 1.035677, 1726.600000
1333.420754, 454.481725, 1.035565, 1726.500000
1333.225571, 454.378174, 1.035451, 1726.400000
1333.032350, 454.274635, 1.035340, 1726.300000
1332.838648, 454.171106, 1.035228, 1726.200000
1332.644706, 454.067589, 1.035115, 1726.100000
1332.450074, 453.964083, 1.035002, 1726.000000
1332.255781, 453.860589, 1.034889, 1725.900000
1332.062129, 453.757105, 1.034777, 1725.800000
1331.868496, 453.653633, 1.034666, 1725.700000
1331.674508, 453.550172, 1.034553, 1725.600000
1331.480917, 453.446723, 1.034441, 1725.500000
1331.286696, 453.343284, 1.034328, 1725.400000
1331.091991, 453.239857, 1.034215, 1725.300000
1330.899212, 453.136441, 1.034104, 1725.200000
1330.705018, 453.033036, 1.033991, 1725.100000
1330.510227, 452.929643, 1.033878, 1725.000000
1330.316747, 452.826261, 1.033766, 1724.900000
1330.123418, 452.722890, 1.033654, 1724.800000
1329.929533, 452.619530, 1.033542, 1724.700000
1329.735464, 452.516181, 1.033429, 1724.600000
1329.540800, 452.412844, 1.033315, 1724.500000
1329.347445, 452.309518, 1.033203, 1724.400000
1329.154409, 452.206203, 1.033092, 1724.300000
1328.960518, 452.102900, 1.032980, 1724.200000
1328.766575, 451.999607, 1.032867, 1724.100000
1328.571911, 451.896326, 1.032754, 1724.000000
1328.378011, 451.793057, 1.032641, 1723.900000
1328.185549, 451.689798, 1.032531, 1723.800000
1327.990535, 451.586551, 1.032416, 1723.700000
1327.797841, 451.483315, 1.032306, 1723.600000
1327.602665, 451.380090, 1.032191, 1723.500000
1327.409896, 451.276876, 1.032080, 1723.400000
1327.216576, 451.173674, 1.031968, 1723.300000
1327.021634, 451.070483, 1.031854, 1723.200000
1326.829066, 450.967303, 1.031743, 1723.100000
1326.635434, 450.864134, 1.031631, 1723.000000
1326.442423, 450.760977, 1.031520, 1722.900000
1326.248162, 450.657831, 1.031406, 1722.800000
1326.053799, 450.554696, 1.031293, 1722.700000
1325.860924, 450.451572, 1.031181, 1722.600000
1325.666677, 450.348460, 1.031068, 1722.500000
1325.472842, 450.245358, 1.030956, 1722.400000
1325.279603, 450.142268, 1.030844, 1722.300000
1325.085851, 450.039190, 1.030731, 1722.200000
1324.892380, 449.936122, 1.030619, 1722.100000
1324.698927, 449.833066, 1.030506, 1722.000000
1324.504827, 449.730021, 1.030393, 1721.900000
1324.311385, 449.626987, 1.030281, 1721.800000
1324.117294, 449.523965, 1.030168, 1721.700000
1323.925105, 449.420953, 1.030058, 1721.600000
1323.731330, 449.317953, 1.029945, 1721.500000
1323.537100, 449.214965, 1.029831, 1721.400000
1323.343765, 449.111987, 1.029719, 1721.300000
1323.151234, 449.009021, 1.029608, 1721.200000
1322.957013, 448.906066, 1.029495, 1721.100000
1322.762441, 448.803122, 1.029381, 1721.000000
1322.570589, 448.700189, 1.029270, 1720.900000
1322.376489, 448.597268, 1.029157, 1720.800000
1322.183378, 448.494358, 1.029045, 1720.700000
1321.990215, 448.391459, 1.028933, 1720.600000
1321.795442, 448.288572, 1.028819, 1720.500000
1321.602879, 448.185695, 1.028708, 1720.400000
1321.408682, 448.082830, 1.028594, 1720.300000
1321.216779, 447.979976, 1.028484, 1720.200000
1321.022366, 447.877134, 1.028370, 1720.100000
1320.829098, 447.774302, 1.028258, 1720.000000
1320.636664, 447.671482, 1.028147, 1719.900000
1320.442337, 447.568673, 1.028033, 1719.800000
1320.249133, 447.465876, 1.027920, 1719.700000
1320.055591, 447.363089, 1.027808, 1719.600000
1319.862451, 447.260314, 1.027696, 1719.500000
1319.669623, 447.157550, 1.027584, 1719.400000
1319.475116, 447.054797, 1.027470, 1719.300000
1319.282350, 446.952056, 1.027358, 1719.200000
1319.088627, 446.849326, 1.027245, 1719.100000
1318.896631, 446.746607, 1.027135, 1719.000000
1318.702211, 446.643899, 1.027020, 1718.900000
1318.510258, 446.541203, 1.026910, 1718.800000
1318.315972, 446.438517, 1.026796, 1718.700000
1318.122993, 446.335843, 1.026684, 1718.600000
1317.929694, 446.233181, 1.026571, 1718.500000
1317.736164, 446.130529, 1.026458, 1718.400000
1317.542637, 446.027889, 1.026345, 1718.300000
1317.351230, 445.925260, 1.026236, 1718.200000
1317.156335, 445.822642, 1.026121, 1718.100000
1316.963167, 445.720036, 1.026008, 1718.000000
1316.771175, 445.617440, 1.025898, 1717.900000
1316.577721, 445.514856, 1.025785, 1717.800000
1316.383659, 445.412283, 1.025671, 1717.700000
1316.191288, 445.309722, 1.025560, 1717.600000
1315.999292, 445.207172, 1.025449, 1717.500000
1315.804629, 445.104633, 1.025334, 1717.400000
1315.612732, 445.002105, 1.025224, 1717.300000
1315.418782, 444.899588, 1.025110, 1717.200000
1315.226225, 444.797083, 1.024998, 1717.100000
1315.032324, 444.694589, 1.024884, 1717.000000
1314.839811, 444.592106, 1.024773, 1716.900000
1314.646709, 444.489634, 1.024660, 1716.800000
1314.454260, 444.387174, 1.024549, 1716.700000
1314.260375, 444.284725, 1.024435, 1716.600000
1314.067357, 444.182287, 1.024322, 1716.500000
1313.874975, 444.079860, 1.024211, 1716.400000
1313.681193, 443.977445, 1.024097, 1716.300000
1313.488910, 443.875041, 1.023986, 1716.200000
1313.295945, 443.772648, 1.023874, 1716.100000
1313.102953, 443.670266, 1.023761, 1716.000000
1312.909996, 443.567896, 1.023648, 1715.900000
1312.716881, 443.465537, 1.023536, 1715.800000
1312.523544, 443.363189, 1.023423, 1715.700000
1312.331086, 443.260852, 1.023311, 1715.600000
1312.138669, 443.158527, 1.023199, 1715.500000
1311.944731, 443.056213, 1.023085, 1715.400000
1311.753061, 442.953910, 1.022975, 1715.300000
1311.558895, 442.851618, 1.022860, 1715.200000
1311.366859, 442.749338, 1.022749, 1715.100000
1311.173405, 442.647068, 1.022636, 1715.000000
1310.981177, 442.544810, 1.022524, 1714.900000
1310.787787, 442.442564, 1.022411, 1714.800000
1310.593773, 442.340328, 1.022297, 1714.700000
1310.403218, 442.238104, 1.022187, 1714.600000
1310.209248, 442.135891, 1.022073, 1714.500000
1310.017131, 442.033689, 1.021962, 1714.400000
1309.823873, 441.931499, 1.021849, 1714.300000
1309.631396, 441.829320, 1.021737, 1714.200000
1309.438627, 441.727152, 1.021624, 1714.100000
1309.245417, 441.624995, 1.021511, 1714.000000
1309.053846, 441.522849, 1.021401, 1713.900000
1308.860052, 441.420715, 1.021286, 1713.800000
1308.668095, 441.318592, 1.021175, 1713.700000
1308.474328, 441.216480, 1.021061, 1713.600000
1308.282692, 441.114380, 1.020950, 1713.500000
1308.088703, 441.012291, 1.020836, 1713.400000
1307.896835, 440.910213, 1.020725, 1713.300000
1307.703899, 440.808146, 1.020612, 1713.200000
1307.511380, 440.706090, 1.020499, 1713.100000
1307.318877, 440.604046, 1.020387, 1713.000000
1307.125362, 440.502013, 1.020273, 1712.900000
1306.933542, 440.399991, 1.020162, 1712.800000
1306.740737, 440.297981, 1.020049, 1712.700000
1306.548331, 440.195981, 1.019937, 1712.600000
1306.355711, 440.093993, 1.019824, 1712.500000
1306.162272, 439.992016, 1.019711, 1712.400000
1305.969308, 439.890051, 1.019598, 1712.300000
1305.778649, 439.788096, 1.019488, 1712.200000
1305.585729, 439.686153, 1.019375, 1712.100000
1305.392742, 439.584222, 1.019262, 1712.000000
1305.201234, 439.482301, 1.019151, 1711.900000
1305.007286, 439.380392, 1.019037, 1711.800000
1304.815087, 439.278493, 1.018925, 1711.700000
1304.622688, 439.176607, 1.018812, 1711.600000
1304.430201, 439.074731, 1.018700, 1711.500000
1304.237405, 438.972867, 1.018587, 1711.400000
1304.045352, 438.871014, 1.018475, 1711.300000
1303.854430, 438.769172, 1.018365, 1711.200000
1303.660410, 438.667341, 1.018250, 1711.100000
1303.467724, 438.565522, 1.018137, 1711.000000
1303.275781, 438.463714, 1.018025, 1710.900000
1303.082697, 438.361917, 1.017912, 1710.800000
1302.890800, 438.260131, 1.017800, 1710.700000
1302.698655, 438.158357, 1.017688, 1710.600000
1302.505402, 438.056594, 1.017574, 1710.500000
1302.313648, 437.954842, 1.017463, 1710.400000
1302.121841, 437.853101, 1.017351, 1710.300000
1301.929808, 437.751372, 1.017239, 1710.200000
1301.737366, 437.649653, 1.017127, 1710.100000
1301.543333, 437.547947, 1.017011, 1710.000000
1301.351638, 437.446251, 1.016900, 1709.900000
1301.160636, 437.344566, 1.016790, 1709.800000
1300.967565, 437.242893, 1.016676, 1709.700000
1300.774289, 437.141231, 1.016562, 1709.600000
1300.582060, 437.039581, 1.016449, 1709.500000
1300.391150, 436.937941, 1.016339, 1709.400000
1300.198267, 436.836313, 1.016226, 1709.300000
1300.006482, 436.734696, 1.016114, 1709.200000
1299.814038, 436.633090, 1.016001, 1709.100000
1299.621931, 436.531496, 1.015889, 1709.000000
1299.430412, 436.429913, 1.015777, 1708.900000
1299.236732, 436.328341, 1.015663, 1708.800000
1299.046000, 436.226780, 1.015552, 1708.700000
1298.853693, 436.125231, 1.015439, 1708.600000
1298.660025, 436.023693, 1.015325, 1708.500000
1298.469403, 435.922166, 1.015215, 1708.400000
1298.276501, 435.820650, 1.015101, 1708.300000
1298.084507, 435.719145, 1.014989, 1708.200000
1297.893034, 435.617652, 1.014877, 1708.100000
1297.699557, 435.516170, 1.014763, 1708.000000
1297.509014, 435.414700, 1.014653, 1707.900000
1297.315978, 435.313240, 1.014539, 1707.800000
1297.124120, 435.211792, 1.014427, 1707.700000
1296.932118, 435.110355, 1.014314, 1707.600000
1296.740340, 435.008929, 1.014203, 1707.500000
1296.547403, 434.907515, 1.014088, 1707.400000
1296.355636, 434.806111, 1.013976, 1707.300000
1296.164176, 434.704719, 1.013865, 1707.200000
1295.972476, 434.603339, 1.013753, 1707.100000
1295.779702, 434.501969, 1.013639, 1707.000000
1295.588730, 434.400611, 1.013528, 1706.900000
1295.395560, 434.299264, 1.013414, 1706.800000
1295.204415, 434.197928, 1.013303, 1706.700000
1295.012582, 434.096604, 1.013190, 1706.600000
1294.820607, 433.995290, 1.013078, 1706.500000
1294.627749, 433.893988, 1.012964, 1706.400000
1294.435986, 433.792698, 1.012852, 1706.300000
1294.243439, 433.691418, 1.012738, 1706.200000
1294.051743, 433.590150, 1.012626, 1706.100000
1293.860766, 433.488893, 1.012515, 1706.000000
1293.668136, 433.387647, 1.012402, 1705.900000
1293.476254, 433.286413, 1.012289, 1705.800000
1293.285402, 433.185189, 1.012178, 1705.700000
1293.093145, 433.083977, 1.012065, 1705.600000
1292.900726, 432.982777, 1.011952, 1705.500000
1292.709056, 432.881587, 1.011840, 1705.400000
1292.516870, 432.780409, 1.011726, 1705.300000
1292.325458, 432.679242, 1.011614, 1705.200000
1292.133374, 432.578086, 1.011502, 1705.100000
1291.941774, 432.476941, 1.011389, 1705.000000
1291.750131, 432.375808, 1.011277, 1704.900000
1291.558172, 432.274686, 1.011164, 1704.800000
1291.366863, 432.173575, 1.011052, 1704.700000
1291.175345, 432.072476, 1.010940, 1704.600000
1290.982065, 431.971387, 1.010825, 1704.500000
1290.791275, 431.870310, 1.010714, 1704.400000
1290.600536, 431.769245, 1.010603, 1704.300000
1290.407333, 431.668190, 1.010489, 1704.200000
1290.216881, 431.567147, 1.010378, 1704.100000
1290.024849, 431.466115, 1.010265, 1704.000000
1289.833515, 431.365094, 1.010153, 1703.900000
1289.641798, 431.264084, 1.010040, 1703.800000
1289.449871, 431.163086, 1.009928, 1703.700000
1289.258594, 431.062099, 1.009816, 1703.600000
1289.065344, 430.961123, 1.009701, 1703.500000
1288.874845, 430.860159, 1.009590, 1703.400000
1288.683658, 430.759205, 1.009478, 1703.300000
1288.490459, 430.658263, 1.009363, 1703.200000
1288.300711, 430.557333, 1.009254, 1703.100000
1288.108296, 430.456413, 1.009140, 1703.000000
1287.916545, 430.355505, 1.009027, 1702.900000
1287.724397, 430.254608, 1.008913, 1702.800000
1287.533098, 430.153722, 1.008801, 1702.700000
1287.341748, 430.052847, 1.008689, 1702.600000
1287.151201, 429.951984, 1.008578, 1702.500000
1286.958893, 429.851132, 1.008464, 1702.400000
1286.767325, 429.750291, 1.008352, 1702.300000
1286.575802, 429.649461, 1.008240, 1702.200000
1286.384942, 429.548643, 1.008128, 1702.100000
1286.192786, 429.447836, 1.008014, 1702.000000
1286.002420, 429.347040, 1.007903, 1701.900000
1285.809837, 429.246256, 1.007789, 1701.800000
1285.619520, 429.145482, 1.007678, 1701.700000
1285.426555, 429.044720, 1.007563, 1701.600000
1285.237464, 428.943969, 1.007455, 1701.500000
1285.044532, 428.843230, 1.007340, 1701.400000
1284.852517, 428.742501, 1.007226, 1701.300000
1284.662340, 428.641784, 1.007115, 1701.200000
1284.470495, 428.541079, 1.007002, 1701.100000
1284.279231, 428.440384, 1.006890, 1701.000000
1284.088466, 428.339701, 1.006778, 1700.900000
1283.896612, 428.239029, 1.006665, 1700.800000
1283.703869, 428.138368, 1.006550, 1700.700000
1283.514549, 428.037718, 1.006441, 1700.600000
1283.323405, 427.937080, 1.006329, 1700.500000
1283.130525, 427.836453, 1.006214, 1700.400000
1282.940130, 427.735837, 1.006103, 1700.300000
1282.748256, 427.635232, 1.005989, 1700.200000
1282.557215, 427.534639, 1.005877, 1700.100000
1282.366531, 427.434057, 1.005766, 1700.000000
1282.174880, 427.333486, 1.005652, 1699.900000
1281.983288, 427.232926, 1.005539, 1699.800000
1281.793321, 427.132378, 1.005429, 1699.700000
1281.601105, 427.031841, 1.005315, 1699.600000
1281.409813, 426.931315, 1.005202, 1699.500000
1281.219018, 426.830801, 1.005090, 1699.400000
1281.027083, 426.730297, 1.004976, 1699.300000
1280.836762, 426.629805, 1.004865, 1699.200000
1280.645381, 426.529324, 1.004752, 1699.100000
1280.454507, 426.428855, 1.004640, 1699.000000
1280.263313, 426.328396, 1.004527, 1698.900000
1280.072453, 426.227949, 1.004416, 1698.800000
1279.880232, 426.127513, 1.004301, 1698.700000
1279.690158, 426.027089, 1.004190, 1698.600000
1279.499392, 425.926676, 1.004078, 1698.500000
1279.308593, 425.826273, 1.003966, 1698.400000
1279.116227, 425.725883, 1.003852, 1698.300000
1278.925368, 425.625503, 1.003740, 1698.200000
1278.735391, 425.525135, 1.003629, 1698.100000
1278.542670, 425.424778, 1.003514, 1698.000000
1278.352727, 425.324432, 1.003403, 1697.900000
1278.161175, 425.224097, 1.003289, 1697.800000
1277.969932, 425.123774, 1.003176, 1697.700000
1277.779426, 425.023462, 1.003065, 1697.600000
1277.588406, 424.923161, 1.002952, 1697.500000
1277.398037, 424.822871, 1.002841, 1697.400000
1277.207307, 424.722593, 1.002728, 1697.300000
1277.016207, 424.622326, 1.002616, 1697.200000
1276.824211, 424.522070, 1.002502, 1697.100000
1276.632917, 424.421825, 1.002389, 1697.000000
1276.443294, 424.321592, 1.002278, 1696.900000
1276.252050, 424.221370, 1.002165, 1696.800000
1276.061521, 424.121159, 1.002053, 1696.700000
1275.870346, 424.020959, 1.001940, 1696.600000
1275.678519, 423.920771, 1.001826, 1696.500000
1275.489005, 423.820594, 1.001715, 1696.400000
1275.298630, 423.720428, 1.001604, 1696.300000
1275.106621, 423.620274, 1.001490, 1696.200000
1274.915133, 423.520130, 1.001376, 1696.100000
1274.726198, 423.419998, 1.001267, 1696.000000
1274.534528, 423.319877, 1.001152, 1695.900000
1274.342938, 423.219768, 1.001039, 1695.800000
1274.154076, 423.119669, 1.000929, 1695.700000
1273.962237, 423.019582, 1.000815, 1695.600000
1273.771357, 422.919506, 1.000702, 1695.500000
1273.580510, 422.819442, 1.000590, 1695.400000
1273.390410, 422.719389, 1.000478, 1695.300000
1273.199416, 422.619346, 1.000365, 1695.200000
1273.007987, 422.519316, 1.000251, 1695.100000
1272.818421, 422.419296, 1.000141, 1695.000000
1272.626605, 422.319288, 1.000027, 1694.900000
1272.436387, 422.219291, 0.999915, 1694.800000
1272.246173, 422.119305, 0.999803, 1694.700000
1272.055567, 422.019330, 0.999691, 1694.600000
1271.864079, 421.919367, 0.999577, 1694.500000
1271.674246, 421.819415, 0.999465, 1694.400000
1271.483518, 421.719474, 0.999353, 1694.300000
1271.293668, 421.619544, 0.999242, 1694.200000
1271.102302, 421.519626, 0.999128, 1694.100000
1270.910971, 421.419719, 0.999014, 1694.000000
1270.721688, 421.319823, 0.998904, 1693.900000
1270.530635, 421.219938, 0.998790, 1693.800000
1270.340045, 421.120065, 0.998678, 1693.700000
1270.149252, 421.020203, 0.998565, 1693.600000
1269.958331, 420.920352, 0.998452, 1693.500000
1269.768090, 420.820513, 0.998340, 1693.400000
1269.577992, 420.720684, 0.998228, 1693.300000
1269.386928, 420.620867, 0.998115, 1693.200000
1269.197210, 420.521061, 0.998003, 1693.100000
1269.006183, 420.421267, 0.997890, 1693.000000
1268.816459, 420.321483, 0.997778, 1692.900000
1268.625930, 420.221711, 0.997666, 1692.800000
1268.433629, 420.121950, 0.997551, 1692.700000
1268.244918, 420.022201, 0.997440, 1692.600000
1268.053812, 419.922463, 0.997327, 1692.500000
1267.863658, 419.822735, 0.997215, 1692.400000
1267.673418, 419.723020, 0.997103, 1692.300000
1267.481940, 419.623315, 0.996988, 1692.200000
1267.292986, 419.523622, 0.996878, 1692.100000
1267.102844, 419.423940, 0.996766, 1692.000000
1266.911234, 419.324269, 0.996652, 1691.900000
1266.721656, 419.224609, 0.996540, 1691.800000
1266.530991, 419.124961, 0.996427, 1691.700000
1266.340766, 419.025324, 0.996315, 1691.600000
1266.150577, 418.925698, 0.996202, 1691.500000
1265.960697, 418.826083, 0.996091, 1691.400000
1265.769264, 418.726480, 0.995977, 1691.300000
1265.579388, 418.626888, 0.995864, 1691.200000
1265.388660, 418.527307, 0.995751, 1691.100000
1265.199786, 418.427738, 0.995641, 1691.000000
1265.008681, 418.328179, 0.995527, 1690.900000
1264.819390, 418.228632, 0.995416, 1690.800000
1264.628098, 418.129096, 0.995302, 1690.700000
1264.438191, 418.029572, 0.995190, 1690.600000
1264.247692, 417.930059, 0.995077, 1690.500000
1264.057096, 417.830556, 0.994964, 1690.400000
1263.867335, 417.731066, 0.994852, 1690.300000
1263.678184, 417.631586, 0.994741, 1690.200000
1263.487809, 417.532118, 0.994628, 1690.100000
1263.297120, 417.432661, 0.994515, 1690.000000
1263.107210, 417.333215, 0.994402, 1689.900000
1262.916423, 417.233780, 0.994289, 1689.800000
1262.726825, 417.134357, 0.994177, 1689.700000
1262.536979, 417.034945, 0.994065, 1689.600000
1262.346725, 416.935544, 0.993952, 1689.500000
1262.156280, 416.836155, 0.993839, 1689.400000
1261.965447, 416.736776, 0.993726, 1689.300000
1261.777042, 416.637409, 0.993615, 1689.200000
1261.586023, 416.538053, 0.993502, 1689.100000
1261.395943, 416.438709, 0.993389, 1689.000000
1261.206278, 416.339375, 0.993277, 1688.900000
1261.015631, 416.240053, 0.993164, 1688.800000
1260.826704, 416.140743, 0.993053, 1688.700000
1260.636510, 416.041443, 0.992940, 1688.600000
1260.446319, 415.942155, 0.992827, 1688.500000
1260.255742, 415.842878, 0.992714, 1688.400000
1260.066278, 415.743612, 0.992602, 1688.300000
1259.876666, 415.644357, 0.992490, 1688.200000
1259.685918, 415.545114, 0.992376, 1688.100000
1259.497271, 415.445882, 0.992265, 1688.000000
1259.306532, 415.346661, 0.992152, 1687.900000
1259.116657, 415.247452, 0.992039, 1687.800000
1258.927077, 415.148253, 0.991927, 1687.700000
1258.737492, 415.049066, 0.991815, 1687.600000
1258.546663, 414.949890, 0.991701, 1687.500000
1258.357781, 414.850726, 0.991590, 1687.400000
1258.168360, 414.751573, 0.991478, 1687.300000
1257.977059, 414.652431, 0.991363, 1687.200000
1257.787941, 414.553300, 0.991252, 1687.100000
1257.598026, 414.454180, 0.991139, 1687.000000
1257.408983, 414.355072, 0.991028, 1686.900000
1257.218459, 414.255975, 0.990914, 1686.800000
1257.028568, 414.156889, 0.990802, 1686.700000
1256.838347, 414.057814, 0.990688, 1686.600000
1256.649431, 413.958751, 0.990577, 1686.500000
1256.460367, 413.859699, 0.990465, 1686.400000
1256.269717, 413.760658, 0.990352, 1686.300000
1256.079624, 413.661629, 0.990239, 1686.200000
1255.889892, 413.562611, 0.990126, 1686.100000
1255.701651, 413.463603, 0.990016, 1686.000000
1255.509979, 413.364608, 0.989900, 1685.900000
1255.321381, 413.265623, 0.989790, 1685.800000
1255.132210, 413.166650, 0.989678, 1685.700000
1254.942061, 413.067688, 0.989564, 1685.600000
1254.752351, 412.968737, 0.989452, 1685.500000
1254.562254, 412.869797, 0.989339, 1685.400000
1254.372781, 412.770869, 0.989226, 1685.300000
1254.183443, 412.671952, 0.989114, 1685.200000
1253.993882, 412.573046, 0.989002, 1685.100000
1253.804542, 412.474152, 0.988890, 1685.000000
1253.614603, 412.375268, 0.988776, 1684.900000
1253.425339, 412.276396, 0.988664, 1684.800000
1253.235906, 412.177536, 0.988552, 1684.700000
1253.046438, 412.078686, 0.988440, 1684.600000
1252.856649, 411.979848, 0.988327, 1684.500000
1252.667256, 411.881021, 0.988214, 1684.400000
1252.478204, 411.782205, 0.988103, 1684.300000
1252.288649, 411.683400, 0.987990, 1684.200000
1252.099413, 411.584607, 0.987878, 1684.100000
1251.909023, 411.485825, 0.987764, 1684.000000
1251.719863, 411.387054, 0.987652, 1683.900000
1251.530654, 411.288295, 0.987540, 1683.800000
1251.340868, 411.189546, 0.987426, 1683.700000
1251.151734, 411.090809, 0.987314, 1683.600000
1250.962034, 410.992084, 0.987202, 1683.500000
1250.772976, 410.893369, 0.987089, 1683.400000
1250.583042, 410.794666, 0.986976, 1683.300000
1250.394094, 410.695974, 0.986864, 1683.200000
1250.205174, 410.597293, 0.986753, 1683.100000
1250.015341, 410.498623, 0.986639, 1683.000000
1249.826442, 410.399965, 0.986527, 1682.900000
1249.636686, 410.301318, 0.986414, 1682.800000
1249.447952, 410.202682, 0.986303, 1682.700000
1249.258195, 410.104058, 0.986189, 1682.600000
1249.069224, 410.005445, 0.986077, 1682.500000
1248.880108, 409.906842, 0.985965, 1682.400000
1248.690512, 409.808252, 0.985852, 1682.300000
1248.501643, 409.709672, 0.985740, 1682.200000
1248.312102, 409.611104, 0.985627, 1682.100000
1248.123313, 409.512547, 0.985515, 1682.000000
1247.932555, 409.414001, 0.985401, 1681.900000
1247.744189, 409.315466, 0.985289, 1681.800000
1247.554392, 409.216943, 0.985176, 1681.700000
1247.366392, 409.118431, 0.985065, 1681.600000
1247.176157, 409.019930, 0.984951, 1681.500000
1246.987554, 408.921441, 0.984839, 1681.400000
1246.798970, 408.822963, 0.984728, 1681.300000
1246.609065, 408.724495, 0.984614, 1681.200000
1246.420309, 408.626040, 0.984502, 1681.100000
1246.230506, 408.527595, 0.984389, 1681.000000
1246.041808, 408.429162, 0.984277, 1680.900000
1245.852726, 408.330740, 0.984164, 1680.800000
1245.663716, 408.232329, 0.984052, 1680.700000
1245.474165, 408.133929, 0.983939, 1680.600000
1245.285190, 408.035541, 0.983826, 1680.500000
1245.096028, 407.937164, 0.983714, 1680.400000
1244.906466, 407.838798, 0.983600, 1680.300000
1244.719328, 407.740444, 0.983491, 1680.200000
1244.529563, 407.642100, 0.983377, 1680.100000
1244.340557, 407.543768, 0.983264, 1680.000000
1244.151981, 407.445448, 0.983153, 1679.900000
1243.962601, 407.347138, 0.983040, 1679.800000
1243.774014, 407.248840, 0.982927, 1679.700000
1243.584468, 407.150553, 0.982814, 1679.600000
1243.395838, 407.052277, 0.982702, 1679.500000
1243.207422, 406.954012, 0.982590, 1679.400000
1243.017973, 406.855759, 0.982477, 1679.300000
1242.829206, 406.757517, 0.982365, 1679.200000
1242.640865, 406.659286, 0.982253, 1679.100000
1242.451211, 406.561067, 0.982139, 1679.000000
1242.261908, 406.462858, 0.982027, 1678.900000
1242.073694, 406.364661, 0.981915, 1678.800000
1241.884213, 406.266475, 0.981802, 1678.700000
1241.696303, 406.168301, 0.981690, 1678.600000
1241.507299, 406.070138, 0.981577, 1678.500000
1241.318181, 405.971986, 0.981465, 1678.400000
1241.129482, 405.873845, 0.981352, 1678.300000
1240.940100, 405.775715, 0.981239, 1678.200000
1240.752873, 405.677597, 0.981129, 1678.100000
1240.563604, 405.579490, 0.981015, 1678.000000
1240.374395, 405.481394, 0.980902, 1677.900000
1240.185848, 405.383309, 0.980790, 1677.800000
1239.997364, 405.285236, 0.980678, 1677.700000
1239.808010, 405.187174, 0.980565, 1677.600000
1239.619570, 405.089123, 0.980452, 1677.500000
1239.431204, 404.991084, 0.980341, 1677.400000
1239.242377, 404.893055, 0.980228, 1677.300000
1239.053415, 404.795038, 0.980115, 1677.200000
1238.864216, 404.697032, 0.980001, 1677.100000
1238.676398, 404.599038, 0.979890, 1677.000000
1238.487512, 404.501054, 0.979777, 1676.900000
1238.299132, 404.403082, 0.979665, 1676.800000
1238.110712, 404.305121, 0.979553, 1676.700000
1237.921803, 404.207172, 0.979440, 1676.600000
1237.733463, 404.109234, 0.979328, 1676.500000
1237.545221, 404.011306, 0.979216, 1676.400000
1237.356545, 403.913391, 0.979103, 1676.300000
1237.167421, 403.815486, 0.978990, 1676.200000
1236.979342, 403.717593, 0.978878, 1676.100000
1236.791205, 403.619711, 0.978766, 1676.000000
1236.601526, 403.521840, 0.978652, 1675.900000
1236.413216, 403.423980, 0.978540, 1675.800000
1236.225276, 403.326132, 0.978428, 1675.700000
1236.036617, 403.228295, 0.978315, 1675.600000
