# energy density [MeV fm-3], pressure [MeV fm-3], baryon density [1/fm-3], chemical potential [MeV]
50.411142, 0.189195, 0.053567, 944.601000
50.847468, 0.194575, 0.054030, 944.701000
51.278062, 0.200001, 0.054485, 944.801000
51.703803, 0.205472, 0.054936, 944.901000
52.127241, 0.210988, 0.055384, 945.001000
52.548861, 0.216549, 0.055830, 945.101000
52.965048, 0.222154, 0.056270, 945.201000
53.377065, 0.227803, 0.056706, 945.301000
53.786122, 0.233496, 0.057139, 945.401000
54.196483, 0.239232, 0.057573, 945.501000
54.599708, 0.245011, 0.057999, 945.601000
54.999606, 0.250832, 0.058422, 945.701000
55.399900, 0.256696, 0.058846, 945.801000
55.794940, 0.262601, 0.059263, 945.901000
56.189190, 0.268549, 0.059680, 946.001000
56.576607, 0.274537, 0.060089, 946.101000
56.966000, 0.280567, 0.060501, 946.201000
57.350467, 0.286638, 0.060907, 946.301000
57.734453, 0.292749, 0.061313, 946.401000
58.114042, 0.298901, 0.061714, 946.501000
58.494249, 0.305092, 0.062116, 946.601000
58.869085, 0.311324, 0.062512, 946.701000
59.241451, 0.317594, 0.062905, 946.801000
59.611215, 0.323905, 0.063296, 946.901000
59.980233, 0.330254, 0.063685, 947.001000
60.348068, 0.336642, 0.064074, 947.101000
60.712180, 0.343069, 0.064458, 947.201000
61.076127, 0.349534, 0.064843, 947.301000
61.436521, 0.356037, 0.065223, 947.401000
61.794205, 0.362579, 0.065600, 947.501000
62.150971, 0.369158, 0.065977, 947.601000
62.504431, 0.375774, 0.066350, 947.701000
62.857405, 0.382428, 0.066722, 947.801000
63.209465, 0.389119, 0.067094, 947.901000
63.558868, 0.395847, 0.067462, 948.001000
63.906732, 0.402612, 0.067829, 948.101000
64.250028, 0.409413, 0.068191, 948.201000
64.595950, 0.416251, 0.068556, 948.301000
64.939702, 0.423125, 0.068919, 948.401000
65.279586, 0.430034, 0.069277, 948.501000
65.618265, 0.436980, 0.069634, 948.601000
65.955904, 0.443962, 0.069990, 948.701000
66.293440, 0.450979, 0.070346, 948.801000
66.627930, 0.458031, 0.070698, 948.901000
66.960013, 0.465118, 0.071048, 949.001000
67.290185, 0.472241, 0.071396, 949.101000
67.620189, 0.479398, 0.071744, 949.201000
67.949822, 0.486590, 0.072091, 949.301000
68.276792, 0.493816, 0.072435, 949.401000
68.601899, 0.501077, 0.072778, 949.501000
68.926119, 0.508373, 0.073119, 949.601000
69.250914, 0.515702, 0.073461, 949.701000
69.571824, 0.523065, 0.073799, 949.801000
69.893015, 0.530462, 0.074137, 949.901000
70.211881, 0.537893, 0.074473, 950.001000
70.528152, 0.545357, 0.074806, 950.101000
70.845473, 0.552854, 0.075140, 950.201000
71.160985, 0.560385, 0.075472, 950.301000
71.476229, 0.567949, 0.075804, 950.401000
71.788393, 0.575546, 0.076132, 950.501000
72.099986, 0.583176, 0.076460, 950.601000
72.409865, 0.590838, 0.076786, 950.701000
72.720324, 0.598534, 0.077112, 950.801000
73.028012, 0.606261, 0.077436, 950.901000
73.334268, 0.614021, 0.077758, 951.001000
73.641481, 0.621813, 0.078081, 951.101000
73.944859, 0.629638, 0.078400, 951.201000
74.249363, 0.637494, 0.078720, 951.301000
74.553159, 0.645382, 0.079040, 951.401000
74.853970, 0.653302, 0.079356, 951.501000
75.154963, 0.661253, 0.079672, 951.601000
75.454326, 0.669237, 0.079987, 951.701000
75.753487, 0.677251, 0.080301, 951.801000
76.050408, 0.685297, 0.080613, 951.901000
76.346569, 0.693374, 0.080924, 952.001000
76.641539, 0.701482, 0.081234, 952.101000
76.936527, 0.709621, 0.081543, 952.201000
77.230654, 0.717791, 0.081852, 952.301000
77.523180, 0.725992, 0.082160, 952.401000
77.814550, 0.734223, 0.082465, 952.501000
78.104712, 0.742485, 0.082770, 952.601000
78.395517, 0.750778, 0.083075, 952.701000
78.683871, 0.759101, 0.083378, 952.801000
78.971973, 0.767454, 0.083680, 952.901000
79.258629, 0.775837, 0.083981, 953.001000
79.545879, 0.784250, 0.084283, 953.101000
79.831109, 0.792694, 0.084582, 953.201000
80.114742, 0.801167, 0.084879, 953.301000
80.399986, 0.809670, 0.085179, 953.401000
80.682108, 0.818203, 0.085474, 953.501000
80.963537, 0.826765, 0.085770, 953.601000
81.244404, 0.835357, 0.086064, 953.701000
81.526232, 0.843978, 0.086360, 953.801000
81.803472, 0.852629, 0.086650, 953.901000
82.083979, 0.861309, 0.086944, 954.001000
82.361322, 0.870018, 0.087235, 954.101000
82.638371, 0.878756, 0.087525, 954.201000
82.915120, 0.887524, 0.087815, 954.301000
83.190378, 0.896320, 0.088104, 954.401000
83.466251, 0.905145, 0.088393, 954.501000
83.740405, 0.913998, 0.088680, 954.601000
84.013699, 0.922881, 0.088967, 954.701000
84.285142, 0.931792, 0.089251, 954.801000
84.557246, 0.940731, 0.089536, 954.901000
84.828916, 0.949699, 0.089820, 955.001000
85.099501, 0.958695, 0.090104, 955.101000
85.368445, 0.967720, 0.090385, 955.201000
85.637335, 0.976773, 0.090666, 955.301000
85.906762, 0.985854, 0.090949, 955.401000
86.172320, 0.994962, 0.091226, 955.501000
86.438838, 1.004099, 0.091505, 955.601000
86.705669, 1.013264, 0.091784, 955.701000
86.970908, 1.022457, 0.092062, 955.801000
87.236436, 1.031677, 0.092340, 955.901000
87.501902, 1.040925, 0.092618, 956.001000
87.764244, 1.050201, 0.092892, 956.101000
88.027024, 1.059504, 0.093167, 956.201000
88.288589, 1.068834, 0.093440, 956.301000
88.551487, 1.078192, 0.093715, 956.401000
88.811861, 1.087578, 0.093987, 956.501000
89.071934, 1.096990, 0.094259, 956.601000
89.331644, 1.106430, 0.094531, 956.701000
89.590478, 1.115897, 0.094801, 956.801000
89.849272, 1.125391, 0.095072, 956.901000
90.108265, 1.134911, 0.095343, 957.001000
90.364329, 1.144459, 0.095610, 957.101000
90.621788, 1.154034, 0.095879, 957.201000
90.877528, 1.163635, 0.096146, 957.301000
91.132795, 1.173263, 0.096413, 957.401000
91.387602, 1.182918, 0.096679, 957.501000
91.642256, 1.192599, 0.096945, 957.601000
91.896239, 1.202307, 0.097210, 957.701000
92.148922, 1.212042, 0.097474, 957.801000
92.400637, 1.221802, 0.097736, 957.901000
92.652793, 1.231589, 0.098000, 958.001000
92.905277, 1.241403, 0.098264, 958.101000
93.156108, 1.251242, 0.098525, 958.201000
93.406016, 1.261108, 0.098786, 958.301000
93.655536, 1.271000, 0.099046, 958.401000
93.906246, 1.280918, 0.099308, 958.501000
94.154219, 1.290862, 0.099567, 958.601000
94.402850, 1.300832, 0.099826, 958.701000
94.649616, 1.310827, 0.100083, 958.801000
94.897863, 1.320849, 0.100342, 958.901000
95.143847, 1.330896, 0.100599, 959.001000
95.389732, 1.340969, 0.100855, 959.101000
95.636111, 1.351067, 0.101112, 959.201000
95.881259, 1.361191, 0.101368, 959.301000
96.125444, 1.371341, 0.101622, 959.401000
96.369626, 1.381516, 0.101877, 959.501000
96.613199, 1.391717, 0.102131, 959.601000
96.856288, 1.401942, 0.102384, 959.701000
97.099325, 1.412194, 0.102637, 959.801000
97.340920, 1.422470, 0.102889, 959.901000
97.582731, 1.432772, 0.103141, 960.001000
97.823322, 1.443098, 0.103391, 960.101000
98.064241, 1.453450, 0.103642, 960.201000
98.304240, 1.463827, 0.103892, 960.301000
98.544212, 1.474229, 0.104142, 960.401000
98.783079, 1.484656, 0.104391, 960.501000
99.022686, 1.495108, 0.104640, 960.601000
99.260614, 1.505584, 0.104888, 960.701000
99.498939, 1.516085, 0.105136, 960.801000
99.737026, 1.526611, 0.105384, 960.901000
99.972531, 1.537162, 0.105629, 961.001000
100.209102, 1.547738, 0.105875, 961.101000
100.445740, 1.558338, 0.106121, 961.201000
100.681233, 1.568962, 0.106366, 961.301000
100.915852, 1.579611, 0.106610, 961.401000
101.151698, 1.590284, 0.106856, 961.501000
101.385888, 1.600982, 0.107099, 961.601000
101.619109, 1.611704, 0.107342, 961.701000
101.852483, 1.622451, 0.107584, 961.801000
102.084896, 1.633221, 0.107826, 961.901000
102.317841, 1.644016, 0.108068, 962.001000
102.550647, 1.654835, 0.108310, 962.101000
102.782809, 1.665679, 0.108552, 962.201000
103.014132, 1.676546, 0.108792, 962.301000
103.243864, 1.687437, 0.109030, 962.401000
103.475418, 1.698352, 0.109271, 962.501000
103.704872, 1.709291, 0.109509, 962.601000
103.934443, 1.720254, 0.109748, 962.701000
104.162866, 1.731241, 0.109985, 962.801000
104.393019, 1.742252, 0.110224, 962.901000
104.620489, 1.753286, 0.110460, 963.001000
104.849802, 1.764344, 0.110699, 963.101000
105.076189, 1.775426, 0.110933, 963.201000
105.303749, 1.786531, 0.111170, 963.301000
105.530355, 1.797660, 0.111405, 963.401000
105.758093, 1.808813, 0.111642, 963.501000
105.984467, 1.819989, 0.111877, 963.601000
106.210012, 1.831188, 0.112111, 963.701000
106.435245, 1.842411, 0.112344, 963.801000
106.659286, 1.853657, 0.112576, 963.901000
106.884670, 1.864927, 0.112810, 964.001000
107.108473, 1.876220, 0.113042, 964.101000
107.332283, 1.887536, 0.113275, 964.201000
107.555522, 1.898875, 0.113506, 964.301000
107.778826, 1.910237, 0.113738, 964.401000
108.001972, 1.921623, 0.113969, 964.501000
108.223807, 1.933031, 0.114199, 964.601000
108.445900, 1.944463, 0.114429, 964.701000
108.667226, 1.955917, 0.114658, 964.801000
108.889254, 1.967395, 0.114889, 964.901000
109.110019, 1.978896, 0.115117, 965.001000
109.330688, 1.990419, 0.115346, 965.101000
109.551388, 2.001965, 0.115575, 965.201000
109.770430, 2.013534, 0.115802, 965.301000
109.990769, 2.025126, 0.116030, 965.401000
110.210010, 2.036740, 0.116257, 965.501000
110.429286, 2.048378, 0.116484, 965.601000
110.647827, 2.060037, 0.116711, 965.701000
110.865233, 2.071720, 0.116936, 965.801000
111.083117, 2.083425, 0.117161, 965.901000
111.301459, 2.095152, 0.117388, 966.001000
111.518469, 2.106903, 0.117612, 966.101000
111.734680, 2.118675, 0.117836, 966.201000
111.952135, 2.130470, 0.118061, 966.301000
112.166855, 2.142287, 0.118283, 966.401000
112.383316, 2.154127, 0.118507, 966.501000
112.598768, 2.165989, 0.118730, 966.601000
112.814810, 2.177873, 0.118954, 966.701000
113.029041, 2.189780, 0.119175, 966.801000
113.242988, 2.201709, 0.119396, 966.901000
113.458891, 2.213659, 0.119620, 967.001000
113.672833, 2.225633, 0.119841, 967.101000
113.884776, 2.237628, 0.120060, 967.201000
114.099010, 2.249645, 0.120282, 967.301000
114.311348, 2.261684, 0.120501, 967.401000
114.524315, 2.273745, 0.120721, 967.501000
114.736714, 2.285829, 0.120941, 967.601000
114.948796, 2.297934, 0.121160, 967.701000
115.160157, 2.310061, 0.121378, 967.801000
115.371594, 2.322210, 0.121596, 967.901000
115.582722, 2.334380, 0.121815, 968.001000
115.793230, 2.346573, 0.122032, 968.101000
116.003931, 2.358787, 0.122250, 968.201000
116.214351, 2.371023, 0.122467, 968.301000
116.425286, 2.383281, 0.122685, 968.401000
116.634045, 2.395560, 0.122900, 968.501000
116.843896, 2.407861, 0.123117, 968.601000
117.052416, 2.420184, 0.123332, 968.701000
117.261149, 2.432528, 0.123548, 968.801000
117.469853, 2.444894, 0.123763, 968.901000
117.678636, 2.457281, 0.123979, 969.001000
117.885185, 2.469690, 0.124192, 969.101000
118.092812, 2.482120, 0.124406, 969.201000
118.300629, 2.494571, 0.124621, 969.301000
118.507229, 2.507044, 0.124834, 969.401000
118.714717, 2.519539, 0.125048, 969.501000
118.920841, 2.532054, 0.125260, 969.601000
119.127475, 2.544591, 0.125474, 969.701000
119.333290, 2.557149, 0.125686, 969.801000
119.538491, 2.569728, 0.125897, 969.901000
119.743701, 2.582329, 0.126109, 970.001000
119.949259, 2.594950, 0.126321, 970.101000
120.154130, 2.607593, 0.126532, 970.201000
120.357893, 2.620257, 0.126742, 970.301000
120.563085, 2.632942, 0.126954, 970.401000
120.766647, 2.645648, 0.127163, 970.501000
120.970366, 2.658375, 0.127373, 970.601000
121.173682, 2.671123, 0.127582, 970.701000
121.376795, 2.683891, 0.127792, 970.801000
121.579954, 2.696681, 0.128001, 970.901000
121.783312, 2.709492, 0.128211, 971.001000
121.984347, 2.722323, 0.128417, 971.101000
122.186254, 2.735176, 0.128625, 971.201000
122.390116, 2.748049, 0.128835, 971.301000
122.594563, 2.760943, 0.129046, 971.401000
122.798135, 2.773858, 0.129255, 971.501000
123.002085, 2.786795, 0.129465, 971.601000
123.206303, 2.799752, 0.129675, 971.701000
123.410079, 2.812730, 0.129885, 971.801000
123.614339, 2.825729, 0.130095, 971.901000
123.819072, 2.838749, 0.130306, 972.001000
124.023021, 2.851790, 0.130516, 972.101000
124.226683, 2.864853, 0.130725, 972.201000
124.430440, 2.877936, 0.130935, 972.301000
124.635022, 2.891040, 0.131145, 972.401000
124.838925, 2.904165, 0.131355, 972.501000
125.042731, 2.917311, 0.131565, 972.601000
125.246015, 2.930478, 0.131773, 972.701000
125.449368, 2.943666, 0.131982, 972.801000
125.653505, 2.956875, 0.132192, 972.901000
125.856839, 2.970105, 0.132401, 973.001000
126.060045, 2.983355, 0.132610, 973.101000
126.263193, 2.996627, 0.132819, 973.201000
126.465945, 3.009919, 0.133027, 973.301000
126.669596, 3.023233, 0.133237, 973.401000
126.872029, 3.036567, 0.133444, 973.501000
127.074858, 3.049922, 0.133653, 973.601000
127.277014, 3.063298, 0.133860, 973.701000
127.479515, 3.076694, 0.134068, 973.801000
127.682334, 3.090112, 0.134277, 973.901000
127.884459, 3.103550, 0.134484, 974.001000
128.086223, 3.117009, 0.134691, 974.101000
128.287860, 3.130488, 0.134898, 974.201000
128.489796, 3.143989, 0.135105, 974.301000
128.692418, 3.157510, 0.135314, 974.401000
128.893406, 3.171052, 0.135520, 974.501000
129.094402, 3.184614, 0.135726, 974.601000
129.296294, 3.198197, 0.135933, 974.701000
129.497496, 3.211801, 0.136140, 974.801000
129.697069, 3.225425, 0.136344, 974.901000
129.898372, 3.239070, 0.136551, 975.001000
130.098952, 3.252736, 0.136756, 975.101000
130.299940, 3.266422, 0.136963, 975.201000
130.500426, 3.280128, 0.137168, 975.301000
130.700118, 3.293855, 0.137373, 975.401000
130.900124, 3.307603, 0.137578, 975.501000
131.099542, 3.321371, 0.137782, 975.601000
131.299891, 3.335160, 0.137988, 975.701000
131.498799, 3.348969, 0.138192, 975.801000
131.698431, 3.362798, 0.138396, 975.901000
131.897342, 3.376648, 0.138600, 976.001000
132.096500, 3.390519, 0.138804, 976.101000
132.295002, 3.404409, 0.139007, 976.201000
132.494609, 3.418320, 0.139212, 976.301000
132.692616, 3.432252, 0.139415, 976.401000
132.890874, 3.446203, 0.139618, 976.501000
133.088990, 3.460175, 0.139820, 976.601000
133.287641, 3.474168, 0.140024, 976.701000
133.485571, 3.488180, 0.140227, 976.801000
133.682813, 3.502213, 0.140428, 976.901000
133.880363, 3.516266, 0.140631, 977.001000
134.077526, 3.530340, 0.140832, 977.101000
134.275586, 3.544433, 0.141035, 977.201000
134.471994, 3.558547, 0.141236, 977.301000
134.669565, 3.572681, 0.141438, 977.401000
134.866631, 3.586835, 0.141640, 977.501000
135.062635, 3.601009, 0.141841, 977.601000
135.258180, 3.615203, 0.142040, 977.701000
135.455073, 3.629417, 0.142242, 977.801000
135.651324, 3.643651, 0.142443, 977.901000
135.846719, 3.657906, 0.142642, 978.001000
136.042847, 3.672180, 0.142843, 978.101000
136.239056, 3.686475, 0.143044, 978.201000
136.433877, 3.700789, 0.143243, 978.301000
136.628922, 3.715123, 0.143442, 978.401000
136.823962, 3.729478, 0.143641, 978.501000
137.019222, 3.743852, 0.143841, 978.601000
137.214697, 3.758246, 0.144041, 978.701000
137.408756, 3.772660, 0.144239, 978.801000
137.603133, 3.787094, 0.144437, 978.901000
137.797459, 3.801548, 0.144636, 979.001000
137.990859, 3.816021, 0.144833, 979.101000
138.185421, 3.830515, 0.145032, 979.201000
138.379374, 3.845028, 0.145230, 979.301000
138.572889, 3.859561, 0.145428, 979.401000
138.765876, 3.874114, 0.145625, 979.501000
138.959524, 3.888686, 0.145823, 979.601000
139.152637, 3.903278, 0.146020, 979.701000
139.345744, 3.917890, 0.146217, 979.801000
139.538252, 3.932522, 0.146413, 979.901000
139.730989, 3.947173, 0.146610, 980.001000
139.923466, 3.961844, 0.146806, 980.101000
140.115446, 3.976535, 0.147002, 980.201000
140.308215, 3.991245, 0.147199, 980.301000
140.499620, 4.005974, 0.147394, 980.401000
140.691497, 4.020724, 0.147590, 980.501000
140.882962, 4.035493, 0.147785, 980.601000
141.075059, 4.050281, 0.147981, 980.701000
141.266105, 4.065089, 0.148176, 980.801000
141.457156, 4.079916, 0.148371, 980.901000
141.648318, 4.094763, 0.148565, 981.001000
141.838751, 4.109630, 0.148759, 981.101000
142.029349, 4.124515, 0.148954, 981.201000
142.220583, 4.139421, 0.149149, 981.301000
142.410479, 4.154345, 0.149342, 981.401000
142.600420, 4.169289, 0.149536, 981.501000
142.790154, 4.184253, 0.149729, 981.601000
142.980885, 4.199235, 0.149923, 981.701000
143.170157, 4.214237, 0.150116, 981.801000
143.359833, 4.229259, 0.150309, 981.901000
143.548901, 4.244299, 0.150502, 982.001000
143.738705, 4.259359, 0.150695, 982.101000
143.926860, 4.274439, 0.150886, 982.201000
144.115789, 4.289537, 0.151079, 982.301000
144.304781, 4.304655, 0.151271, 982.401000
144.493455, 4.319791, 0.151463, 982.501000
144.681650, 4.334947, 0.151655, 982.601000
144.870012, 4.350123, 0.151847, 982.701000
145.058452, 4.365317, 0.152039, 982.801000
145.246204, 4.380530, 0.152229, 982.901000
145.433889, 4.395763, 0.152420, 983.001000
145.621467, 4.411015, 0.152611, 983.101000
145.809246, 4.426285, 0.152802, 983.201000
145.996586, 4.441575, 0.152993, 983.301000
146.183389, 4.456884, 0.153183, 983.401000
146.370963, 4.472212, 0.153374, 983.501000
146.556748, 4.487559, 0.153562, 983.601000
146.744215, 4.502925, 0.153753, 983.701000
146.930706, 4.518310, 0.153943, 983.801000
147.116740, 4.533713, 0.154132, 983.901000
147.302928, 4.549136, 0.154321, 984.001000
147.488573, 4.564578, 0.154509, 984.101000
147.674463, 4.580038, 0.154698, 984.201000
147.860580, 4.595517, 0.154888, 984.301000
148.045809, 4.611016, 0.155076, 984.401000
148.231149, 4.626533, 0.155264, 984.501000
148.416863, 4.642069, 0.155453, 984.601000
148.601446, 4.657623, 0.155640, 984.701000
148.786920, 4.673197, 0.155828, 984.801000
148.971493, 4.688789, 0.156016, 984.901000
149.156530, 4.704400, 0.156204, 985.001000
149.340128, 4.720030, 0.156390, 985.101000
149.524919, 4.735678, 0.156578, 985.201000
149.708967, 4.751346, 0.156764, 985.301000
149.893193, 4.767031, 0.156951, 985.401000
150.076720, 4.782736, 0.157138, 985.501000
150.260485, 4.798459, 0.157324, 985.601000
150.443699, 4.814201, 0.157510, 985.701000
150.626813, 4.829961, 0.157695, 985.801000
150.810705, 4.845740, 0.157882, 985.901000
150.993905, 4.861538, 0.158068, 986.001000
151.176726, 4.877354, 0.158253, 986.101000
151.359123, 4.893189, 0.158438, 986.201000
151.542029, 4.909042, 0.158624, 986.301000
151.724535, 4.924914, 0.158809, 986.401000
151.907302, 4.940804, 0.158994, 986.501000
152.089072, 4.956713, 0.159178, 986.601000
152.271410, 4.972640, 0.159363, 986.701000
152.453305, 4.988585, 0.159548, 986.801000
152.635101, 5.004549, 0.159732, 986.901000
152.816298, 5.020532, 0.159915, 987.001000
152.997448, 5.036533, 0.160099, 987.101000
153.178632, 5.052552, 0.160282, 987.201000
153.359960, 5.068589, 0.160466, 987.301000
153.541427, 5.084645, 0.160650, 987.401000
153.722203, 5.100719, 0.160833, 987.501000
153.902711, 5.116812, 0.161016, 987.601000
154.083226, 5.132923, 0.161198, 987.701000
154.263955, 5.149052, 0.161382, 987.801000
154.444309, 5.165199, 0.161564, 987.901000
154.624170, 5.181365, 0.161746, 988.001000
154.803870, 5.197549, 0.161928, 988.101000
154.983944, 5.213751, 0.162110, 988.201000
155.163318, 5.229971, 0.162292, 988.301000
155.343405, 5.246209, 0.162474, 988.401000
155.522786, 5.262466, 0.162655, 988.501000
155.701475, 5.278740, 0.162836, 988.601000
155.881227, 5.295033, 0.163018, 988.701000
156.059656, 5.311344, 0.163198, 988.801000
156.239020, 5.327673, 0.163380, 988.901000
156.417305, 5.344020, 0.163560, 989.001000
156.595936, 5.360385, 0.163741, 989.101000
156.774332, 5.376768, 0.163921, 989.201000
156.952707, 5.393170, 0.164101, 989.301000
157.130109, 5.409589, 0.164280, 989.401000
157.308530, 5.426026, 0.164461, 989.501000
157.486165, 5.442481, 0.164640, 989.601000
157.663637, 5.458954, 0.164820, 989.701000
157.841312, 5.475445, 0.164999, 989.801000
158.019149, 5.491954, 0.165179, 989.901000
158.195988, 5.508481, 0.165358, 990.001000
158.373289, 5.525026, 0.165537, 990.101000
158.550242, 5.541589, 0.165715, 990.201000
158.727162, 5.558169, 0.165894, 990.301000
158.903452, 5.574768, 0.166072, 990.401000
159.080385, 5.591384, 0.166251, 990.501000
159.256655, 5.608018, 0.166429, 990.601000
159.433016, 5.624670, 0.166607, 990.701000
159.609204, 5.641339, 0.166785, 990.801000
159.785198, 5.658027, 0.166962, 990.901000
159.960670, 5.674732, 0.167139, 991.001000
160.136617, 5.691455, 0.167317, 991.101000
160.312152, 5.708196, 0.167494, 991.201000
160.487965, 5.724954, 0.167671, 991.301000
160.662698, 5.741730, 0.167847, 991.401000
160.838267, 5.758524, 0.168025, 991.501000
161.012651, 5.775335, 0.168200, 991.601000
161.187928, 5.792164, 0.168377, 991.701000
161.362587, 5.809011, 0.168553, 991.801000
161.537068, 5.825875, 0.168729, 991.901000
161.711288, 5.842757, 0.168905, 992.001000
161.886156, 5.859656, 0.169081, 992.101000
162.060301, 5.876573, 0.169257, 992.201000
162.234123, 5.893508, 0.169432, 992.301000
162.408390, 5.910460, 0.169607, 992.401000
162.582347, 5.927429, 0.169783, 992.501000
162.755568, 5.944416, 0.169957, 992.601000
162.929626, 5.961421, 0.170133, 992.701000
163.102690, 5.978443, 0.170307, 992.801000
163.276189, 5.995482, 0.170482, 992.901000
163.449427, 6.012539, 0.170656, 993.001000
163.622068, 6.029614, 0.170830, 993.101000
163.795453, 6.046706, 0.171005, 993.201000
163.968087, 6.063815, 0.171178, 993.301000
164.140625, 6.080941, 0.171352, 993.401000
164.313121, 6.098085, 0.171526, 993.501000
164.485838, 6.115247, 0.171700, 993.601000
164.657755, 6.132425, 0.171873, 993.701000
164.829476, 6.149621, 0.172045, 993.801000
165.001679, 6.166835, 0.172219, 993.901000
165.173655, 6.184065, 0.172392, 994.001000
165.345615, 6.201313, 0.172565, 994.101000
165.516164, 6.218578, 0.172736, 994.201000
165.687556, 6.235860, 0.172908, 994.301000
165.859438, 6.253160, 0.173081, 994.401000
166.030519, 6.270477, 0.173253, 994.501000
166.201811, 6.287811, 0.173426, 994.601000
166.372146, 6.305162, 0.173597, 994.701000
166.543295, 6.322531, 0.173769, 994.801000
166.713972, 6.339916, 0.173941, 994.901000
166.884645, 6.357319, 0.174112, 995.001000
167.054973, 6.374739, 0.174283, 995.101000
167.225547, 6.392176, 0.174455, 995.201000
167.395218, 6.409630, 0.174625, 995.301000
167.565452, 6.427101, 0.174796, 995.401000
167.735215, 6.444589, 0.174967, 995.501000
167.905325, 6.462094, 0.175138, 995.601000
168.074816, 6.479617, 0.175308, 995.701000
168.243999, 6.497156, 0.175478, 995.801000
168.413868, 6.514713, 0.175648, 995.901000
168.582838, 6.532286, 0.175818, 996.001000
168.752210, 6.549876, 0.175988, 996.101000
168.920893, 6.567484, 0.176157, 996.201000
169.089615, 6.585108, 0.176327, 996.301000
169.258482, 6.602749, 0.176496, 996.401000
169.427377, 6.620407, 0.176666, 996.501000
169.595846, 6.638082, 0.176835, 996.601000
169.764243, 6.655775, 0.177004, 996.701000
169.932486, 6.673483, 0.177172, 996.801000
170.100177, 6.691209, 0.177340, 996.901000
170.268249, 6.708952, 0.177509, 997.001000
170.436880, 6.726711, 0.177679, 997.101000
170.604231, 6.744488, 0.177846, 997.201000
170.772010, 6.762281, 0.178014, 997.301000
170.939734, 6.780091, 0.178183, 997.401000
171.107389, 6.797917, 0.178351, 997.501000
171.274778, 6.815761, 0.178519, 997.601000
171.441664, 6.833621, 0.178686, 997.701000
171.608663, 6.851498, 0.178853, 997.801000
171.775354, 6.869392, 0.179020, 997.901000
171.942680, 6.887302, 0.179188, 998.001000
172.109245, 6.905230, 0.179355, 998.101000
172.275867, 6.923174, 0.179522, 998.201000
172.442100, 6.941134, 0.179688, 998.301000
172.608379, 6.959111, 0.179855, 998.401000
172.774404, 6.977105, 0.180021, 998.501000
172.940484, 6.995116, 0.180187, 998.601000
173.106712, 7.013143, 0.180354, 998.701000
173.272503, 7.031187, 0.180520, 998.801000
173.438441, 7.049247, 0.180686, 998.901000
173.603727, 7.067324, 0.180851, 999.001000
173.769120, 7.085418, 0.181017, 999.101000
173.934770, 7.103528, 0.181183, 999.201000
174.099902, 7.121654, 0.181348, 999.301000
174.265071, 7.139797, 0.181513, 999.401000
174.430068, 7.157957, 0.181678, 999.501000
174.595320, 7.176133, 0.181844, 999.601000
174.759823, 7.194326, 0.182008, 999.701000
174.924599, 7.212535, 0.182173, 999.801000
175.089446, 7.230761, 0.182338, 999.901000
175.253387, 7.249003, 0.182502, 1000.001000
175.418105, 7.267261, 0.182667, 1000.101000
175.582425, 7.285536, 0.182831, 1000.201000
175.746914, 7.303828, 0.182996, 1000.301000
