# mass density [g cm-3], pressure [erg cm-3], baryon density [1/fm-3]
# energy density [MeV fm-3], pressure [MeV fm-3], baryon density [1/fm-3], chemical potential [MeV], strangeness fraction [admin]
3.973043e+15, 1.439104e+36, 2e+39
3.972581e+15, 1.438854e+36, 2e+39
3.972121e+15, 1.438603e+36, 2e+39
3.971658e+15, 1.438353e+36, 2e+39
3.971198e+15, 1.438102e+36, 2e+39
3.970732e+15, 1.437852e+36, 2e+39
3.970273e+15, 1.437601e+36, 2e+39
3.969812e+15, 1.437351e+36, 2e+39
3.969350e+15, 1.437101e+36, 2e+39
3.968888e+15, 1.436850e+36, 2e+39
3.968427e+15, 1.436600e+36, 2e+39
3.967966e+15, 1.436350e+36, 2e+39
3.967502e+15, 1.436099e+36, 2e+39
3.967040e+15, 1.435849e+36, 2e+39
3.966579e+15, 1.435599e+36, 2e+39
3.966119e+15, 1.435348e+36, 2e+39
3.965657e+15, 1.435098e+36, 2e+39
3.965195e+15, 1.434848e+36, 2e+39
3.964734e+15, 1.434598e+36, 2e+39
3.964272e+15, 1.434348e+36, 2e+39
3.963813e+15, 1.434098e+36, 2e+39
3.963351e+15, 1.433847e+36, 2e+39
3.962888e+15, 1.433597e+36, 2e+39
3.962426e+15, 1.433347e+36, 2e+39
3.961966e+15, 1.433097e+36, 2e+39
3.961505e+15, 1.432847e+36, 2e+39
3.961045e+15, 1.432597e+36, 2e+39
3.960581e+15, 1.432347e+36, 2e+39
3.960119e+15, 1.432097e+36, 2e+39
3.959660e+15, 1.431847e+36, 2e+39
3.959200e+15, 1.431597e+36, 2e+39
3.958737e+15, 1.431347e+36, 2e+39
3.958274e+15, 1.431098e+36, 2e+39
3.957817e+15, 1.430848e+36, 2e+39
3.957353e+15, 1.430598e+36, 2e+39
3.956891e+15, 1.430348e+36, 2e+39
3.956434e+15, 1.430098e+36, 2e+39
3.955970e+15, 1.429848e+36, 2e+39
3.955510e+15, 1.429599e+36, 2e+39
3.955046e+15, 1.429349e+36, 2e+39
3.954588e+15, 1.429099e+36, 2e+39
3.954126e+15, 1.428849e+36, 2e+39
3.953667e+15, 1.428600e+36, 2e+39
3.953204e+15, 1.428350e+36, 2e+39
3.952744e+15, 1.428100e+36, 2e+39
3.952284e+15, 1.427851e+36, 2e+39
3.951822e+15, 1.427601e+36, 2e+39
3.951360e+15, 1.427352e+36, 2e+39
3.950899e+15, 1.427102e+36, 2e+39
3.950439e+15, 1.426853e+36, 2e+39
3.949980e+15, 1.426603e+36, 2e+39
3.949519e+15, 1.426354e+36, 2e+39
3.949055e+15, 1.426104e+36, 2e+39
3.948595e+15, 1.425855e+36, 2e+39
3.948134e+15, 1.425605e+36, 2e+39
3.947673e+15, 1.425356e+36, 2e+39
3.947214e+15, 1.425106e+36, 2e+39
3.946754e+15, 1.424857e+36, 2e+39
3.946293e+15, 1.424608e+36, 2e+39
3.945832e+15, 1.424358e+36, 2e+39
3.945371e+15, 1.424109e+36, 2e+39
3.944912e+15, 1.423860e+36, 2e+39
3.944448e+15, 1.423610e+36, 2e+39
3.943989e+15, 1.423361e+36, 2e+39
3.943528e+15, 1.423112e+36, 2e+39
3.943069e+15, 1.422863e+36, 2e+39
3.942607e+15, 1.422614e+36, 2e+39
3.942150e+15, 1.422364e+36, 2e+39
3.941687e+15, 1.422115e+36, 2e+39
3.941226e+15, 1.421866e+36, 2e+39
3.940768e+15, 1.421617e+36, 2e+39
3.940304e+15, 1.421368e+36, 2e+39
3.939846e+15, 1.421119e+36, 2e+39
3.939385e+15, 1.420870e+36, 2e+39
3.938926e+15, 1.420621e+36, 2e+39
3.938466e+15, 1.420372e+36, 2e+39
3.938004e+15, 1.420123e+36, 2e+39
3.937543e+15, 1.419874e+36, 2e+39
3.937086e+15, 1.419625e+36, 2e+39
3.936623e+15, 1.419376e+36, 2e+39
3.936164e+15, 1.419127e+36, 2e+39
3.935704e+15, 1.418878e+36, 2e+39
3.935244e+15, 1.418630e+36, 2e+39
3.934784e+15, 1.418381e+36, 2e+39
3.934325e+15, 1.418132e+36, 2e+39
3.933862e+15, 1.417883e+36, 2e+39
3.933403e+15, 1.417634e+36, 2e+39
3.932942e+15, 1.417386e+36, 2e+39
3.932486e+15, 1.417137e+36, 2e+39
3.932019e+15, 1.416888e+36, 2e+39
3.931565e+15, 1.416639e+36, 2e+39
3.931102e+15, 1.416391e+36, 2e+39
3.930642e+15, 1.416142e+36, 2e+39
3.930185e+15, 1.415894e+36, 2e+39
3.929724e+15, 1.415645e+36, 2e+39
3.929263e+15, 1.415396e+36, 2e+39
3.928803e+15, 1.415148e+36, 2e+39
3.928344e+15, 1.414899e+36, 2e+39
3.927885e+15, 1.414651e+36, 2e+39
3.927424e+15, 1.414402e+36, 2e+39
3.926963e+15, 1.414154e+36, 2e+39
3.926504e+15, 1.413905e+36, 2e+39
3.926045e+15, 1.413657e+36, 2e+39
3.925586e+15, 1.413408e+36, 2e+39
3.925125e+15, 1.413160e+36, 2e+39
3.924665e+15, 1.412912e+36, 2e+39
3.924205e+15, 1.412663e+36, 2e+39
3.923746e+15, 1.412415e+36, 2e+39
