# mass density [g cm-3], pressure [erg cm-3], baryon density [1/fm-3]
# energy density [MeV fm-3], pressure [MeV fm-3], baryon density [1/fm-3], chemical potential [MeV], strangeness fraction [admin]
3.119541e+15, 1.152274e+36, 1e+39
3.119173e+15, 1.152075e+36, 1e+39
3.118809e+15, 1.151876e+36, 1e+39
3.118444e+15, 1.151677e+36, 1e+39
3.118076e+15, 1.151479e+36, 1e+39
3.117710e+15, 1.151280e+36, 1e+39
3.117344e+15, 1.151081e+36, 1e+39
3.116978e+15, 1.150882e+36, 1e+39
3.116611e+15, 1.150684e+36, 1e+39
3.116247e+15, 1.150485e+36, 1e+39
3.115882e+15, 1.150286e+36, 1e+39
3.115515e+15, 1.150088e+36, 1e+39
3.115150e+15, 1.149889e+36, 1e+39
3.114783e+15, 1.149690e+36, 1e+39
3.114420e+15, 1.149492e+36, 1e+39
3.114052e+15, 1.149293e+36, 1e+39
3.113684e+15, 1.149094e+36, 1e+39
3.113322e+15, 1.148896e+36, 1e+39
3.112954e+15, 1.148697e+36, 1e+39
3.112587e+15, 1.148499e+36, 1e+39
3.112224e+15, 1.148300e+36, 1e+39
3.111857e+15, 1.148102e+36, 1e+39
3.111492e+15, 1.147903e+36, 1e+39
3.111127e+15, 1.147705e+36, 1e+39
3.110762e+15, 1.147506e+36, 1e+39
3.110394e+15, 1.147308e+36, 1e+39
3.110029e+15, 1.147109e+36, 1e+39
3.109667e+15, 1.146911e+36, 1e+39
3.109298e+15, 1.146712e+36, 1e+39
3.108931e+15, 1.146514e+36, 1e+39
3.108567e+15, 1.146316e+36, 1e+39
3.108203e+15, 1.146117e+36, 1e+39
3.107836e+15, 1.145919e+36, 1e+39
3.107470e+15, 1.145721e+36, 1e+39
3.107104e+15, 1.145522e+36, 1e+39
3.106741e+15, 1.145324e+36, 1e+39
3.106374e+15, 1.145126e+36, 1e+39
3.106009e+15, 1.144927e+36, 1e+39
3.105644e+15, 1.144729e+36, 1e+39
3.105279e+15, 1.144531e+36, 1e+39
3.104912e+15, 1.144333e+36, 1e+39
3.104546e+15, 1.144135e+36, 1e+39
3.104183e+15, 1.143936e+36, 1e+39
3.103818e+15, 1.143738e+36, 1e+39
3.103452e+15, 1.143540e+36, 1e+39
3.103085e+15, 1.143342e+36, 1e+39
3.102720e+15, 1.143144e+36, 1e+39
3.102356e+15, 1.142946e+36, 1e+39
3.101990e+15, 1.142748e+36, 1e+39
3.101625e+15, 1.142550e+36, 1e+39
3.101259e+15, 1.142352e+36, 1e+39
3.100894e+15, 1.142154e+36, 1e+39
3.100529e+15, 1.141956e+36, 1e+39
3.100164e+15, 1.141758e+36, 1e+39
3.099798e+15, 1.141560e+36, 1e+39
3.099433e+15, 1.141362e+36, 1e+39
3.099069e+15, 1.141164e+36, 1e+39
3.098704e+15, 1.140966e+36, 1e+39
3.098340e+15, 1.140768e+36, 1e+39
3.097977e+15, 1.140570e+36, 1e+39
3.097609e+15, 1.140372e+36, 1e+39
3.097245e+15, 1.140174e+36, 1e+39
3.096879e+15, 1.139976e+36, 1e+39
3.096513e+15, 1.139779e+36, 1e+39
3.096150e+15, 1.139581e+36, 1e+39
3.095785e+15, 1.139383e+36, 1e+39
3.095418e+15, 1.139185e+36, 1e+39
3.095053e+15, 1.138987e+36, 1e+39
3.094690e+15, 1.138790e+36, 1e+39
3.094325e+15, 1.138592e+36, 1e+39
3.093959e+15, 1.138394e+36, 1e+39
3.093595e+15, 1.138197e+36, 1e+39
3.093231e+15, 1.137999e+36, 1e+39
3.092864e+15, 1.137801e+36, 1e+39
3.092501e+15, 1.137604e+36, 1e+39
3.092134e+15, 1.137406e+36, 1e+39
3.091769e+15, 1.137208e+36, 1e+39
3.091406e+15, 1.137011e+36, 1e+39
3.091041e+15, 1.136813e+36, 1e+39
3.090677e+15, 1.136616e+36, 1e+39
3.090311e+15, 1.136418e+36, 1e+39
3.089947e+15, 1.136220e+36, 1e+39
3.089584e+15, 1.136023e+36, 1e+39
3.089217e+15, 1.135825e+36, 1e+39
3.088855e+15, 1.135628e+36, 1e+39
3.088487e+15, 1.135431e+36, 1e+39
3.088125e+15, 1.135233e+36, 1e+39
3.087758e+15, 1.135036e+36, 1e+39
3.087395e+15, 1.134838e+36, 1e+39
3.087032e+15, 1.134641e+36, 1e+39
3.086664e+15, 1.134443e+36, 1e+39
3.086301e+15, 1.134246e+36, 1e+39
3.085937e+15, 1.134049e+36, 1e+39
3.085572e+15, 1.133851e+36, 1e+39
3.085207e+15, 1.133654e+36, 1e+39
3.084844e+15, 1.133457e+36, 1e+39
3.084478e+15, 1.133260e+36, 1e+39
3.084114e+15, 1.133062e+36, 1e+39
3.083750e+15, 1.132865e+36, 1e+39
3.083387e+15, 1.132668e+36, 1e+39
3.083020e+15, 1.132471e+36, 1e+39
3.082656e+15, 1.132273e+36, 1e+39
3.082292e+15, 1.132076e+36, 1e+39
3.081929e+15, 1.131879e+36, 1e+39
3.081565e+15, 1.131682e+36, 1e+39
3.081198e+15, 1.131485e+36, 1e+39
3.080835e+15, 1.131288e+36, 1e+39
3.080470e+15, 1.131091e+36, 1e+39
3.080106e+15, 1.130893e+36, 1e+39
3.079742e+15, 1.130696e+36, 1e+39
3.079379e+15, 1.130499e+36, 1e+39
3.079012e+15, 1.130302e+36, 1e+39
3.078649e+15, 1.130105e+36, 1e+39
3.078286e+15, 1.129908e+36, 1e+39
3.077923e+15, 1.129711e+36, 1e+39
3.077557e+15, 1.129514e+36, 1e+39
3.077194e+15, 1.129317e+36, 1e+39
3.076829e+15, 1.129120e+36, 1e+39
3.076466e+15, 1.128924e+36, 1e+39
3.076100e+15, 1.128727e+36, 1e+39
3.075737e+15, 1.128530e+36, 1e+39
3.075375e+15, 1.128333e+36, 1e+39
3.075009e+15, 1.128136e+36, 1e+39
3.074645e+15, 1.127939e+36, 1e+39
3.074280e+15, 1.127742e+36, 1e+39
3.073918e+15, 1.127546e+36, 1e+39
3.073553e+15, 1.127349e+36, 1e+39
3.073188e+15, 1.127152e+36, 1e+39
3.072826e+15, 1.126955e+36, 1e+39
3.072460e+15, 1.126759e+36, 1e+39
3.072099e+15, 1.126562e+36, 1e+39
3.071734e+15, 1.126365e+36, 1e+39
3.071370e+15, 1.126168e+36, 1e+39
3.071007e+15, 1.125972e+36, 1e+39
3.070642e+15, 1.125775e+36, 1e+39
3.070280e+15, 1.125578e+36, 1e+39
3.069915e+15, 1.125382e+36, 1e+39
3.069550e+15, 1.125185e+36, 1e+39
3.069187e+15, 1.124989e+36, 1e+39
3.068825e+15, 1.124792e+36, 1e+39
3.068460e+15, 1.124596e+36, 1e+39
3.068096e+15, 1.124399e+36, 1e+39
3.067731e+15, 1.124202e+36, 1e+39
3.067369e+15, 1.124006e+36, 1e+39
3.067006e+15, 1.123809e+36, 1e+39
3.066642e+15, 1.123613e+36, 1e+39
3.066279e+15, 1.123417e+36, 1e+39
3.065916e+15, 1.123220e+36, 1e+39
3.065550e+15, 1.123024e+36, 1e+39
3.065187e+15, 1.122827e+36, 1e+39
3.064825e+15, 1.122631e+36, 1e+39
3.064462e+15, 1.122435e+36, 1e+39
3.064097e+15, 1.122238e+36, 1e+39
3.063733e+15, 1.122042e+36, 1e+39
3.063370e+15, 1.121846e+36, 1e+39
3.063006e+15, 1.121649e+36, 1e+39
3.062645e+15, 1.121453e+36, 1e+39
3.062279e+15, 1.121257e+36, 1e+39
3.061916e+15, 1.121060e+36, 1e+39
3.061553e+15, 1.120864e+36, 1e+39
3.061190e+15, 1.120668e+36, 1e+39
3.060826e+15, 1.120472e+36, 1e+39
3.060462e+15, 1.120276e+36, 1e+39
3.060101e+15, 1.120079e+36, 1e+39
3.059735e+15, 1.119883e+36, 1e+39
3.059373e+15, 1.119687e+36, 1e+39
3.059010e+15, 1.119491e+36, 1e+39
3.058647e+15, 1.119295e+36, 1e+39
3.058284e+15, 1.119099e+36, 1e+39
3.057919e+15, 1.118903e+36, 1e+39
3.057556e+15, 1.118707e+36, 1e+39
3.057195e+15, 1.118511e+36, 1e+39
3.056832e+15, 1.118315e+36, 1e+39
3.056468e+15, 1.118119e+36, 1e+39
3.056106e+15, 1.117923e+36, 1e+39
3.055742e+15, 1.117727e+36, 1e+39
3.055379e+15, 1.117531e+36, 1e+39
3.055013e+15, 1.117335e+36, 1e+39
3.054654e+15, 1.117139e+36, 1e+39
3.054290e+15, 1.116943e+36, 1e+39
3.053926e+15, 1.116747e+36, 1e+39
3.053565e+15, 1.116551e+36, 1e+39
3.053200e+15, 1.116355e+36, 1e+39
3.052837e+15, 1.116159e+36, 1e+39
3.052476e+15, 1.115964e+36, 1e+39
3.052111e+15, 1.115768e+36, 1e+39
3.051749e+15, 1.115572e+36, 1e+39
3.051388e+15, 1.115376e+36, 1e+39
3.051021e+15, 1.115180e+36, 1e+39
3.050662e+15, 1.114985e+36, 1e+39
3.050298e+15, 1.114789e+36, 1e+39
3.049935e+15, 1.114593e+36, 1e+39
3.049571e+15, 1.114398e+36, 1e+39
3.049208e+15, 1.114202e+36, 1e+39
3.048844e+15, 1.114006e+36, 1e+39
3.048482e+15, 1.113811e+36, 1e+39
3.048121e+15, 1.113615e+36, 1e+39
3.047755e+15, 1.113419e+36, 1e+39
3.047395e+15, 1.113224e+36, 1e+39
3.047033e+15, 1.113028e+36, 1e+39
3.046666e+15, 1.112833e+36, 1e+39
3.046306e+15, 1.112637e+36, 1e+39
3.045947e+15, 1.112442e+36, 1e+39
3.045581e+15, 1.112246e+36, 1e+39
3.045219e+15, 1.112051e+36, 1e+39
3.044857e+15, 1.111855e+36, 1e+39
3.044493e+15, 1.111660e+36, 1e+39
3.044132e+15, 1.111464e+36, 1e+39
3.043769e+15, 1.111269e+36, 1e+39
3.043404e+15, 1.111073e+36, 1e+39
3.043044e+15, 1.110878e+36, 1e+39
3.042682e+15, 1.110683e+36, 1e+39
3.042317e+15, 1.110487e+36, 1e+39
3.041956e+15, 1.110292e+36, 1e+39
3.041593e+15, 1.110097e+36, 1e+39
3.041231e+15, 1.109901e+36, 1e+39
3.040868e+15, 1.109706e+36, 1e+39
3.040507e+15, 1.109511e+36, 1e+39
3.040145e+15, 1.109315e+36, 1e+39
3.039781e+15, 1.109120e+36, 1e+39
3.039419e+15, 1.108925e+36, 1e+39
3.039056e+15, 1.108730e+36, 1e+39
3.038695e+15, 1.108534e+36, 1e+39
3.038333e+15, 1.108339e+36, 1e+39
3.037969e+15, 1.108144e+36, 1e+39
3.037608e+15, 1.107949e+36, 1e+39
3.037244e+15, 1.107754e+36, 1e+39
3.036883e+15, 1.107559e+36, 1e+39
3.036519e+15, 1.107364e+36, 1e+39
3.036161e+15, 1.107169e+36, 1e+39
3.035795e+15, 1.106974e+36, 1e+39
3.035434e+15, 1.106778e+36, 1e+39
3.035071e+15, 1.106583e+36, 1e+39
3.034712e+15, 1.106388e+36, 1e+39
3.034350e+15, 1.106193e+36, 1e+39
3.033985e+15, 1.105998e+36, 1e+39
3.033623e+15, 1.105803e+36, 1e+39
3.033259e+15, 1.105609e+36, 1e+39
3.032901e+15, 1.105414e+36, 1e+39
3.032536e+15, 1.105219e+36, 1e+39
3.032178e+15, 1.105024e+36, 1e+39
3.031813e+15, 1.104829e+36, 1e+39
3.031452e+15, 1.104634e+36, 1e+39
3.031090e+15, 1.104439e+36, 1e+39
3.030727e+15, 1.104244e+36, 1e+39
3.030365e+15, 1.104050e+36, 1e+39
3.030004e+15, 1.103855e+36, 1e+39
3.029639e+15, 1.103660e+36, 1e+39
3.029281e+15, 1.103465e+36, 1e+39
3.028918e+15, 1.103270e+36, 1e+39
3.028558e+15, 1.103076e+36, 1e+39
3.028195e+15, 1.102881e+36, 1e+39
3.027833e+15, 1.102686e+36, 1e+39
3.027471e+15, 1.102492e+36, 1e+39
3.027108e+15, 1.102297e+36, 1e+39
3.026747e+15, 1.102102e+36, 1e+39
3.026386e+15, 1.101908e+36, 1e+39
3.026024e+15, 1.101713e+36, 1e+39
3.025661e+15, 1.101518e+36, 1e+39
3.025302e+15, 1.101324e+36, 1e+39
3.024940e+15, 1.101129e+36, 1e+39
3.024576e+15, 1.100935e+36, 1e+39
3.024215e+15, 1.100740e+36, 1e+39
3.023855e+15, 1.100546e+36, 1e+39
3.023493e+15, 1.100351e+36, 1e+39
3.023130e+15, 1.100157e+36, 1e+39
3.022769e+15, 1.099962e+36, 1e+39
3.022408e+15, 1.099768e+36, 1e+39
3.022047e+15, 1.099573e+36, 1e+39
3.021685e+15, 1.099379e+36, 1e+39
3.021325e+15, 1.099185e+36, 1e+39
3.020962e+15, 1.098990e+36, 1e+39
3.020598e+15, 1.098796e+36, 1e+39
3.020239e+15, 1.098601e+36, 1e+39
3.019879e+15, 1.098407e+36, 1e+39
3.019514e+15, 1.098213e+36, 1e+39
3.019155e+15, 1.098018e+36, 1e+39
3.018791e+15, 1.097824e+36, 1e+39
3.018433e+15, 1.097630e+36, 1e+39
3.018072e+15, 1.097436e+36, 1e+39
3.017708e+15, 1.097241e+36, 1e+39
3.017348e+15, 1.097047e+36, 1e+39
3.016988e+15, 1.096853e+36, 1e+39
3.016625e+15, 1.096659e+36, 1e+39
3.016263e+15, 1.096465e+36, 1e+39
3.015902e+15, 1.096271e+36, 1e+39
3.015539e+15, 1.096076e+36, 1e+39
3.015177e+15, 1.095882e+36, 1e+39
3.014820e+15, 1.095688e+36, 1e+39
3.014456e+15, 1.095494e+36, 1e+39
3.014098e+15, 1.095300e+36, 1e+39
3.013736e+15, 1.095106e+36, 1e+39
3.013373e+15, 1.094912e+36, 1e+39
3.013014e+15, 1.094718e+36, 1e+39
3.012652e+15, 1.094524e+36, 1e+39
3.012289e+15, 1.094330e+36, 1e+39
3.011929e+15, 1.094136e+36, 1e+39
3.011568e+15, 1.093942e+36, 1e+39
3.011206e+15, 1.093748e+36, 1e+39
3.010846e+15, 1.093554e+36, 1e+39
3.010484e+15, 1.093360e+36, 1e+39
3.010125e+15, 1.093166e+36, 1e+39
3.009764e+15, 1.092972e+36, 1e+39
3.009402e+15, 1.092779e+36, 1e+39
3.009042e+15, 1.092585e+36, 1e+39
3.008678e+15, 1.092391e+36, 1e+39
3.008320e+15, 1.092197e+36, 1e+39
3.007959e+15, 1.092003e+36, 1e+39
3.007599e+15, 1.091810e+36, 1e+39
3.007236e+15, 1.091616e+36, 1e+39
3.006877e+15, 1.091422e+36, 1e+39
3.006514e+15, 1.091228e+36, 1e+39
3.006155e+15, 1.091035e+36, 1e+39
3.005795e+15, 1.090841e+36, 1e+39
3.005431e+15, 1.090647e+36, 1e+39
3.005073e+15, 1.090454e+36, 1e+39
3.004712e+15, 1.090260e+36, 1e+39
3.004348e+15, 1.090066e+36, 1e+39
3.003989e+15, 1.089873e+36, 1e+39
3.003629e+15, 1.089679e+36, 1e+39
3.003270e+15, 1.089486e+36, 1e+39
3.002908e+15, 1.089292e+36, 1e+39
3.002548e+15, 1.089098e+36, 1e+39
3.002184e+15, 1.088905e+36, 1e+39
3.001826e+15, 1.088711e+36, 1e+39
3.001465e+15, 1.088518e+36, 1e+39
3.001104e+15, 1.088324e+36, 1e+39
3.000744e+15, 1.088131e+36, 1e+39
3.000383e+15, 1.087938e+36, 1e+39
3.000024e+15, 1.087744e+36, 1e+39
2.999663e+15, 1.087551e+36, 1e+39
2.999301e+15, 1.087357e+36, 1e+39
2.998942e+15, 1.087164e+36, 1e+39
2.998581e+15, 1.086971e+36, 1e+39
2.998221e+15, 1.086777e+36, 1e+39
2.997861e+15, 1.086584e+36, 1e+39
2.997501e+15, 1.086391e+36, 1e+39
2.997139e+15, 1.086197e+36, 1e+39
2.996780e+15, 1.086004e+36, 1e+39
2.996419e+15, 1.085811e+36, 1e+39
2.996057e+15, 1.085618e+36, 1e+39
2.995699e+15, 1.085424e+36, 1e+39
2.995337e+15, 1.085231e+36, 1e+39
2.994978e+15, 1.085038e+36, 1e+39
2.994618e+15, 1.084845e+36, 1e+39
2.994256e+15, 1.084652e+36, 1e+39
2.993895e+15, 1.084458e+36, 1e+39
2.993538e+15, 1.084265e+36, 1e+39
2.993176e+15, 1.084072e+36, 1e+39
2.992815e+15, 1.083879e+36, 1e+39
2.992456e+15, 1.083686e+36, 1e+39
2.992096e+15, 1.083493e+36, 1e+39
2.991736e+15, 1.083300e+36, 1e+39
2.991376e+15, 1.083107e+36, 1e+39
2.991014e+15, 1.082914e+36, 1e+39
2.990656e+15, 1.082721e+36, 1e+39
2.990293e+15, 1.082528e+36, 1e+39
2.989935e+15, 1.082335e+36, 1e+39
2.989576e+15, 1.082142e+36, 1e+39
2.989215e+15, 1.081949e+36, 1e+39
2.988855e+15, 1.081756e+36, 1e+39
2.988494e+15, 1.081563e+36, 1e+39
2.988137e+15, 1.081370e+36, 1e+39
2.987774e+15, 1.081178e+36, 1e+39
2.987416e+15, 1.080985e+36, 1e+39
2.987056e+15, 1.080792e+36, 1e+39
2.986694e+15, 1.080599e+36, 1e+39
2.986336e+15, 1.080406e+36, 1e+39
2.985976e+15, 1.080214e+36, 1e+39
2.985618e+15, 1.080021e+36, 1e+39
2.985255e+15, 1.079828e+36, 1e+39
2.984897e+15, 1.079635e+36, 1e+39
2.984537e+15, 1.079443e+36, 1e+39
2.984179e+15, 1.079250e+36, 1e+39
2.983816e+15, 1.079057e+36, 1e+39
2.983457e+15, 1.078865e+36, 1e+39
2.983097e+15, 1.078672e+36, 1e+39
2.982739e+15, 1.078479e+36, 1e+39
2.982378e+15, 1.078287e+36, 1e+39
2.982017e+15, 1.078094e+36, 1e+39
2.981660e+15, 1.077901e+36, 1e+39
2.981300e+15, 1.077709e+36, 1e+39
2.980940e+15, 1.077516e+36, 1e+39
2.980580e+15, 1.077324e+36, 1e+39
2.980220e+15, 1.077131e+36, 1e+39
2.979862e+15, 1.076939e+36, 1e+39
2.979501e+15, 1.076746e+36, 1e+39
2.979142e+15, 1.076554e+36, 1e+39
2.978783e+15, 1.076361e+36, 1e+39
2.978422e+15, 1.076169e+36, 1e+39
2.978063e+15, 1.075977e+36, 1e+39
2.977702e+15, 1.075784e+36, 1e+39
2.977343e+15, 1.075592e+36, 1e+39
2.976984e+15, 1.075399e+36, 1e+39
2.976626e+15, 1.075207e+36, 1e+39
2.976266e+15, 1.075015e+36, 1e+39
2.975907e+15, 1.074822e+36, 1e+39
2.975547e+15, 1.074630e+36, 1e+39
2.975189e+15, 1.074438e+36, 1e+39
2.974828e+15, 1.074246e+36, 1e+39
2.974470e+15, 1.074053e+36, 1e+39
2.974109e+15, 1.073861e+36, 1e+39
2.973750e+15, 1.073669e+36, 1e+39
2.973390e+15, 1.073477e+36, 1e+39
2.973033e+15, 1.073285e+36, 1e+39
2.972672e+15, 1.073092e+36, 1e+39
2.972313e+15, 1.072900e+36, 1e+39
2.971954e+15, 1.072708e+36, 1e+39
2.971594e+15, 1.072516e+36, 1e+39
2.971236e+15, 1.072324e+36, 1e+39
2.970877e+15, 1.072132e+36, 1e+39
2.970519e+15, 1.071940e+36, 1e+39
2.970158e+15, 1.071748e+36, 1e+39
2.969797e+15, 1.071556e+36, 1e+39
2.969440e+15, 1.071364e+36, 1e+39
2.969081e+15, 1.071172e+36, 1e+39
2.968721e+15, 1.070980e+36, 1e+39
2.968363e+15, 1.070788e+36, 1e+39
2.968005e+15, 1.070596e+36, 1e+39
2.967644e+15, 1.070404e+36, 1e+39
2.967285e+15, 1.070212e+36, 1e+39
2.966924e+15, 1.070020e+36, 1e+39
2.966568e+15, 1.069828e+36, 1e+39
2.966209e+15, 1.069636e+36, 1e+39
2.965850e+15, 1.069444e+36, 1e+39
2.965492e+15, 1.069253e+36, 1e+39
2.965134e+15, 1.069061e+36, 1e+39
2.964772e+15, 1.068869e+36, 1e+39
2.964415e+15, 1.068677e+36, 1e+39
2.964055e+15, 1.068485e+36, 1e+39
2.963695e+15, 1.068294e+36, 1e+39
2.963337e+15, 1.068102e+36, 1e+39
2.962977e+15, 1.067910e+36, 1e+39
2.962619e+15, 1.067718e+36, 1e+39
2.962261e+15, 1.067527e+36, 1e+39
2.961902e+15, 1.067335e+36, 1e+39
2.961544e+15, 1.067143e+36, 1e+39
2.961185e+15, 1.066952e+36, 1e+39
2.960826e+15, 1.066760e+36, 1e+39
2.960467e+15, 1.066569e+36, 1e+39
2.960110e+15, 1.066377e+36, 1e+39
2.959748e+15, 1.066185e+36, 1e+39
2.959391e+15, 1.065994e+36, 1e+39
2.959034e+15, 1.065802e+36, 1e+39
2.958675e+15, 1.065611e+36, 1e+39
2.958317e+15, 1.065419e+36, 1e+39
2.957957e+15, 1.065228e+36, 1e+39
2.957598e+15, 1.065036e+36, 1e+39
2.957241e+15, 1.064845e+36, 1e+39
2.956884e+15, 1.064654e+36, 1e+39
2.956523e+15, 1.064462e+36, 1e+39
2.956164e+15, 1.064271e+36, 1e+39
2.955805e+15, 1.064079e+36, 1e+39
2.955448e+15, 1.063888e+36, 1e+39
2.955090e+15, 1.063697e+36, 1e+39
2.954733e+15, 1.063505e+36, 1e+39
2.954373e+15, 1.063314e+36, 1e+39
2.954014e+15, 1.063123e+36, 1e+39
2.953657e+15, 1.062931e+36, 1e+39
2.953298e+15, 1.062740e+36, 1e+39
2.952938e+15, 1.062549e+36, 1e+39
2.952582e+15, 1.062358e+36, 1e+39
2.952223e+15, 1.062166e+36, 1e+39
2.951865e+15, 1.061975e+36, 1e+39
2.951505e+15, 1.061784e+36, 1e+39
2.951148e+15, 1.061593e+36, 1e+39
2.950790e+15, 1.061402e+36, 1e+39
2.950432e+15, 1.061211e+36, 1e+39
2.950075e+15, 1.061019e+36, 1e+39
2.949713e+15, 1.060828e+36, 1e+39
2.949358e+15, 1.060637e+36, 1e+39
2.948999e+15, 1.060446e+36, 1e+39
2.948640e+15, 1.060255e+36, 1e+39
2.948282e+15, 1.060064e+36, 1e+39
2.947925e+15, 1.059873e+36, 1e+39
2.947566e+15, 1.059682e+36, 1e+39
2.947209e+15, 1.059491e+36, 1e+39
2.946852e+15, 1.059300e+36, 1e+39
2.946491e+15, 1.059109e+36, 1e+39
2.946135e+15, 1.058918e+36, 1e+39
2.945776e+15, 1.058727e+36, 1e+39
2.945418e+15, 1.058536e+36, 1e+39
2.945061e+15, 1.058345e+36, 1e+39
2.944702e+15, 1.058155e+36, 1e+39
2.944344e+15, 1.057964e+36, 1e+39
2.943986e+15, 1.057773e+36, 1e+39
2.943628e+15, 1.057582e+36, 1e+39
2.943272e+15, 1.057391e+36, 1e+39
2.942913e+15, 1.057200e+36, 1e+39
2.942556e+15, 1.057010e+36, 1e+39
2.942197e+15, 1.056819e+36, 1e+39
2.941840e+15, 1.056628e+36, 1e+39
2.941481e+15, 1.056437e+36, 1e+39
2.941124e+15, 1.056247e+36, 1e+39
2.940767e+15, 1.056056e+36, 1e+39
2.940409e+15, 1.055865e+36, 1e+39
2.940050e+15, 1.055675e+36, 1e+39
