# mass density [g cm-3], pressure [erg cm-3], baryon density [1/fm-3]
# energy density [MeV fm-3], pressure [MeV fm-3], baryon density [1/fm-3], chemical potential [MeV], strangeness fraction [admin]
3.389005e+15, 1.248942e+36, 1e+39
3.388613e+15, 1.248728e+36, 1e+39
3.388216e+15, 1.248513e+36, 1e+39
3.387825e+15, 1.248298e+36, 1e+39
3.387428e+15, 1.248083e+36, 1e+39
3.387034e+15, 1.247869e+36, 1e+39
3.386641e+15, 1.247654e+36, 1e+39
3.386246e+15, 1.247439e+36, 1e+39
3.385851e+15, 1.247225e+36, 1e+39
3.385457e+15, 1.247010e+36, 1e+39
3.385063e+15, 1.246796e+36, 1e+39
3.384669e+15, 1.246581e+36, 1e+39
3.384272e+15, 1.246366e+36, 1e+39
3.383880e+15, 1.246152e+36, 1e+39
3.383486e+15, 1.245937e+36, 1e+39
3.383091e+15, 1.245723e+36, 1e+39
3.382697e+15, 1.245508e+36, 1e+39
3.382304e+15, 1.245294e+36, 1e+39
3.381909e+15, 1.245079e+36, 1e+39
3.381514e+15, 1.244865e+36, 1e+39
3.381119e+15, 1.244650e+36, 1e+39
3.380727e+15, 1.244436e+36, 1e+39
3.380334e+15, 1.244222e+36, 1e+39
3.379939e+15, 1.244007e+36, 1e+39
3.379544e+15, 1.243793e+36, 1e+39
3.379149e+15, 1.243578e+36, 1e+39
3.378756e+15, 1.243364e+36, 1e+39
3.378362e+15, 1.243150e+36, 1e+39
3.377967e+15, 1.242936e+36, 1e+39
3.377573e+15, 1.242721e+36, 1e+39
3.377181e+15, 1.242507e+36, 1e+39
3.376785e+15, 1.242293e+36, 1e+39
3.376394e+15, 1.242079e+36, 1e+39
3.375995e+15, 1.241864e+36, 1e+39
3.375604e+15, 1.241650e+36, 1e+39
3.375211e+15, 1.241436e+36, 1e+39
3.374819e+15, 1.241222e+36, 1e+39
3.374424e+15, 1.241008e+36, 1e+39
3.374032e+15, 1.240794e+36, 1e+39
3.373633e+15, 1.240579e+36, 1e+39
3.373243e+15, 1.240365e+36, 1e+39
3.372846e+15, 1.240151e+36, 1e+39
3.372456e+15, 1.239937e+36, 1e+39
3.372060e+15, 1.239723e+36, 1e+39
3.371667e+15, 1.239509e+36, 1e+39
3.371273e+15, 1.239295e+36, 1e+39
3.370877e+15, 1.239081e+36, 1e+39
3.370487e+15, 1.238867e+36, 1e+39
3.370092e+15, 1.238653e+36, 1e+39
3.369700e+15, 1.238439e+36, 1e+39
3.369304e+15, 1.238225e+36, 1e+39
3.368913e+15, 1.238012e+36, 1e+39
3.368518e+15, 1.237798e+36, 1e+39
3.368122e+15, 1.237584e+36, 1e+39
3.367731e+15, 1.237370e+36, 1e+39
3.367337e+15, 1.237156e+36, 1e+39
3.366942e+15, 1.236942e+36, 1e+39
3.366551e+15, 1.236729e+36, 1e+39
3.366157e+15, 1.236515e+36, 1e+39
3.365763e+15, 1.236301e+36, 1e+39
3.365369e+15, 1.236087e+36, 1e+39
3.364977e+15, 1.235874e+36, 1e+39
3.364581e+15, 1.235660e+36, 1e+39
3.364190e+15, 1.235446e+36, 1e+39
3.363797e+15, 1.235233e+36, 1e+39
3.363404e+15, 1.235019e+36, 1e+39
3.363010e+15, 1.234805e+36, 1e+39
3.362616e+15, 1.234592e+36, 1e+39
3.362223e+15, 1.234378e+36, 1e+39
3.361829e+15, 1.234165e+36, 1e+39
3.361438e+15, 1.233951e+36, 1e+39
3.361043e+15, 1.233738e+36, 1e+39
3.360650e+15, 1.233524e+36, 1e+39
3.360256e+15, 1.233311e+36, 1e+39
3.359864e+15, 1.233097e+36, 1e+39
3.359471e+15, 1.232884e+36, 1e+39
3.359077e+15, 1.232670e+36, 1e+39
3.358685e+15, 1.232457e+36, 1e+39
3.358289e+15, 1.232243e+36, 1e+39
3.357899e+15, 1.232030e+36, 1e+39
3.357504e+15, 1.231817e+36, 1e+39
3.357111e+15, 1.231603e+36, 1e+39
3.356721e+15, 1.231390e+36, 1e+39
3.356326e+15, 1.231177e+36, 1e+39
3.355934e+15, 1.230963e+36, 1e+39
3.355539e+15, 1.230750e+36, 1e+39
3.355147e+15, 1.230537e+36, 1e+39
3.354754e+15, 1.230323e+36, 1e+39
3.354361e+15, 1.230110e+36, 1e+39
3.353968e+15, 1.229897e+36, 1e+39
3.353576e+15, 1.229684e+36, 1e+39
3.353182e+15, 1.229471e+36, 1e+39
3.352791e+15, 1.229258e+36, 1e+39
3.352396e+15, 1.229044e+36, 1e+39
3.352006e+15, 1.228831e+36, 1e+39
3.351612e+15, 1.228618e+36, 1e+39
3.351218e+15, 1.228405e+36, 1e+39
3.350825e+15, 1.228192e+36, 1e+39
3.350434e+15, 1.227979e+36, 1e+39
3.350039e+15, 1.227766e+36, 1e+39
3.349646e+15, 1.227553e+36, 1e+39
3.349254e+15, 1.227340e+36, 1e+39
3.348863e+15, 1.227127e+36, 1e+39
3.348472e+15, 1.226914e+36, 1e+39
3.348074e+15, 1.226701e+36, 1e+39
3.347685e+15, 1.226488e+36, 1e+39
3.347291e+15, 1.226275e+36, 1e+39
3.346898e+15, 1.226062e+36, 1e+39
3.346506e+15, 1.225849e+36, 1e+39
3.346114e+15, 1.225636e+36, 1e+39
3.345721e+15, 1.225424e+36, 1e+39
3.345330e+15, 1.225211e+36, 1e+39
3.344939e+15, 1.224998e+36, 1e+39
3.344544e+15, 1.224785e+36, 1e+39
3.344152e+15, 1.224572e+36, 1e+39
3.343761e+15, 1.224360e+36, 1e+39
3.343367e+15, 1.224147e+36, 1e+39
3.342974e+15, 1.223934e+36, 1e+39
3.342582e+15, 1.223722e+36, 1e+39
3.342189e+15, 1.223509e+36, 1e+39
3.341797e+15, 1.223296e+36, 1e+39
3.341403e+15, 1.223084e+36, 1e+39
3.341012e+15, 1.222871e+36, 1e+39
3.340619e+15, 1.222658e+36, 1e+39
3.340229e+15, 1.222446e+36, 1e+39
3.339836e+15, 1.222233e+36, 1e+39
3.339444e+15, 1.222021e+36, 1e+39
3.339050e+15, 1.221808e+36, 1e+39
3.338658e+15, 1.221596e+36, 1e+39
3.338267e+15, 1.221383e+36, 1e+39
3.337875e+15, 1.221171e+36, 1e+39
3.337483e+15, 1.220958e+36, 1e+39
3.337089e+15, 1.220746e+36, 1e+39
3.336698e+15, 1.220533e+36, 1e+39
3.336304e+15, 1.220321e+36, 1e+39
3.335914e+15, 1.220108e+36, 1e+39
3.335521e+15, 1.219896e+36, 1e+39
3.335130e+15, 1.219684e+36, 1e+39
3.334737e+15, 1.219471e+36, 1e+39
3.334347e+15, 1.219259e+36, 1e+39
3.333953e+15, 1.219047e+36, 1e+39
3.333561e+15, 1.218834e+36, 1e+39
3.333172e+15, 1.218622e+36, 1e+39
3.332778e+15, 1.218410e+36, 1e+39
3.332384e+15, 1.218198e+36, 1e+39
3.331994e+15, 1.217985e+36, 1e+39
3.331602e+15, 1.217773e+36, 1e+39
3.331213e+15, 1.217561e+36, 1e+39
3.330816e+15, 1.217349e+36, 1e+39
3.330426e+15, 1.217137e+36, 1e+39
3.330036e+15, 1.216925e+36, 1e+39
3.329641e+15, 1.216712e+36, 1e+39
3.329251e+15, 1.216500e+36, 1e+39
3.328859e+15, 1.216288e+36, 1e+39
3.328471e+15, 1.216076e+36, 1e+39
3.328074e+15, 1.215864e+36, 1e+39
3.327684e+15, 1.215652e+36, 1e+39
3.327291e+15, 1.215440e+36, 1e+39
