################################################################################
# config_name = SWRDP_MIT.properties.conf
# mu_0 = 1010.0
# quarks_eos_file_name = ../eos.quarks.mit/mit_bag_model_B_130.csv
# hadrons_eos_file_name = ../eos.hadron.swrdp/eos_swrdp_l0085_L97a32.csv
#
# Range Quarks - P(mu) = EoSRange(inf_limit=0.0, sup_limit=2735.758620999)
# Range Hadrons - P(mu)  = EoSRange(inf_limit=939.981926581424, sup_limit=1999.9990472153156)
#
# Range = EoSRange(inf_limit=939.981926581424, sup_limit=1999.9990472153156)
#
# Transition pressure (hadrons) = [ 18.64798398]
# Transition pressure (quarks) = [ 18.64798398]
#
################################################################################
# energy density [MeV fm-3], pressure [MeV fm-3], chem_potential [fm-3]
4634.77456123, 1371.59156034, 1872.66966336
4624.6026075, 1368.20090021, 1871.60858516
4614.43065378, 1364.81024007, 1870.54750696
4604.25870006, 1361.41957994, 1869.48642876
4594.08674633, 1358.02891981, 1868.42535056
4583.95544594, 1354.651811, 1867.36427236
4573.8633101, 1351.2877569, 1866.30319416
4563.77117427, 1347.9237028, 1865.24211596
4553.67903843, 1344.5596487, 1864.18103776
4543.5869026, 1341.1955946, 1863.11995957
4533.56471387, 1337.85484873, 1862.05888137
4523.55236099, 1334.51738027, 1860.99780317
4513.54000811, 1331.1799118, 1859.93672497
4503.52765523, 1327.84244334, 1858.87564677
4493.53278615, 1324.51081829, 1857.81456857
4483.60007574, 1321.19996692, 1856.75349037
4473.66736533, 1317.88911555, 1855.69241217
4463.73465493, 1314.57826418, 1854.63133398
4453.80194452, 1311.26741281, 1853.57025578
4443.9121859, 1307.97084116, 1852.50917758
4434.05939236, 1304.68655942, 1851.44809938
4424.20659882, 1301.40227768, 1850.38702118
4414.35380528, 1298.11799594, 1849.32594298
4404.50101174, 1294.8337142, 1848.26486478
4394.71443953, 1291.57151319, 1847.20378658
4384.94141896, 1288.31383112, 1846.14270838
4375.16839839, 1285.05614905, 1845.08163019
4365.39537783, 1281.79846699, 1844.02055199
4355.63010802, 1278.54336815, 1842.95947379
4345.93681906, 1275.31226336, 1841.89839559
4336.24353009, 1272.08115856, 1840.83731739
4326.55024112, 1268.85005377, 1839.77623919
4316.85695216, 1265.61894897, 1838.71516099
4307.19066039, 1262.39684611, 1837.65408279
4297.57716285, 1259.19234693, 1836.5930046
4287.96366531, 1255.98784775, 1835.5319264
4278.35016778, 1252.78334857, 1834.4708482
4268.73667024, 1249.57884939, 1833.40977
4259.16728726, 1246.38906958, 1832.3486918
4249.63353631, 1243.21117785, 1831.2876136
4240.09978536, 1240.03328612, 1830.2265354
4230.56603441, 1236.8553944, 1829.1654572
4221.03228345, 1233.67750267, 1828.104379
4211.55777095, 1230.51931994, 1827.04330081
4202.10392168, 1227.36801155, 1825.98222261
4192.6500724, 1224.21670316, 1824.92114441
4183.19622312, 1221.06539478, 1823.86006621
4173.74237385, 1217.91408639, 1822.79898801
4164.3604163, 1214.78677197, 1821.73790981
4154.98621791, 1211.66204761, 1820.67683161
4145.61201952, 1208.53732326, 1819.61575341
4136.23782113, 1205.41259891, 1818.55467521
4126.86652304, 1202.28884101, 1817.49359702
4117.57217688, 1199.19072563, 1816.43251882
4108.27783073, 1196.09261024, 1815.37144062
4098.98348458, 1192.99449486, 1814.31036242
4089.68913843, 1189.89637948, 1813.24928422
4080.40613773, 1186.80204591, 1812.18820602
4071.19154102, 1183.73051367, 1811.12712782
4061.97694431, 1180.65898144, 1810.06604962
4052.7623476, 1177.5874492, 1809.00497143
4043.54775089, 1174.51591696, 1807.94389323
4034.35070859, 1171.45023267, 1806.88281503
4025.21590639, 1168.40528214, 1805.82173683
4016.08110419, 1165.36033162, 1804.76065863
4006.94630199, 1162.3153811, 1803.69958043
3997.81149979, 1159.27043058, 1802.63850223
3988.69816914, 1156.23264621, 1801.57742403
3979.64315441, 1153.21432427, 1800.51634583
3970.58813968, 1150.19600234, 1799.45526764
3961.53312495, 1147.17768041, 1798.39418944
3952.47811022, 1144.15935848, 1797.33311124
3943.44615164, 1141.14872228, 1796.27203304
3934.47086661, 1138.15697677, 1795.21095484
3925.49558158, 1135.16523126, 1794.14987664
3916.52029654, 1132.17348575, 1793.08879844
3907.54501151, 1129.18174024, 1792.02772024
3898.59205766, 1126.19742994, 1790.96664205
3889.69658843, 1123.23225727, 1789.90556385
3880.80111921, 1120.26708461, 1788.84448565
3871.90564999, 1117.30191194, 1787.78340745
3863.01018076, 1114.33673927, 1786.72232925
3854.13390449, 1111.37796816, 1785.66125105
3845.31823667, 1108.43941222, 1784.60017285
3836.50256886, 1105.50085629, 1783.53909465
3827.68690105, 1102.56230035, 1782.47801645
3818.87123324, 1099.62374441, 1781.41693826
3810.06919882, 1096.68973104, 1780.35586006
3801.33331627, 1093.77776232, 1779.29478186
3792.59743372, 1090.8657936, 1778.23370366
3783.86155117, 1087.95382488, 1777.17262546
3775.12566862, 1085.04185617, 1776.11154726
3766.39539789, 1082.13175997, 1775.05046906
3757.73923527, 1079.24639628, 1773.98939086
3749.08307266, 1076.36103259, 1772.92831267
3740.42691004, 1073.4756689, 1771.86723447
3731.77074742, 1070.59030521, 1770.80615627
3723.1145848, 1067.70494152, 1769.74507807
3714.53336437, 1064.84452102, 1768.68399987
3705.95704349, 1061.98573172, 1767.62292167
3697.38072261, 1059.12694242, 1766.56184347
3688.80440173, 1056.26815311, 1765.50076527
3680.22808085, 1053.40936381, 1764.43968707
3671.71358773, 1050.57118418, 1763.37860888
3663.21703852, 1047.73898536, 1762.31753068
3654.7204893, 1044.90678653, 1761.25645248
3646.22394009, 1042.0745877, 1760.19537428
3637.72739087, 1039.24238887, 1759.13429608
3629.27703464, 1036.42560837, 1758.07321788
3620.86023124, 1033.62002663, 1757.01213968
3612.44342783, 1030.8144449, 1755.95106148
3604.02662442, 1028.00886316, 1754.88998328
3595.60982102, 1025.20328142, 1753.82890509
3587.22100493, 1022.40702199, 1752.76782689
3578.8840127, 1019.62802458, 1751.70674869
3570.54702047, 1016.84902717, 1750.64567049
3562.21002824, 1014.07002976, 1749.58459229
3553.87303601, 1011.29103235, 1748.52351409
3545.54312638, 1008.51439498, 1747.46243589
3537.28591477, 1005.76198345, 1746.40135769
3529.02870316, 1003.00957193, 1745.3402795
3520.77149156, 1000.2571604, 1744.2792013
3512.51427995, 997.504748878, 1743.2181231
3504.25706834, 994.752337352, 1742.1570449
3496.06309878, 992.021018872, 1741.0959667
3487.88563531, 989.295205298, 1740.0348885
3479.70817184, 986.569391724, 1738.9738103
3471.53070838, 983.843578149, 1737.9127321
3463.35324491, 981.117764575, 1736.8516539
3455.21272419, 978.404263157, 1735.79057571
3447.1150644, 975.705047089, 1734.72949751
3439.01740461, 973.005831022, 1733.66841931
3430.91974483, 970.306614954, 1732.60734111
3422.82208504, 967.607398886, 1731.54626291
3414.73223282, 964.910783553, 1730.48518471
3406.71438432, 962.238152304, 1729.42410651
3398.69653581, 959.565521054, 1728.36302831
3390.6786873, 956.892889805, 1727.30195012
3382.6608388, 954.220258555, 1726.24087192
3374.64299029, 951.547627306, 1725.17979372
3366.68072708, 948.893545622, 1724.11871552
3358.74260387, 946.247519479, 1723.05763732
3350.80448065, 943.601493337, 1721.99655912
3342.86635743, 940.955467194, 1720.93548092
3334.92823421, 938.309441052, 1719.87440272
3327.01090045, 935.670338408, 1718.81332452
3319.15259398, 933.050891676, 1717.75224633
3311.29428751, 930.431444945, 1716.69116813
3303.43598104, 927.811998213, 1715.63008993
3295.57767457, 925.192551482, 1714.56901173
3287.7193681, 922.57310475, 1713.50793353
3279.92384216, 919.974599357, 1712.44685533
3272.14530556, 917.381761242, 1711.38577713
3264.36676896, 914.788923127, 1710.32469893
3256.58823236, 912.196085012, 1709.26362074
3248.80969577, 909.603246897, 1708.20254254
3241.05318899, 907.017750008, 1707.14146434
3233.35441828, 904.451493104, 1706.08038614
3225.65564756, 901.8852362, 1705.01930794
3217.95687685, 899.318979296, 1703.95822974
3210.25810614, 896.752722391, 1702.89715154
3202.55933543, 894.186465487, 1701.83607334
3194.91860821, 891.639553729, 1700.77499514
3187.29963951, 889.099893861, 1699.71391695
3179.68067081, 886.560233994, 1698.65283875
3172.0617021, 884.020574126, 1697.59176055
3164.4427334, 881.480914259, 1696.53068235
3156.83492224, 878.944974078, 1695.46960415
3149.29574449, 876.43191483, 1694.40852595
3141.75656675, 873.918855582, 1693.34744775
3134.217389, 871.405796334, 1692.28636955
3126.67821126, 868.892737086, 1691.22529135
3119.13903351, 866.379677838, 1690.16421316
3111.6407795, 863.880259834, 1689.10313496
3104.1813786, 861.393792865, 1688.04205676
3096.72197769, 858.907325896, 1686.98097856
3089.26257678, 856.420858927, 1685.91990036
3081.80317588, 853.934391958, 1684.85882216
3074.34377497, 851.44792499, 1683.79774396
3066.95185712, 848.983949135, 1682.73666576
3059.5722158, 846.524065178, 1681.67558757
3052.19257449, 844.064181221, 1680.61450937
3044.81293317, 841.604297264, 1679.55343117
3037.43329186, 839.144413307, 1678.49235297
3030.06469326, 836.688211285, 1677.43127477
3022.76483393, 834.254931997, 1676.37019657
3015.4649746, 831.821652709, 1675.30911837
3008.16511527, 829.38837342, 1674.24804017
3000.86525594, 826.955094132, 1673.18696197
2993.56539661, 824.521814844, 1672.12588378
2986.29659623, 822.098885754, 1671.06480558
2979.07653761, 819.692199547, 1670.00372738
2971.85647899, 817.285513341, 1668.94264918
2964.63642037, 814.878827134, 1667.88157098
2957.41636175, 812.472140927, 1666.82049278
2950.19630313, 810.065454721, 1665.75941458
2943.02392933, 807.674656902, 1664.69833638
2935.88364367, 805.294551279, 1663.63725819
2928.74335801, 802.914445655, 1662.57617999
2921.60307236, 800.534340032, 1661.51510179
2914.4627867, 798.154234408, 1660.45402359
2907.32250104, 795.774128785, 1659.39294539
2900.24311003, 793.414331487, 1658.33186719
2893.18260856, 791.060834549, 1657.27078899
2886.12210708, 788.707337612, 1656.20971079
2879.06160561, 786.353840674, 1655.14863259
2872.00110413, 784.000343737, 1654.0875544
2864.94060266, 781.646846799, 1653.0264762
2857.95066804, 779.316871643, 1651.965398
2850.9699169, 776.98995811, 1650.9043198
2843.98916576, 774.663044577, 1649.8432416
2837.00841462, 772.336131044, 1648.7821634
2830.02766348, 770.009217511, 1647.7210852
2823.04691234, 767.682303978, 1646.660007
2816.14294224, 765.380970971, 1645.59892881
2809.24202739, 763.080655783, 1644.53785061
2802.34111254, 760.780340595, 1643.47677241
2795.44019769, 758.480025407, 1642.41569421
2788.53928284, 756.179710219, 1641.35461601
2781.63836799, 753.879395031, 1640.29353781
2774.81661318, 751.605497125, 1639.23245961
2767.99541143, 749.331783446, 1638.17138141
2761.17420968, 747.058069767, 1637.11030321
2754.35300793, 744.784356088, 1636.04922502
2747.53180617, 742.510642409, 1634.98814682
2740.71060442, 740.236928729, 1633.92706862
2733.9674728, 737.989212448, 1632.86599042
2727.22610155, 735.742081913, 1631.80491222
2720.4847303, 733.494951378, 1630.74383402
2713.74335905, 731.247820842, 1629.68275582
2707.00198781, 729.000690307, 1628.62167762
2700.26061656, 726.753559772, 1627.56059943
2693.59228357, 724.530775685, 1626.49952123
2686.93069359, 722.310238985, 1625.43844303
2680.26910361, 720.089702284, 1624.37736483
2673.60751362, 717.869165584, 1623.31628663
2666.94592364, 715.648628884, 1622.25520843
2660.28433366, 713.428092184, 1621.19413023
2653.68693428, 711.228955144, 1620.13305203
2647.10511304, 709.03501142, 1619.07197383
2640.52329181, 706.841067696, 1618.01089564
2633.94147058, 704.647123972, 1616.94981744
2627.35964934, 702.453180248, 1615.88873924
2620.77782811, 700.259236524, 1614.82766104
2614.2474189, 698.0824408, 1613.76658284
2607.74535015, 695.915097639, 1612.70550464
2601.2432814, 693.747754478, 1611.64442644
2594.74121264, 691.580411317, 1610.58334824
2588.23914389, 689.413068156, 1609.52227004
2581.73707513, 687.245724995, 1608.46119185
2575.26966797, 685.089928506, 1607.40011365
2568.84740923, 682.94917236, 1606.33903545
2562.42515049, 680.808416215, 1605.27795725
2556.00289175, 678.667660069, 1604.21687905
2549.58063302, 676.526903924, 1603.15580085
2543.15837428, 674.386147778, 1602.09472265
2536.74988741, 672.249983556, 1601.03364445
2530.40741337, 670.135828733, 1599.97256626
2524.06493932, 668.02167391, 1598.91148806
2517.72246528, 665.907519088, 1597.85040986
2511.37999123, 663.793364265, 1596.78933166
2505.03751719, 661.679209442, 1595.72825346
2498.69504314, 659.565054619, 1594.66717526
2492.42107442, 657.473724139, 1593.60609706
2486.1583938, 655.386154311, 1592.54501886
2479.89571318, 653.298584482, 1591.48394066
2473.63303257, 651.211014653, 1590.42286247
2467.37035195, 649.123444825, 1589.36178427
2461.10767133, 647.035874996, 1588.30070607
2454.88414881, 644.961362591, 1587.23962787
2448.70122742, 642.900388793, 1586.17854967
2442.51830602, 640.839414996, 1585.11747147
2436.33538463, 638.778441199, 1584.05639327
2430.15246324, 636.717467401, 1582.99531507
2423.96954185, 634.656493604, 1581.93423688
2417.79210431, 632.597347102, 1580.87315868
2411.68897945, 630.562969078, 1579.81208048
2405.5858546, 628.528591055, 1578.75100228
2399.48272974, 626.494213031, 1577.68992408
2393.37960489, 624.459835007, 1576.62884588
2387.27648003, 622.425456983, 1575.56776768
2381.17335517, 620.391078959, 1574.50668948
2375.11733372, 618.372407579, 1573.44561128
2369.09396261, 616.364623432, 1572.38453309
2363.0705915, 614.356839286, 1571.32345489
2357.04722039, 612.349055139, 1570.26237669
2351.02384928, 610.341270992, 1569.20129849
2345.00047817, 608.333486846, 1568.14022029
2338.98153123, 606.327176834, 1567.07914209
2333.03794038, 604.345983032, 1566.01806389
2327.09434953, 602.364789231, 1564.95698569
2321.15075868, 600.383595429, 1563.8959075
2315.20716782, 598.402401627, 1562.8348293
2309.26357697, 596.421207826, 1561.7737511
2303.31998612, 594.440014024, 1560.7126729
2297.41325576, 592.47110878, 1559.6515947
2291.54946677, 590.51651851, 1558.5905165
2285.68567779, 588.56192824, 1557.5294383
2279.8218888, 586.60733797, 1556.4683601
2273.95809982, 584.6527477, 1555.4072819
2268.09431083, 582.69815743, 1554.34620371
2262.23052185, 580.74356716, 1553.28512551
2256.4312534, 578.810471187, 1552.22404731
2250.64724438, 576.882459139, 1551.16296911
2244.86323535, 574.954447092, 1550.10189091
2239.07922633, 573.026435044, 1549.04081271
2233.29521731, 571.098422997, 1547.97973451
2227.51120829, 569.17041095, 1546.91865631
2221.73473799, 567.244912663, 1545.85757811
2216.03051932, 565.343506439, 1544.79649992
2210.32630065, 563.442100216, 1543.73542172
2204.62208198, 561.540693992, 1542.67434352
2198.91786331, 559.639287769, 1541.61326532
2193.21364464, 557.737881545, 1540.55218712
2187.50942597, 555.836475322, 1539.49110892
2181.83055333, 553.943517776, 1538.43003072
2176.2060932, 552.068697732, 1537.36895252
2170.58163306, 550.193877688, 1536.30787433
2164.95717293, 548.319057644, 1535.24679613
2159.3327128, 546.444237601, 1534.18571793
2153.70825267, 544.569417557, 1533.12463973
2148.08379254, 542.694597513, 1532.06356153
2142.49740565, 540.83247001, 1531.00248333
2136.95273823, 538.984250473, 1529.94140513
2131.40807081, 537.136030937, 1528.88032693
2125.86340339, 535.2878114, 1527.81924873
2120.31873596, 533.439591864, 1526.75817054
2114.77406854, 531.591372328, 1525.69709234
2109.22940112, 529.743152791, 1524.63601414
2103.73029526, 527.910120574, 1523.57493594
2098.26541279, 526.088495978, 1522.51385774
2092.80053031, 524.266871381, 1521.45277954
2087.33564783, 522.445246784, 1520.39170134
2081.87076536, 520.623622188, 1519.33062314
2076.40588288, 518.801997591, 1518.26954495
2070.94100041, 516.980372995, 1517.20846675
2065.52382434, 515.174642864, 1516.14738855
2060.13873041, 513.379601426, 1515.08631035
2054.75363649, 511.584559989, 1514.02523215
2049.36854256, 509.789518551, 1512.96415395
2043.98344863, 507.994477114, 1511.90307575
2038.59835471, 506.199435676, 1510.84199755
2033.21326078, 504.404394239, 1509.78091935
2027.87252472, 502.624146342, 1508.71984116
2022.5671992, 500.855708858, 1507.65876296
2017.26187367, 499.087271374, 1506.59768476
2011.95654815, 497.318833889, 1505.53660656
2006.65122263, 495.550396405, 1504.47552836
2001.3458971, 493.781958921, 1503.41445016
1996.04057158, 492.013521437, 1502.35337196
1990.77065069, 490.256883563, 1501.29229376
1985.5451022, 488.515034068, 1500.23121557
1980.31955372, 486.773184572, 1499.17013737
1975.09400523, 485.031335077, 1498.10905917
1969.86845675, 483.289485582, 1497.04798097
1964.64290826, 481.547636087, 1495.98690277
1959.41735978, 479.805786592, 1494.92582457
1954.21250021, 478.070833713, 1493.86474637
1949.06672965, 476.355579722, 1492.80366817
1943.92095909, 474.64032573, 1491.74258997
1938.77518852, 472.925071738, 1490.68151178
1933.62941796, 471.209817747, 1489.62043358
1928.4836474, 469.494563755, 1488.55935538
1923.33787684, 467.779309763, 1487.49827718
1918.19216639, 466.064076126, 1486.43719898
1913.12620187, 464.375414306, 1485.37612078
1908.06023735, 462.686752487, 1484.31504258
1902.99427282, 460.998090667, 1483.25396438
1897.9283083, 459.309428848, 1482.19288618
1892.86234378, 457.620767028, 1481.13180799
1887.79637925, 455.932105209, 1480.07072979
1882.73041473, 454.243443389, 1479.00965159
1877.71758761, 452.572501948, 1477.94857339
1872.73138229, 450.910439057, 1476.88749519
1867.74517697, 449.248376166, 1475.82641699
1862.75897166, 447.586313274, 1474.76533879
1857.77276634, 445.924250383, 1473.70426059
1852.78656102, 444.262187491, 1472.6431824
1847.8003557, 442.6001246, 1471.5821042
1842.83438718, 440.944804549, 1470.521026
1837.9279708, 439.309328393, 1469.4599478
1833.02155442, 437.673852238, 1468.3988696
1828.11513804, 436.038376082, 1467.3377914
1823.20872166, 434.402899926, 1466.2767132
1818.30230528, 432.767423771, 1465.215635
1813.3958889, 431.131947615, 1464.1545568
1808.48947252, 429.49647146, 1463.09347861
1803.64375921, 427.881235363, 1462.03240041
1798.81712031, 426.272359821, 1460.97132221
1793.99048141, 424.66348428, 1459.91024401
1789.16384251, 423.054608738, 1458.84916581
1784.33720361, 421.445733196, 1457.78808761
1779.51056471, 419.836857654, 1456.72700941
1774.68392581, 418.227982112, 1455.66593121
1769.87211203, 416.624047682, 1454.60485302
1765.12526411, 415.041763657, 1453.54377482
1760.37841618, 413.459479632, 1452.48269662
1755.63156825, 411.877195607, 1451.42161842
1750.88472033, 410.294911582, 1450.36054022
1746.1378724, 408.712627557, 1449.29946202
1741.39102448, 407.130343532, 1448.23838382
1736.64417655, 405.548059507, 1447.17730562
1731.9392917, 403.979765498, 1446.11622742
1727.27220738, 402.424073321, 1445.05514923
1722.60512306, 400.868381145, 1443.99407103
1717.93803874, 399.312688968, 1442.93299283
1713.27095443, 397.756996792, 1441.87191463
1708.60387011, 396.201304615, 1440.81083643
1703.93678579, 394.645612438, 1439.74975823
1699.26970147, 393.089920262, 1438.68868003
1694.66481518, 391.554953326, 1437.62760183
1690.07753782, 390.025854433, 1436.56652364
1685.49026046, 388.496755539, 1435.50544544
1680.9029831, 386.967656646, 1434.44436724
1676.31570574, 385.438557752, 1433.38328904
1671.72842838, 383.909458859, 1432.32221084
1667.14115103, 382.380359965, 1431.26113264
1662.55387367, 380.851261072, 1430.20005444
1658.04181558, 379.347242339, 1429.13897624
1653.53430187, 377.844739085, 1428.07789804
1649.02678817, 376.34223583, 1427.01681985
1644.51927447, 374.839732576, 1425.95574165
1640.01176076, 373.337229321, 1424.89466345
1635.50424706, 371.834726067, 1423.83358525
1630.99673336, 370.332222812, 1422.77250705
1626.49037636, 368.830105107, 1421.71142885
1622.0626514, 367.35419679, 1420.65035065
1617.63492645, 365.878288473, 1419.58927245
1613.2072015, 364.402380156, 1418.52819425
1608.77947655, 362.926471839, 1417.46711606
1604.3517516, 361.450563522, 1416.40603786
1599.92402665, 359.974655205, 1415.34495966
1595.4963017, 358.498746888, 1414.28388146
1591.06857675, 357.022838572, 1413.22280326
1586.71990975, 355.573286319, 1412.16172506
1582.37195818, 354.123972932, 1411.10064686
1578.02400662, 352.674659545, 1410.03956866
1573.67605505, 351.225346158, 1408.97849047
1569.32810349, 349.776032771, 1407.91741227
1564.98015193, 348.326719384, 1406.85633407
1560.63220036, 346.877405997, 1405.79525587
1556.2842488, 345.42809261, 1404.73417767
1552.00569271, 344.001905685, 1403.67309947
1547.73753519, 342.579184026, 1402.61202127
1543.46937767, 341.156462366, 1401.55094307
1539.20122016, 339.733740706, 1400.48986487
1534.93306264, 338.311019047, 1399.42878668
1530.66490512, 336.888297387, 1398.36770848
1526.39674761, 335.465575727, 1397.30663028
1522.12859009, 334.042854068, 1396.24555208
1517.91208333, 332.637350136, 1395.18447388
1513.72369998, 331.241221132, 1394.12339568
1509.53531663, 329.845092128, 1393.06231748
1505.34693327, 328.448963124, 1392.00123928
1501.15854992, 327.05283412, 1390.94016109
1496.97016657, 325.656705116, 1389.87908289
