9.3630171 2.0110683
9.5545216 2.0283706
9.7644100 2.0405691
9.9932966 2.0449030
10.241050 2.0374503
10.505980 2.0127048
10.643722 1.9915825
10.783866 1.9631039
10.925262 1.9259139
11.066352 1.8784904
11.205115 1.8191496
11.339041 1.7461213
11.415830 1.6949676
11.488935 1.6378728
11.557800 1.5744935
11.621209 1.5045620
11.678691 1.4279051
11.729284 1.3444389
11.773167 1.2543346
11.810109 1.1578242
11.841627 1.0556064
11.870946 0.94859660
11.904248 0.83811915
11.953883 0.72592384
12.042648 0.61419797
12.214375 0.50559330
12.557006 0.40307364
13.263550 0.30985188
14.819380 0.22918436
18.773762 0.16409793
33.399506 0.11676890
49.589931 0.10541837
99.832581 9.70810875E-02
718.85303 9.94039327E-02
3128.5244 0.53053927
2577.6047 0.58452195
2236.3362 0.60067403
2092.0552 0.60341185
2092.0637 0.60341150
2064.2029 0.60368615
1991.0626 0.60400331
1890.9409 0.60352999
1800.7799 0.60227579
1719.1570 0.60053533
1621.6833 0.59780216
1535.0256 0.59487206
1457.2540 0.59193099
1386.7502 0.58909494
1322.1207 0.58644533
1247.9030 0.58349484
1192.5426 0.58149725
1127.1704 0.57955414
1065.0624 0.57835400
1005.4660 0.57803774
959.27686 0.57853109
870.95038 0.58184409
788.05273 0.58885789
729.96588 0.59696579
1101.8640 0.88798940
5574.9126 0.65829402
11092.111 0.11355431
2013.6354 0.99147052
1173.4155 0.90015858
3594.6387 0.90491635
667.49603 0.60983324
2130.8977 0.99053115
19086.186 5.98233193E-03
2215.7319 0.98805189
8849.2158 0.27786815
11261.476 1.01087783E-02
1253.6160 0.90946925
663.32806 0.78200674
618.82111 0.62401932
710.64093 0.79713798
2352.3948 0.98424351
6334.0483 0.57133216
1343.2255 0.91907007
581.89294 0.63815123
755.62183 0.81414789
1421.3480 0.92854130
4170.3276 0.84163582
6564.0293 0.53822511
11845.185 6.60739169E-02
548.35815 0.65439510
2638.9639 0.97719741
806.78156 0.82851994
523.93597 0.66894060
853.07001 0.84037727
1605.9794 0.95373213
10019.639 0.18260603
501.67545 0.68484789
908.97430 0.85454661
2927.3311 0.96880054
4835.8120 0.74920094
4836.5537 0.74920106
486.40271 0.69769561
3062.3381 0.95713019
7675.3452 0.39892945
11910.715 3.27856541E-02
1808.2437 0.97381723
971.96082 0.86595798
0.0000000 0.0000000
472.43362 0.71129614
1030.3855 0.87555599
463.90622 0.72077596
452.57507 0.73542762
446.21619 0.74538600
443.51111 0.75035584
441.19345 0.75525475
439.34351 0.76003963
438.06345 0.76464272
437.46594 0.76898932
437.67859 0.77301025
438.72488 0.77675974
439.77744 0.77747500
436.37570 0.78713429
R[3] M[4]
