# MIT Bag Model EoS B = 50, , ,
# epsilon [MeV/fm^3], pressure [MeV/fm^3], baryonic_density [1/fm^3], chem_potential[MeV]
20568.1896575, 6789.39655249, 10.0, 2735.75862099
20499.652935, 6766.55097832, 9.97493734336, 2733.47119633
20431.1735894, 6743.72452981, 9.94987468672, 2731.17993692
20362.7517172, 6720.91723905, 9.92481203008, 2728.88482665
20294.3874149, 6698.12913829, 9.89974937343, 2726.5858493
20226.0807797, 6675.3602599, 9.87468671679, 2724.28298853
20157.8319092, 6652.6106364, 9.84962406015, 2721.97622791
20089.6409013, 6629.88030042, 9.82456140351, 2719.66555089
20021.5078543, 6607.16928476, 9.79949874687, 2717.35094079
19953.4328671, 6584.47762235, 9.77443609023, 2715.03238084
19885.4160388, 6561.80534625, 9.74937343358, 2712.70985414
19817.457469, 6539.15248968, 9.72431077694, 2710.38334369
19749.557258, 6516.51908599, 9.6992481203, 2708.05283236
19681.715506, 6493.90516867, 9.67418546366, 2705.7183029
19613.9323141, 6471.31077136, 9.64912280702, 2703.37973795
19546.2077836, 6448.73592786, 9.62406015038, 2701.03712002
19478.5420163, 6426.18067209, 9.59899749373, 2698.6904315
19410.9351144, 6403.64503813, 9.57393483709, 2696.33965468
19343.3871807, 6381.12906022, 9.54887218045, 2693.98477168
19275.8983182, 6358.63277273, 9.52380952381, 2691.62576455
19208.4686306, 6336.15621019, 9.49874686717, 2689.26261516
19141.0982219, 6313.69940729, 9.47368421053, 2686.8953053
19073.7871966, 6291.26239885, 9.44862155388, 2684.5238166
19006.5356596, 6268.84521987, 9.42355889724, 2682.14813056
18939.3437165, 6246.44790548, 9.3984962406, 2679.76822857
18872.211473, 6224.070491, 9.37343358396, 2677.38409188
18805.1390356, 6201.71301187, 9.34837092732, 2674.99570159
18738.1265111, 6179.37550371, 9.32330827068, 2672.60303869
18671.1740069, 6157.05800229, 9.29824561404, 2670.206084
18604.2816306, 6134.76054355, 9.27318295739, 2667.80481824
18537.4494907, 6112.48316358, 9.24812030075, 2665.39922197
18470.677696, 6090.22589865, 9.22305764411, 2662.98927561
18403.9663555, 6067.98878518, 9.19799498747, 2660.57495944
18337.3155793, 6045.77185976, 9.17293233083, 2658.1562536
