# MIT Bag Model EoS B = 80, , ,
# epsilon [MeV/fm^3], pressure [MeV/fm^3], baryonic_density [1/fm^3], chem_potential[MeV]
20598.1896575, 6759.39655249, 10.0, 2735.75862099
20529.652935, 6736.55097832, 9.97493734336, 2733.47119633
20461.1735894, 6713.72452981, 9.94987468672, 2731.17993692
20392.7517172, 6690.91723905, 9.92481203008, 2728.88482665
20324.3874149, 6668.12913829, 9.89974937343, 2726.5858493
20256.0807797, 6645.3602599, 9.87468671679, 2724.28298853
20187.8319092, 6622.6106364, 9.84962406015, 2721.97622791
20119.6409013, 6599.88030042, 9.82456140351, 2719.66555089
20051.5078543, 6577.16928476, 9.79949874687, 2717.35094079
19983.4328671, 6554.47762235, 9.77443609023, 2715.03238084
19915.4160388, 6531.80534625, 9.74937343358, 2712.70985414
19847.457469, 6509.15248968, 9.72431077694, 2710.38334369
19779.557258, 6486.51908599, 9.6992481203, 2708.05283236
19711.715506, 6463.90516867, 9.67418546366, 2705.7183029
19643.9323141, 6441.31077136, 9.64912280702, 2703.37973795
19576.2077836, 6418.73592786, 9.62406015038, 2701.03712002
19508.5420163, 6396.18067209, 9.59899749373, 2698.6904315
19440.9351144, 6373.64503813, 9.57393483709, 2696.33965468
19373.3871807, 6351.12906022, 9.54887218045, 2693.98477168
19305.8983182, 6328.63277273, 9.52380952381, 2691.62576455
19238.4686306, 6306.15621019, 9.49874686717, 2689.26261516
19171.0982219, 6283.69940729, 9.47368421053, 2686.8953053
19103.7871966, 6261.26239885, 9.44862155388, 2684.5238166
19036.5356596, 6238.84521987, 9.42355889724, 2682.14813056
18969.3437165, 6216.44790548, 9.3984962406, 2679.76822857
18902.211473, 6194.070491, 9.37343358396, 2677.38409188
18835.1390356, 6171.71301187, 9.34837092732, 2674.99570159
18768.1265111, 6149.37550371, 9.32330827068, 2672.60303869
18701.1740069, 6127.05800229, 9.29824561404, 2670.206084
18634.2816306, 6104.76054355, 9.27318295739, 2667.80481824
18567.4494907, 6082.48316358, 9.24812030075, 2665.39922197
18500.677696, 6060.22589865, 9.22305764411, 2662.98927561
18433.9663555, 6037.98878518, 9.19799498747, 2660.57495944
18367.3155793, 6015.77185976, 9.17293233083, 2658.1562536
18300.7254774, 5993.57515914, 9.14786967419, 2655.73313808
18234.1961607, 5971.39872025, 9.12280701754, 2653.30559272
18167.7277405, 5949.24258017, 9.0977443609, 2650.87359723
18101.3203286, 5927.10677618, 9.07268170426, 2648.43713116
18034.9740371, 5904.99134571, 9.04761904762, 2645.99617389
17968.6889791, 5882.89632636, 9.02255639098, 2643.55070469
17902.4652677, 5860.82175592, 8.99749373434, 2641.10070263
17836.303017, 5838.76767233, 8.97243107769, 2638.64614666
17770.2023412, 5816.73411374, 8.94736842105, 2636.18701556
17704.1633554, 5794.72111846, 8.92230576441, 2633.72328794
17638.1861749, 5772.72872497, 8.89724310777, 2631.25494227
17572.2709158, 5750.75697194, 8.87218045113, 2628.78195684
17506.4176947, 5728.80589823, 8.84711779449, 2626.3043098
17440.6266286, 5706.87554288, 8.82205513784, 2623.8219791
17374.8978353, 5684.9659451, 8.7969924812, 2621.33494256
17309.2314329, 5663.07714431, 8.77192982456, 2618.84317781
17243.6275403, 5641.20918009, 8.74686716792, 2616.3466623
17178.0862767, 5619.36209223, 8.72180451128, 2613.84537333
17112.6077621, 5597.53592071, 8.69674185464, 2611.33928803
17047.1921171, 5575.73070569, 8.67167919799, 2608.82838332
16981.8394626, 5553.94648752, 8.64661654135, 2606.31263597
16916.5499203, 5532.18330677, 8.62155388471, 2603.79202256
16851.3236126, 5510.44120419, 8.59649122807, 2601.2665195
16786.1606621, 5488.72022072, 8.57142857143, 2598.736103
16721.0611925, 5467.0203975, 8.54636591479, 2596.2007491
16656.0253277, 5445.3417759, 8.52130325815, 2593.66043363
16591.0531924, 5423.68439746, 8.4962406015, 2591.11513226
16526.1449118, 5402.04830393, 8.47117794486, 2588.56482044
16461.3006119, 5380.43353729, 8.44611528822, 2586.00947345
16396.5204191, 5358.84013969, 8.42105263158, 2583.44906635
16331.8044605, 5337.26815352, 8.39598997494, 2580.88357403
16267.1528641, 5315.71762136, 8.3709273183, 2578.31297116
16202.565758, 5294.18858601, 8.34586466165, 2575.73723221
16138.0432715, 5272.6810905, 8.32080200501, 2573.15633146
16073.5855341, 5251.19517804, 8.29573934837, 2570.57024295
16009.1926763, 5229.7308921, 8.27067669173, 2567.97894054
15944.864829, 5208.28827634, 8.24561403509, 2565.38239788
15880.6021239, 5186.86737464, 8.22055137845, 2562.78058839
15816.4046934, 5165.46823112, 8.1954887218, 2560.17348528
15752.2726704, 5144.09089012, 8.17042606516, 2557.56106154
15688.2061886, 5122.7353962, 8.14536340852, 2554.94328995
15624.2053824, 5101.40179415, 8.12030075188, 2552.32014304
15560.270387, 5080.09012899, 8.09523809524, 2549.69159315
15496.4013379, 5058.80044597, 8.0701754386, 2547.05761235
15432.5983718, 5037.5327906, 8.04511278195, 2544.41817252
15368.8616257, 5016.28720858, 8.02005012531, 2541.77324528
15305.1912377, 4995.06374589, 7.99498746867, 2539.12280202
15241.5873462, 4973.86244872, 7.96992481203, 2536.46681388
15178.0500906, 4952.68336352, 7.94486215539, 2533.80525179
15114.5796109, 4931.52653697, 7.91979949875, 2531.1380864
15051.1760481, 4910.39201602, 7.89473684211, 2528.46528812
14987.8395435, 4889.27984785, 7.86967418546, 2525.78682712
14924.5702396, 4868.19007988, 7.84461152882, 2523.10267332
14861.3682794, 4847.1227598, 7.81954887218, 2520.41279636
14798.2338067, 4826.07793556, 7.79448621554, 2517.71716564
14735.166966, 4805.05565535, 7.7694235589, 2515.0157503
14672.1679029, 4784.05596762, 7.74436090226, 2512.3085192
14609.2367633, 4763.0789211, 7.71929824561, 2509.59544093
14546.3736943, 4742.12456476, 7.69423558897, 2506.87648383
14483.5788436, 4721.19294786, 7.66917293233, 2504.15161594
14420.8523597, 4700.28411989, 7.64411027569, 2501.42080503
14358.194392, 4679.39813066, 7.61904761905, 2498.6840186
14295.6050906, 4658.53503022, 7.59398496241, 2495.94122384
14233.0846067, 4637.69486889, 7.56892230576, 2493.19238767
14170.6330919, 4616.8776973, 7.54385964912, 2490.43747671
14108.250699, 4596.08356632, 7.51879699248, 2487.67645728
14045.9375814, 4575.31252715, 7.49373433584, 2484.90929543
13983.6938937, 4554.56463122, 7.4686716792, 2482.13595685
13921.5197909, 4533.83993029, 7.44360902256, 2479.35640699
13859.4154292, 4513.1384764, 7.41854636591, 2476.57061092
13797.3809656, 4492.46032187, 7.39348370927, 2473.77853346
13735.416558, 4471.80551933, 7.36842105263, 2470.98013906
13673.5223651, 4451.1741217, 7.34335839599, 2468.17539189
13611.6985466, 4430.5661822, 7.31829573935, 2465.36425575
13549.9452631, 4409.98175437, 7.29323308271, 2462.54669415
13488.2626761, 4389.42089203, 7.26817042607, 2459.72267023
13426.650948, 4368.88364932, 7.24310776942, 2456.89214682
13365.1102421, 4348.37008071, 7.21804511278, 2454.05508639
13303.6407229, 4327.88024096, 7.19298245614, 2451.21145107
13242.2425555, 4307.41418516, 7.1679197995, 2448.36120263
13180.9159061, 4286.97196871, 7.14285714286, 2445.50430248
13119.6609421, 4266.55364735, 7.11779448622, 2442.64071168
13058.4778314, 4246.15927715, 7.09273182957, 2439.77039093
12997.3667434, 4225.78891448, 7.06766917293, 2436.89330053
