0.000000e+00, 0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00, 0.000000e+00
1.141786e+17, 1.073362e+37, 1.602177e-05
1.137998e+17, 1.069702e+37, 1.598162e-05
1.134213e+17, 1.066045e+37, 1.594146e-05
1.130431e+17, 1.062391e+37, 1.590131e-05
1.126653e+17, 1.058739e+37, 1.586115e-05
1.122877e+17, 1.055091e+37, 1.582100e-05
1.119105e+17, 1.051447e+37, 1.578084e-05
1.115336e+17, 1.047805e+37, 1.574069e-05
1.111570e+17, 1.044166e+37, 1.570053e-05
1.107808e+17, 1.040530e+37, 1.566038e-05
1.104049e+17, 1.036898e+37, 1.562022e-05
1.100292e+17, 1.033269e+37, 1.558007e-05
1.096540e+17, 1.029642e+37, 1.553992e-05
1.092790e+17, 1.026019e+37, 1.549976e-05
1.089044e+17, 1.022399e+37, 1.545961e-05
1.085300e+17, 1.018782e+37, 1.541945e-05
1.081560e+17, 1.015168e+37, 1.537930e-05
1.077824e+17, 1.011558e+37, 1.533914e-05
1.074090e+17, 1.007950e+37, 1.529899e-05
1.070360e+17, 1.004346e+37, 1.525883e-05
1.066633e+17, 1.000745e+37, 1.521868e-05
1.062910e+17, 9.971470e+36, 1.517852e-05
1.059189e+17, 9.935522e+36, 1.513837e-05
1.055472e+17, 9.899606e+36, 1.509821e-05
1.051759e+17, 9.863721e+36, 1.505806e-05
1.048048e+17, 9.827868e+36, 1.501790e-05
1.044341e+17, 9.792048e+36, 1.497775e-05
1.040637e+17, 9.756259e+36, 1.493759e-05
1.036937e+17, 9.720503e+36, 1.489744e-05
1.033240e+17, 9.684778e+36, 1.485728e-05
1.029546e+17, 9.649086e+36, 1.481713e-05
1.025855e+17, 9.613426e+36, 1.477697e-05
1.022168e+17, 9.577798e+36, 1.473682e-05
1.018484e+17, 9.542202e+36, 1.469666e-05
1.014804e+17, 9.506639e+36, 1.465651e-05
1.011127e+17, 9.471109e+36, 1.461635e-05
1.007453e+17, 9.435611e+36, 1.457620e-05
1.003783e+17, 9.400145e+36, 1.453604e-05
1.000116e+17, 9.364712e+36, 1.449589e-05
9.964522e+16, 9.329312e+36, 1.445574e-05
9.927920e+16, 9.293945e+36, 1.441558e-05
9.891352e+16, 9.258610e+36, 1.437543e-05
9.854818e+16, 9.223309e+36, 1.433527e-05
9.818318e+16, 9.188040e+36, 1.429512e-05
9.781852e+16, 9.152804e+36, 1.425496e-05
9.745420e+16, 9.117602e+36, 1.421481e-05
9.709023e+16, 9.082432e+36, 1.417465e-05
9.672660e+16, 9.047296e+36, 1.413450e-05
9.636331e+16, 9.012193e+36, 1.409434e-05
9.600037e+16, 8.977123e+36, 1.405419e-05
9.563778e+16, 8.942087e+36, 1.401403e-05
9.527553e+16, 8.907084e+36, 1.397388e-05
9.491363e+16, 8.872114e+36, 1.393372e-05
9.455207e+16, 8.837179e+36, 1.389357e-05
9.419087e+16, 8.802276e+36, 1.385341e-05
9.383001e+16, 8.767408e+36, 1.381326e-05
9.346950e+16, 8.732573e+36, 1.377310e-05
9.310934e+16, 8.697772e+36, 1.373295e-05
9.274954e+16, 8.663005e+36, 1.369279e-05
9.239008e+16, 8.628272e+36, 1.365264e-05
9.203098e+16, 8.593573e+36, 1.361248e-05
9.167223e+16, 8.558909e+36, 1.357233e-05
9.131383e+16, 8.524278e+36, 1.353217e-05
