################################################################################
# config_name = BJ_MIT.properties.conf
# mu_0 = 2700.0
# quarks_eos_file_name = ../workspace.eos/eos.quarks.mit/mit_bag_model_B_150.csv
# hadrons_eos_file_name = ../workspace.eos/eos.hadron.Bethe_Johnson/bethe_johnson.csv
#
# Range Quarks - P(mu) = EoSRange(inf_limit=0.0, sup_limit=2735.758620999)
# Range Hadrons - P(mu)  = EoSRange(inf_limit=956.8691890184, sup_limit=4197.316719246667)
#
# Range = EoSRange(inf_limit=956.8691890184, sup_limit=2735.758620999)
#
# Transition pressure (hadrons) = [ 67.03583799]
# Transition pressure (quarks) = [ 67.03583799]
#
################################################################################
# energy density [MeV fm-3], pressure [MeV fm-3], chem_potential [fm-3]
19011.4376206, 6137.14577794, 2678.77717773
18961.3265548, 6120.44218495, 2676.99650763
18911.3206665, 6103.77355551, 2675.21583753
18861.4325243, 6087.14406882, 2673.43516743
18811.6317485, 6070.54388173, 2671.65449732
18761.91808, 6053.97287837, 2669.87382722
18712.3135684, 6037.43816209, 2668.09315712
18662.8214556, 6020.94081072, 2666.31248702
18613.4163507, 6004.47238381, 2664.53181692
18564.097903, 5988.03276467, 2662.75114681
18514.8954933, 5971.63172162, 2660.97047671
18465.7972205, 5955.26557742, 2659.18980661
18416.7842164, 5938.92805968, 2657.40913651
18367.8559763, 5922.61899189, 2655.62846641
18319.054941, 5906.35209906, 2653.8477963
18270.3478384, 5890.11610312, 2652.0671262
18221.7254247, 5873.90839065, 2650.2864561
18173.1915654, 5857.73067539, 2648.505786
18124.7873975, 5841.59561955, 2646.72511589
18076.4672113, 5825.48888529, 2644.94444579
18028.2305969, 5809.41022435, 2643.16377569
17980.0983175, 5793.36624978, 2641.38310559
17932.0793254, 5777.35983863, 2639.60243549
17884.1439802, 5761.38116323, 2637.82176538
17836.2918003, 5745.43013121, 2636.04109528
17788.561774, 5729.52035765, 2634.26042518
17740.9246123, 5713.64145676, 2632.47975508
17693.3699287, 5697.78990248, 2630.69908498
17645.9085878, 5681.96922167, 2628.91841487
17598.5698824, 5666.18963527, 2627.13774477
17551.3127061, 5650.43730572, 2625.35707467
17504.1368017, 5634.71208765, 2623.57640457
17457.0764529, 5619.02518877, 2621.79573447
17410.1143667, 5603.37147512, 2620.01506436
17363.2328362, 5587.74452449, 2618.23439426
17316.4403282, 5572.14678999, 2616.45372416
17269.7735689, 5556.59140771, 2614.67305406
17223.1864141, 5541.06246355, 2612.89238396
17176.6784843, 5525.55979102, 2611.11171385
17130.2871012, 5510.09576562, 2609.33104375
17083.9925523, 5494.66401871, 2607.55037365
17037.7767797, 5479.25856584, 2605.76970355
16991.6537677, 5463.88411367, 2603.98903344
16945.6493677, 5448.54960688, 2602.20836334
16899.7225064, 5433.24088975, 2600.42769324
16853.8728745, 5417.95779395, 2598.64702314
16808.1510822, 5402.71731036, 2596.86635304
16762.5135009, 5387.50468301, 2595.08568293
16716.9527382, 5372.31762505, 2593.30501283
16671.4984487, 5357.1664228, 2591.52434273
16626.1475978, 5342.04943754, 2589.74367263
16580.8729721, 5326.95778212, 2587.96300253
16535.6872008, 5311.89574462, 2586.18233242
16490.6213078, 5296.87407559, 2584.40166232
16445.6312635, 5281.87736628, 2582.62099222
16400.7168899, 5266.90547002, 2580.84032212
16355.9325485, 5251.9774689, 2579.05965202
16311.2255435, 5237.07518117, 2577.27898191
16266.592424, 5222.19749008, 2575.49831181
16222.0757122, 5207.35869818, 2573.71764171
16177.6510029, 5192.55042003, 2571.93697161
16133.2995405, 5177.76654009, 2570.15630151
16089.0501029, 5163.01683892, 2568.3756314
16044.9054665, 5148.30172503, 2566.5949613
16000.8334358, 5133.61081976, 2564.8142912
15956.8522525, 5118.95042533, 2563.0336211
15912.9854475, 5104.32844318, 2561.25295099
15869.1905783, 5089.73031208, 2559.47228089
15825.4772865, 5075.15910365, 2557.69161079
15781.8879929, 5060.62933098, 2555.91094069
15738.3695625, 5046.12323795, 2554.13027059
15694.9237971, 5031.64142662, 2552.34960048
15651.6100986, 5017.20352895, 2550.56893038
15608.3663654, 5002.78883914, 2548.78826028
15565.1921897, 4988.39723381, 2547.00759018
15522.1483512, 4974.04928764, 2545.22692008
15479.1772978, 4959.72566342, 2543.44624997
15436.2749478, 4945.42499002, 2541.66557987
15393.4990379, 4931.16646217, 2539.88490977
15350.7993, 4916.93320076, 2538.10423967
15308.1673675, 4902.722474, 2536.32356957
15265.6590121, 4888.55323953, 2534.54289946
15223.2293166, 4874.40984293, 2532.76222936
15180.8669325, 4860.28868013, 2530.98155926
15138.625758, 4846.20861423, 2529.20088916
15096.463669, 4832.15459208, 2527.42021906
15054.3682765, 4818.12259607, 2525.63954895
15012.3952113, 4804.13157433, 2523.85887885
14970.4991886, 4790.16623343, 2522.07820875
14928.6686964, 4776.22275683, 2520.29753865
14886.9633584, 4762.3213001, 2518.51686854
14845.3320414, 4748.44422127, 2516.73619844
14803.7655906, 4734.58853303, 2514.95552834
14762.3282408, 4720.77619069, 2513.17485824
14720.9594576, 4706.98670307, 2511.39418814
14679.6556384, 4693.21887056, 2509.61351803
14638.4851676, 4679.49506473, 2507.83284793
14597.3777883, 4665.79243335, 2506.05217783
14556.3420227, 4652.11384481, 2504.27150773
14515.4311235, 4638.47697735, 2502.49083763
14474.5826291, 4624.86083403, 2500.71016752
14433.8145268, 4611.27136076, 2498.92949742
14393.1622274, 4597.72067093, 2497.14882732
14352.5714389, 4584.19044534, 2495.36815722
14312.0712435, 4570.69027507, 2493.58748712
14271.6749203, 4557.22505636, 2491.80681701
14231.3393239, 4543.78002676, 2490.02614691
14191.1072729, 4530.36902866, 2488.24547681
14150.965924, 4516.98854947, 2486.46480671
14110.8841711, 4503.62802998, 2484.68413661
14070.9198673, 4490.30638679, 2482.9034665
14031.0312958, 4477.01022467, 2481.1227964
13991.2011688, 4463.73372436, 2479.3421263
13951.5042164, 4450.50161511, 2477.5614562
13911.866767, 4437.28920176, 2475.78078609
13872.3039645, 4424.10149716, 2474.00011599
13832.8585296, 4410.95291517, 2472.21944589
13793.4703078, 4397.8234677, 2470.43877579
13754.1748805, 4384.72509498, 2468.65810569
13714.9770141, 4371.65924293, 2466.87743558
13675.8356192, 4358.6121824, 2465.09676548
13636.808398, 4345.60300631, 2463.31609538
13597.8570739, 4332.61912952, 2461.53542528
13558.9634979, 4319.65450114, 2459.75475518
13520.201659, 4306.73388634, 2457.97408507
13481.4945988, 4293.83153292, 2456.19341497
13442.8686164, 4280.95620545, 2454.41274487
13404.349679, 4268.11664106, 2452.63207477
13365.8847095, 4255.29504528, 2450.85140467
13327.5265226, 4242.50888135, 2449.07073456
13289.2491526, 4229.74977874, 2447.29006446
13251.025318, 4217.0086018, 2445.50939436
13212.934739, 4204.31164131, 2443.72872426
13174.8964844, 4191.63216146, 2441.94805416
13136.939822, 4178.97994066, 2440.16738405
13099.0877825, 4166.36259417, 2438.38671395
13061.28727, 4153.76239046, 2436.60604385
13023.5985731, 4141.1992908, 2434.82537375
12985.9823766, 4128.66062999, 2433.04470364
12948.4275065, 4116.14264038, 2431.26403354
12910.9959888, 4103.66535435, 2429.48336344
12873.6143281, 4091.20466558, 2427.70269334
12836.3273886, 4078.77558599, 2425.92202324
12799.1285522, 4066.37610402, 2424.14135313
12761.9784619, 4053.99298051, 2422.36068303
12724.9596224, 4041.65326829, 2420.58001293
12687.9922069, 4029.33071689, 2418.79934283
12651.1066631, 4017.03548581, 2417.01867273
12614.3209346, 4004.77359996, 2415.23800262
12577.5825731, 3992.52751547, 2413.45733252
12540.9650778, 3980.32158477, 2411.67666242
12504.4069997, 3968.13559074, 2409.89599232
12467.9230673, 3955.97447709, 2408.11532222
12431.545009, 3943.84849908, 2406.33465211
12395.2127117, 3931.73770132, 2404.55398201
12358.9973516, 3919.66567, 2402.77331191
12322.8442889, 3907.61454172, 2400.99264181
12286.7621687, 3895.58721706, 2399.21197171
12250.7870576, 3883.59564032, 2397.4313016
12214.8559449, 3871.61873623, 2395.6506315
12179.041732, 3859.68071363, 2393.8699614
12143.2882927, 3847.76290474, 2392.0892913
12107.6081562, 3835.86947769, 2390.30862119
12072.0316414, 3824.01051641, 2388.52795109
12036.4974007, 3812.16564576, 2386.74728099
12001.084504, 3800.36144349, 2384.96661089
11965.7255081, 3788.57514952, 2383.18594079
11930.4469305, 3776.815576, 2381.40527068
11895.2630677, 3765.08770943, 2379.62460058
11860.1197254, 3753.37340454, 2377.84393048
11825.1088696, 3741.70311931, 2376.06326038
11790.1396616, 3730.04667221, 2374.28259028
11755.2627831, 3718.42090284, 2372.50192017
11720.4669434, 3706.82223309, 2370.72125007
11685.7239272, 3695.24122767, 2368.94057997
11651.100688, 3683.70014796, 2367.15990987
11616.5156481, 3672.17182643, 2365.37923977
11582.0400132, 3660.68009061, 2363.59856966
11547.6266678, 3649.20894328, 2361.81789956
11513.285689, 3637.76171382, 2360.03722946
11479.0433536, 3626.3475752, 2358.25655936
11444.8373558, 3614.94562251, 2356.47588926
11410.7636332, 3603.58771496, 2354.69521915
11376.7273058, 3592.24229903, 2352.91454905
11342.7873209, 3580.92906423, 2351.13387895
11308.9201833, 3569.6400611, 2349.35320885
11275.1143796, 3558.37145986, 2347.57253874
11241.415593, 3547.13860533, 2345.79186864
11207.7507819, 3535.91707925, 2344.01119854
11174.2129839, 3524.73762757, 2342.23052844
11140.7158474, 3513.57180103, 2340.44985834
11107.3113197, 3502.43700449, 2338.66918823
11073.980619, 3491.32681753, 2336.88851813
11040.7103544, 3480.23677518, 2335.10784803
11007.5456155, 3469.18194475, 2333.32717793
10974.4123219, 3458.13760284, 2331.54650783
10941.4096666, 3447.13667139, 2329.76583772
10908.4412635, 3436.14715791, 2327.98516762
10875.5725083, 3425.19086003, 2326.20449752
10842.7681748, 3414.25610288, 2324.42382742
10810.0331998, 3403.34453561, 2322.64315732
10777.3925001, 3392.46426569, 2320.86248721
10744.7917306, 3381.59725099, 2319.08181711
10712.313618, 3370.77124771, 2317.30114701
10679.8638258, 3359.95466664, 2315.52047691
10647.5310975, 3349.17690896, 2313.73980681
10615.2431405, 3338.41416652, 2311.9591367
10583.0437049, 3327.68111175, 2310.1784666
10550.9160901, 3316.97204609, 2308.3977965
10518.8503698, 3306.28365272, 2306.6171264
10486.8830173, 3295.62788339, 2304.83645629
10454.9514264, 3284.98397495, 2303.05578619
10423.1437341, 3274.38140745, 2301.27511609
10391.3609686, 3263.78714284, 2299.49444599
10359.6972643, 3253.23248499, 2297.71377589
10328.0725793, 3242.69088557, 2295.93310578
10296.5426281, 3232.18099122, 2294.15243568
10265.0754125, 3221.69194559, 2292.37176558
10233.6796237, 3211.22663855, 2290.59109548
10202.369048, 3200.78976405, 2288.81042538
10171.1067628, 3190.36900232, 2287.02975527
10139.952533, 3179.9842238, 2285.24908517
10108.8246881, 3169.60823096, 2283.46841507
10077.8252912, 3159.27509707, 2281.68774497
10046.8466473, 3148.94887749, 2279.90707487
10015.9862331, 3138.6620286, 2278.12640476
9985.16180868, 3128.38719979, 2276.34573466
9954.43544419, 3118.14512225, 2274.56506456
9923.7641315, 3107.92139516, 2272.78439446
9893.17116286, 3097.72378271, 2271.00372436
9862.65226902, 3087.55081364, 2269.22305425
9832.19361543, 3077.39788554, 2267.44238415
9801.82649965, 3067.27552976, 2265.66171405
9771.5015069, 3057.16724222, 2263.88104395
9741.28546041, 3047.09519946, 2262.10037385
9711.09451789, 3037.03150877, 2260.31970374
9681.02879695, 3027.00959898, 2258.53903364
9650.97870462, 3016.99289751, 2256.75836354
9621.05546771, 3007.0183988, 2254.97769344
9591.15401268, 2997.05118862, 2253.19702333
9561.36442867, 2987.1214133, 2251.41635323
9531.6108284, 2977.2036325, 2249.63568313
9501.95528069, 2967.31853556, 2247.85501303
9472.34904202, 2957.44982819, 2246.07434293
9442.82739634, 2947.60923662, 2244.29367282
9413.36783008, 2937.78931831, 2242.51300272
9383.98045991, 2927.99344339, 2240.73233262
9354.66638674, 2918.22209376, 2238.95166252
9325.41213756, 2908.47076262, 2237.17099242
9296.24304029, 2898.74776148, 2235.39032231
9267.12330554, 2889.04118323, 2233.60965221
9238.09856225, 2879.36614933, 2231.82898211
9209.11269507, 2869.70402467, 2230.04831201
9180.23117072, 2860.07684559, 2228.26764191
9151.37903296, 2850.45950838, 2226.4869718
9122.63977305, 2840.8798681, 2224.7063017
9093.92122933, 2831.30714572, 2222.9256316
9065.32373196, 2821.77469661, 2221.1449615
9036.73914637, 2812.24654306, 2219.3642914
9008.28300045, 2802.76108358, 2217.58362129
8979.83310431, 2793.27770079, 2215.80295119
8951.5165147, 2783.83879633, 2214.02228109
8923.20568167, 2774.40181836, 2212.24161099
8895.02263297, 2765.00759273, 2210.46094088
8866.84996804, 2755.61681624, 2208.68027078
8838.80131069, 2746.26722218, 2206.89960068
8810.76672126, 2736.92231799, 2205.11893058
8782.85181629, 2727.61730826, 2203.33826048
8754.95385157, 2718.31796151, 2201.55759037
8727.17255802, 2709.05761202, 2199.77692027
8699.41029565, 2699.80360018, 2197.99625017
8671.76296124, 2690.58786306, 2196.21558007
8644.13589417, 2681.37885151, 2194.43490997
8616.62286647, 2672.20767901, 2192.65423986
8589.13033306, 2663.04336918, 2190.87356976
8561.75097538, 2653.91695724, 2189.09289966
8534.39154201, 2644.79718067, 2187.31222956
8507.14571175, 2635.71523725, 2185.53155946
8479.91849604, 2626.63949868, 2183.75088935
8452.80701793, 2617.60233931, 2181.97021925
8425.71175437, 2608.57057569, 2180.18954915
8398.73399751, 2599.57790931, 2178.40887905
8371.76924147, 2590.5896036, 2176.62820895
8344.9250572, 2581.64174271, 2174.84753884
8318.08982982, 2572.6968489, 2173.06686874
8291.38003312, 2563.79350338, 2171.28619864
8264.67414266, 2554.89145982, 2169.50552854
8238.09810278, 2546.0327003, 2167.72485843
8211.5220629, 2537.17394079, 2165.94418833
8185.07761685, 2528.35916304, 2164.16351823
8158.63518507, 2519.54505904, 2162.38284813
8132.31803497, 2510.77271504, 2160.60217803
8106.00977549, 2502.00333494, 2158.82150792
8079.81865574, 2493.27296663, 2157.04083782
8053.64417972, 2484.54814129, 2155.26016772
8027.57819563, 2475.85947992, 2153.47949762
8001.53758709, 2467.17927708, 2151.69882752
7975.59586346, 2458.53197803, 2149.91815741
7949.68920488, 2449.89634694, 2148.13748731
7923.87069948, 2441.29020342, 2146.35681721
7898.09783784, 2432.69932737, 2144.57614711
7872.40159676, 2424.13390201, 2142.79547701
7846.76260985, 2415.58749562, 2141.0148069
7821.18772028, 2407.06251094, 2139.2341368
7795.68268868, 2398.56087225, 2137.4534667
7770.22814786, 2390.07606435, 2135.6727966
7744.85691417, 2381.61902476, 2133.8921265
7719.521736, 2373.17399338, 2132.11145639
7694.28460478, 2364.76161631, 2130.33078629
7669.06791963, 2356.35604253, 2128.55011619
7643.96450249, 2347.98816034, 2126.76944609
7618.86502045, 2339.62159575, 2124.98877598
7593.89539101, 2331.29850037, 2123.20810588
7568.92576156, 2322.97540498, 2121.42743578
7544.0765869, 2314.6922903, 2119.64676568
7519.24104289, 2306.41369931, 2117.86609558
7494.50723172, 2298.16904849, 2116.08542547
7469.8056111, 2289.935137, 2114.30475537
7445.18601357, 2281.72858981, 2112.52408527
7420.61815576, 2273.53930387, 2110.74341517
7396.11171986, 2265.37052679, 2108.96274507
7371.67769078, 2257.22592551, 2107.18207496
7347.28341163, 2249.09454048, 2105.40140486
7322.98327261, 2240.9944568, 2103.62073476
7298.70012557, 2232.90004186, 2101.84006466
7274.533939, 2224.84464633, 2100.05939456
7250.36775243, 2216.78925081, 2098.27872445
7226.32871854, 2208.77620382, 2096.49805435
7202.29654167, 2200.76544127, 2094.71738425
7178.36627922, 2192.78867836, 2092.93671415
7154.46772525, 2184.8224937, 2091.15604405
7130.64541164, 2176.88174319, 2089.37537394
7106.88098004, 2168.96030313, 2087.59470384
7083.16548546, 2161.05517506, 2085.81403374
7059.53478748, 2153.17831267, 2084.03336364
7035.92484022, 2145.30835588, 2082.25269353
7012.42792935, 2137.47601553, 2080.47202343
6988.93101847, 2129.64367518, 2078.69135333
6965.55957077, 2121.85325868, 2076.91068323
6942.19671668, 2114.06571368, 2075.13001313
6918.92868333, 2106.30969797, 2073.34934302
6895.69971458, 2098.56667208, 2071.56867292
6872.53396059, 2090.84473491, 2069.78800282
6849.43892445, 2083.14638953, 2068.00733272
6826.37426766, 2075.45815452, 2066.22666262
6803.41299217, 2067.80432364, 2064.44599251
6780.45171669, 2060.15049277, 2062.66532241
6757.62091445, 2052.54020613, 2060.88465231
6734.79365899, 2044.93110283, 2059.10398221
6712.06143594, 2037.35376617, 2057.32331211
6689.36780981, 2029.78933173, 2055.542642
6666.73317118, 2022.24449708, 2053.7619719
6644.17364565, 2014.72461937, 2051.9813018
6621.63549792, 2007.2118706, 2050.2006317
6599.20989418, 1999.73665153, 2048.4199616
6576.78429044, 1992.26143246, 2046.63929149
6554.47508652, 1984.82502884, 2044.85862139
6532.18322759, 1977.3944092, 2043.07795129
6509.96798989, 1969.98931984, 2041.29728119
6487.81012214, 1962.60334632, 2039.51661108
6465.68759513, 1955.22916244, 2037.73594098
6443.66353901, 1947.88782791, 2035.95527088
6421.63948288, 1940.54649337, 2034.17460078
6399.74217961, 1933.24742659, 2032.39393068
6377.85196558, 1925.95072337, 2030.61326057
6356.04495325, 1918.68171041, 2028.83259047
6334.2888168, 1911.42963034, 2027.05192037
6312.57071262, 1904.19024281, 2025.27125027
6290.94826418, 1896.98277718, 2023.49058017
6269.32581574, 1889.77531155, 2021.70991006
6247.82909391, 1882.60972216, 2019.92923996
6226.34056397, 1875.44686177, 2018.14856986
6204.93017831, 1868.31004898, 2016.36789976
6183.57558939, 1861.19183571, 2014.58722966
6162.25022475, 1854.08337187, 2012.80655955
6141.02959779, 1847.00984642, 2011.02588945
6119.80897083, 1839.93632096, 2009.24521935
6098.701112, 1832.90037067, 2007.46454925
6077.61425719, 1825.87141906, 2005.68387915
6056.58864754, 1818.86288986, 2003.90320904
6035.63558169, 1811.87855179, 2002.12253894
6014.69087639, 1804.89699949, 2000.34186884
5993.87181826, 1797.95731344, 1998.56119874
5973.05276012, 1791.0176274, 1996.78052863
5952.32172022, 1784.10725819, 1994.99985853
5931.63667897, 1777.21221101, 1993.21918843
5910.98380684, 1770.32790752, 1991.43851833
5890.43239053, 1763.4774855, 1989.65784823
5869.88097423, 1756.62706349, 1987.87717812
5849.43869681, 1749.81296684, 1986.09650802
5829.0213139, 1743.00715577, 1984.31583792
5808.6544137, 1736.21818479, 1982.53516782
5788.37086883, 1729.45701982, 1980.75449772
5768.08732396, 1722.69585486, 1978.97382761
5747.92817159, 1715.97612319, 1977.19315751
5727.77846865, 1709.259539, 1975.41248741
5707.69186929, 1702.56398145, 1973.63181731
5687.67620697, 1695.89206114, 1971.85114721
5667.66070531, 1689.22019441, 1970.0704771
5647.77888454, 1682.59292082, 1968.289807
5627.89706378, 1675.96564724, 1966.5091369
5608.08491198, 1669.36160536, 1964.7284668
5588.33692978, 1662.77896084, 1962.9477967
5568.5927878, 1656.19759676, 1961.16712659
5548.97863857, 1649.65956313, 1959.38645649
5529.36448935, 1643.1215295, 1957.60578639
5509.82077213, 1636.60693028, 1955.82511629
5490.34064142, 1630.11348887, 1954.04444618
5470.86196867, 1623.62053415, 1952.26377608
5451.51565341, 1617.1717624, 1950.48310598
5432.16933816, 1610.72299065, 1948.70243588
5412.88787545, 1604.29585921, 1946.92176578
5393.67536236, 1597.89173653, 1945.14109567
5374.46284927, 1591.48761385, 1943.36042557
5355.37718077, 1585.12569659, 1941.57975547
5336.29864848, 1578.76615398, 1939.79908537
5317.27321334, 1572.424336, 1938.01841527
5298.32845333, 1566.10944761, 1936.23774516
5279.38369332, 1559.79455923, 1934.45707506
5260.55079317, 1553.51694402, 1932.67640496
5241.73997508, 1547.24668727, 1930.89573486
5222.96413664, 1540.98809399, 1929.11506476
5204.28723869, 1534.76249301, 1927.33439465
5185.61034074, 1528.53689202, 1925.55372455
5167.02381665, 1522.34138384, 1923.77305445
5148.48081509, 1516.1603676, 1921.99238435
5129.9480271, 1509.98275821, 1920.21171425
5111.53889403, 1503.84639613, 1918.43104414
5093.12976095, 1497.71003404, 1916.65037404
5074.78295663, 1491.59440473, 1914.86970394
5056.50784913, 1485.50262477, 1913.08903384
5038.23274163, 1479.41084481, 1911.30836373
5020.0700183, 1473.35661753, 1909.52769363
5001.92853359, 1467.30948672, 1907.74702353
4983.81443914, 1461.27147636, 1905.96635343
4965.80709725, 1455.26901379, 1904.18568333
4947.79975536, 1449.26655123, 1902.40501322
4929.86653734, 1443.28880509, 1900.62434312
4911.99293315, 1437.33093703, 1898.84367302
4894.11932897, 1431.37306897, 1897.06300292
4876.36502759, 1425.45495467, 1895.28233282
4858.6253049, 1419.54169873, 1893.50166271
4840.91429861, 1413.63802823, 1891.72099261
4823.30841694, 1407.76944625, 1889.94032251
4805.70253527, 1401.90086427, 1888.15965241
4788.16691985, 1396.05567324, 1886.37898231
4770.69501512, 1390.23168972, 1884.5983122
4753.22311039, 1384.4077062, 1882.8176421
4735.86111603, 1378.62037201, 1881.036972
4718.52313918, 1372.84104639, 1879.2563019
4701.19892868, 1367.06631071, 1877.4756318
4683.99465098, 1361.33156652, 1875.69496169
4666.79037328, 1355.59682232, 1873.91429159
4649.63583246, 1349.87864626, 1872.13362149
4632.56556008, 1344.18854054, 1870.35295139
4615.49528769, 1338.49843483, 1868.57228128
4598.50874615, 1332.83623964, 1866.79161118
4581.57242179, 1327.19078338, 1865.01094108
4564.63609743, 1321.54532712, 1863.23027098
4547.81553225, 1315.93844481, 1861.44960088
4531.01309729, 1310.33760378, 1859.66893077
4514.22261494, 1304.74075761, 1857.88826067
4497.55383363, 1299.1845846, 1856.10759057
4480.88505231, 1293.62841159, 1854.32692047
4464.25643059, 1288.08558999, 1852.54625037
4447.7217634, 1282.57400535, 1850.76558026
4431.18709621, 1277.06242071, 1848.98491016
4414.71861626, 1271.57290543, 1847.20424006
4398.31782171, 1266.10595958, 1845.42356996
4381.91702717, 1260.63901373, 1843.64289986
4365.60643257, 1255.20213424, 1841.86222975
4349.33944125, 1249.77978958, 1840.08155965
4333.07244993, 1244.35744492, 1838.30088955
4316.91772056, 1238.97253283, 1836.52021945
4300.78463286, 1233.59483693, 1834.73954935
4284.65154515, 1228.21714103, 1832.95887924
4268.65054102, 1222.88351536, 1831.17820914
4252.65128168, 1217.5504713, 1829.39753904
4236.66806977, 1212.22276655, 1827.61686894
4220.80289906, 1206.93433387, 1825.83619883
4204.93772836, 1201.64590118, 1824.05552873
4189.10414278, 1196.36800986, 1822.27485863
4173.37263984, 1191.12418971, 1820.49418853
4157.6411369, 1185.88036957, 1818.71351843
4141.95470714, 1180.65157794, 1816.93284832
4126.35712558, 1175.45241219, 1815.15217822
4110.75954401, 1170.25324643, 1813.37150812
4095.21827498, 1165.07282833, 1811.59083802
4079.75469444, 1159.91827362, 1809.81016792
4064.29111389, 1154.76371892, 1808.02949781
4048.89272375, 1149.63089455, 1806.24882771
4033.56296842, 1144.5209485, 1804.46815761
4018.2332131, 1139.41100244, 1802.68748751
4002.9753554, 1134.32505194, 1800.90681741
3987.77949705, 1129.25979319, 1799.1261473
3972.5836387, 1124.19453445, 1797.3454772
3957.46397766, 1119.15467506, 1795.5648071
3942.40191934, 1114.13401609, 1793.784137
3927.33986102, 1109.11335711, 1792.0034669
3912.35608697, 1104.11876165, 1790.22279679
3897.42797318, 1099.14269643, 1788.44212669
3882.49985939, 1094.16663121, 1786.66145659
3867.64963561, 1089.2165452, 1784.88078649
3852.8554422, 1084.2851474, 1783.10011638
3838.06124878, 1079.35374959, 1781.31944628
3823.34212745, 1074.44736785, 1779.53877618
3808.6818273, 1069.56058794, 1777.75810608
3794.02152716, 1064.67380802, 1775.97743598
3779.43097846, 1059.81030602, 1774.19676587
3764.90446195, 1054.96817387, 1772.41609577
3750.37794544, 1050.12604172, 1770.63542567
3735.91352246, 1045.30457624, 1768.85475557
3721.520994, 1040.50704045, 1767.07408547
3707.12846554, 1035.70950465, 1765.29341536
3692.78768298, 1030.92922471, 1763.51274526
3678.52902405, 1026.17633198, 1761.73207516
3664.27036512, 1021.42343925, 1759.95140506
3650.05057163, 1016.68350722, 1758.17073496
3635.92574029, 1011.9752432, 1756.39006485
3621.80090894, 1007.26697918, 1754.60939475
3607.69948444, 1002.56651516, 1752.82872465
3593.70859025, 997.902883761, 1751.04805455
3579.71769606, 993.239252366, 1749.26738445
3565.73205903, 988.577372704, 1747.48671434
3551.87505032, 983.958356953, 1745.70604424
3538.01804161, 979.339341201, 1743.92537414
3524.1610329, 974.72032545, 1742.14470404
3510.42227659, 970.140750038, 1740.36403393
3496.69909886, 965.566370185, 1738.58336383
3482.97592113, 960.991990332, 1736.80269373
3469.34748894, 956.449187538, 1735.02202363
3455.75823539, 951.919442835, 1733.24135353
3442.16898184, 947.389698132, 1731.46068342
3428.64809856, 942.882727356, 1729.68001332
3415.19278195, 938.39759651, 1727.89934322
3401.73746533, 933.912465663, 1726.11867312
3388.32125761, 929.440386044, 1724.33800302
3374.99973362, 924.999903103, 1722.55733291
3361.67820963, 920.559420162, 1720.77666281
3348.36373438, 916.121284984, 1718.99599271
3335.1761565, 911.725406825, 1717.21532261
3321.98857861, 907.329528666, 1715.43465251
3308.80100073, 902.933650508, 1713.6539824
3295.71932127, 898.573096404, 1711.8733123
3282.66561083, 894.22187204, 1710.0926422
3269.6119004, 889.870647676, 1708.3119721
3256.62608835, 885.542049796, 1706.531302
3243.70623867, 881.235433235, 1704.75063189
