################################################################################
# config_name = BJ_MIT.properties.conf
# mu_0 = 2700.0
# quarks_eos_file_name = ../workspace.eos/eos.quarks.mit/mit_bag_model_B_130.csv
# hadrons_eos_file_name = ../workspace.eos/eos.hadron.Bethe_Johnson/bethe_johnson.csv
#
# Range Quarks - P(mu) = EoSRange(inf_limit=0.0, sup_limit=2735.758620999)
# Range Hadrons - P(mu)  = EoSRange(inf_limit=956.8691890184, sup_limit=4197.316719246667)
#
# Range = EoSRange(inf_limit=956.8691890184, sup_limit=2735.758620999)
#
# Transition pressure (hadrons) = [ 28.22981097]
# Transition pressure (quarks) = [ 28.22981097]
#
################################################################################
# energy density [MeV fm-3], pressure [MeV fm-3], chem_potential [fm-3]
14783.7655906, 4754.58853303, 2514.95552834
14742.3282408, 4740.77619069, 2513.17485824
14700.9594576, 4726.98670307, 2511.39418814
14659.6556384, 4713.21887056, 2509.61351803
14618.4851676, 4699.49506473, 2507.83284793
14577.3777883, 4685.79243335, 2506.05217783
14536.3420227, 4672.11384481, 2504.27150773
14495.4311235, 4658.47697735, 2502.49083763
14454.5826291, 4644.86083403, 2500.71016752
14413.8145268, 4631.27136076, 2498.92949742
14373.1622274, 4617.72067093, 2497.14882732
14332.5714389, 4604.19044534, 2495.36815722
14292.0712435, 4590.69027507, 2493.58748712
14251.6749203, 4577.22505636, 2491.80681701
14211.3393239, 4563.78002676, 2490.02614691
14171.1072729, 4550.36902866, 2488.24547681
14130.965924, 4536.98854947, 2486.46480671
14090.8841711, 4523.62802998, 2484.68413661
14050.9198673, 4510.30638679, 2482.9034665
14011.0312958, 4497.01022467, 2481.1227964
13971.2011688, 4483.73372436, 2479.3421263
13931.5042164, 4470.50161511, 2477.5614562
13891.866767, 4457.28920176, 2475.78078609
13852.3039645, 4444.10149716, 2474.00011599
13812.8585296, 4430.95291517, 2472.21944589
13773.4703078, 4417.8234677, 2470.43877579
13734.1748805, 4404.72509498, 2468.65810569
13694.9770141, 4391.65924293, 2466.87743558
13655.8356192, 4378.6121824, 2465.09676548
13616.808398, 4365.60300631, 2463.31609538
13577.8570739, 4352.61912952, 2461.53542528
13538.9634979, 4339.65450114, 2459.75475518
13500.201659, 4326.73388634, 2457.97408507
13461.4945988, 4313.83153292, 2456.19341497
13422.8686164, 4300.95620545, 2454.41274487
13384.349679, 4288.11664106, 2452.63207477
13345.8847095, 4275.29504528, 2450.85140467
13307.5265226, 4262.50888135, 2449.07073456
13269.2491526, 4249.74977874, 2447.29006446
13231.025318, 4237.0086018, 2445.50939436
13192.934739, 4224.31164131, 2443.72872426
13154.8964844, 4211.63216146, 2441.94805416
13116.939822, 4198.97994066, 2440.16738405
13079.0877825, 4186.36259417, 2438.38671395
13041.28727, 4173.76239046, 2436.60604385
13003.5985731, 4161.1992908, 2434.82537375
12965.9823766, 4148.66062999, 2433.04470364
12928.4275065, 4136.14264038, 2431.26403354
12890.9959874, 4123.66521657, 2429.48336344
12853.61433, 4111.204465, 2427.70269334
12816.3273891, 4098.77553509, 2425.92202324
12779.1285522, 4086.37610402, 2424.14135313
12741.9784619, 4073.99298051, 2422.36068303
12704.9596224, 4061.65326829, 2420.58001293
12667.9922069, 4049.33071689, 2418.79934283
12631.1066631, 4037.03548581, 2417.01867273
12594.3209346, 4024.77359996, 2415.23800262
12557.5825731, 4012.52751547, 2413.45733252
12520.9650778, 4000.32158477, 2411.67666242
12484.4069997, 3988.13559074, 2409.89599232
12447.9230673, 3975.97447709, 2408.11532222
12411.545009, 3963.84849908, 2406.33465211
12375.2127117, 3951.73770132, 2404.55398201
12338.9973516, 3939.66567, 2402.77331191
12302.8442889, 3927.61454172, 2400.99264181
12266.7621687, 3915.58721706, 2399.21197171
12230.7870576, 3903.59564032, 2397.4313016
12194.8559449, 3891.61873623, 2395.6506315
12159.041732, 3879.68071363, 2393.8699614
12123.2882927, 3867.76290474, 2392.0892913
12087.6081562, 3855.86947769, 2390.30862119
12052.0316414, 3844.01051641, 2388.52795109
12016.4974007, 3832.16564576, 2386.74728099
11981.084504, 3820.36144349, 2384.96661089
11945.7255081, 3808.57514952, 2383.18594079
11910.4469305, 3796.815576, 2381.40527068
11875.2630677, 3785.08770943, 2379.62460058
11840.1197254, 3773.37340454, 2377.84393048
11805.1088696, 3761.70311931, 2376.06326038
11770.1396616, 3750.04667221, 2374.28259028
11735.2627831, 3738.42090284, 2372.50192017
11700.4669434, 3726.82223309, 2370.72125007
11665.7239272, 3715.24122767, 2368.94057997
11631.100688, 3703.70014796, 2367.15990987
11596.5156481, 3692.17182643, 2365.37923977
11562.0400132, 3680.68009061, 2363.59856966
11527.6266678, 3669.20894328, 2361.81789956
11493.285689, 3657.76171382, 2360.03722946
11459.0433536, 3646.3475752, 2358.25655936
11424.8373558, 3634.94562251, 2356.47588926
11390.7636332, 3623.58771496, 2354.69521915
11356.7273058, 3612.24229903, 2352.91454905
11322.7873209, 3600.92906423, 2351.13387895
11288.9201833, 3589.6400611, 2349.35320885
11255.1143796, 3578.37145986, 2347.57253874
11221.415593, 3567.13860533, 2345.79186864
11187.7507819, 3555.91707925, 2344.01119854
11154.2129839, 3544.73762757, 2342.23052844
11120.7158474, 3533.57180103, 2340.44985834
11087.3113197, 3522.43700449, 2338.66918823
11053.980619, 3511.32681753, 2336.88851813
11020.7103544, 3500.23677518, 2335.10784803
10987.5456155, 3489.18194475, 2333.32717793
10954.4123219, 3478.13760284, 2331.54650783
10921.4096666, 3467.13667139, 2329.76583772
10888.4412635, 3456.14715791, 2327.98516762
10855.5725083, 3445.19086003, 2326.20449752
10822.7681748, 3434.25610288, 2324.42382742
10790.0331998, 3423.34453561, 2322.64315732
10757.3925001, 3412.46426569, 2320.86248721
10724.7917306, 3401.59725099, 2319.08181711
10692.313618, 3390.77124771, 2317.30114701
10659.8638258, 3379.95466664, 2315.52047691
10627.5310975, 3369.17690896, 2313.73980681
10595.2431405, 3358.41416652, 2311.9591367
10563.0437049, 3347.68111175, 2310.1784666
10530.9160901, 3336.97204609, 2308.3977965
10498.8503698, 3326.28365272, 2306.6171264
10466.8830173, 3315.62788339, 2304.83645629
10434.9514264, 3304.98397495, 2303.05578619
10403.1437341, 3294.38140745, 2301.27511609
10371.3609686, 3283.78714284, 2299.49444599
10339.6972643, 3273.23248499, 2297.71377589
10308.0725793, 3262.69088557, 2295.93310578
10276.5426281, 3252.18099122, 2294.15243568
10245.0754125, 3241.69194559, 2292.37176558
10213.6796237, 3231.22663855, 2290.59109548
10182.369048, 3220.78976405, 2288.81042538
10151.1067628, 3210.36900232, 2287.02975527
10119.952533, 3199.9842238, 2285.24908517
10088.8246881, 3189.60823096, 2283.46841507
10057.8252912, 3179.27509707, 2281.68774497
10026.8466473, 3168.94887749, 2279.90707487
9995.98623306, 3158.6620286, 2278.12640476
9965.16180868, 3148.38719979, 2276.34573466
9934.43544419, 3138.14512225, 2274.56506456
9903.7641315, 3127.92139516, 2272.78439446
9873.17116286, 3117.72378271, 2271.00372436
9842.65226902, 3107.55081364, 2269.22305425
9812.19361543, 3097.39788554, 2267.44238415
9781.82649965, 3087.27552976, 2265.66171405
9751.5015069, 3077.16724222, 2263.88104395
9721.28546041, 3067.09519946, 2262.10037385
9691.09451789, 3057.03150877, 2260.31970374
9661.02879695, 3047.00959898, 2258.53903364
9630.97870462, 3036.99289751, 2256.75836354
9601.05546771, 3027.0183988, 2254.97769344
9571.15401268, 3017.05118862, 2253.19702333
9541.36442867, 3007.1214133, 2251.41635323
9511.6108284, 2997.2036325, 2249.63568313
9481.95528069, 2987.31853556, 2247.85501303
9452.34904202, 2977.44982819, 2246.07434293
9422.82739634, 2967.60923662, 2244.29367282
9393.36783008, 2957.78931831, 2242.51300272
9363.98045991, 2947.99344339, 2240.73233262
9334.66638674, 2938.22209376, 2238.95166252
9305.41213756, 2928.47076262, 2237.17099242
9276.24304029, 2918.74776148, 2235.39032231
9247.12330554, 2909.04118323, 2233.60965221
9218.09856225, 2899.36614933, 2231.82898211
9189.11269507, 2889.70402467, 2230.04831201
9160.23117072, 2880.07684559, 2228.26764191
9131.37903296, 2870.45950838, 2226.4869718
9102.63977305, 2860.8798681, 2224.7063017
9073.92122933, 2851.30714572, 2222.9256316
9045.32373196, 2841.77469661, 2221.1449615
9016.73914637, 2832.24654306, 2219.3642914
8988.28300045, 2822.76108358, 2217.58362129
8959.83310431, 2813.27770079, 2215.80295119
8931.5165147, 2803.83879633, 2214.02228109
8903.20568167, 2794.40181836, 2212.24161099
8875.02263297, 2785.00759273, 2210.46094088
8846.84996804, 2775.61681624, 2208.68027078
8818.80131069, 2766.26722218, 2206.89960068
8790.76672126, 2756.92231799, 2205.11893058
8762.85181629, 2747.61730826, 2203.33826048
8734.95385157, 2738.31796151, 2201.55759037
8707.17255802, 2729.05761202, 2199.77692027
8679.41029565, 2719.80360018, 2197.99625017
8651.76296124, 2710.58786306, 2196.21558007
8624.13589417, 2701.37885151, 2194.43490997
8596.62286647, 2692.20767901, 2192.65423986
8569.13033306, 2683.04336918, 2190.87356976
8541.75097538, 2673.91695724, 2189.09289966
8514.39154201, 2664.79718067, 2187.31222956
8487.14571175, 2655.71523725, 2185.53155946
8459.91849604, 2646.63949868, 2183.75088935
8432.80701793, 2637.60233931, 2181.97021925
8405.71175437, 2628.57057569, 2180.18954915
8378.73399751, 2619.57790931, 2178.40887905
8351.76924147, 2610.5896036, 2176.62820895
8324.9250572, 2601.64174271, 2174.84753884
8298.08982982, 2592.6968489, 2173.06686874
8271.38003312, 2583.79350338, 2171.28619864
8244.67414266, 2574.89145982, 2169.50552854
8218.09810278, 2566.0327003, 2167.72485843
8191.5220629, 2557.17394079, 2165.94418833
8165.07761685, 2548.35916304, 2164.16351823
8138.63518507, 2539.54505904, 2162.38284813
8112.31803497, 2530.77271504, 2160.60217803
8086.00977549, 2522.00333494, 2158.82150792
8059.81865574, 2513.27296663, 2157.04083782
8033.64417972, 2504.54814129, 2155.26016772
8007.57819563, 2495.85947992, 2153.47949762
7981.53758709, 2487.17927708, 2151.69882752
7955.59586346, 2478.53197803, 2149.91815741
7929.68920488, 2469.89634694, 2148.13748731
7903.87069948, 2461.29020342, 2146.35681721
7878.09783784, 2452.69932737, 2144.57614711
7852.40159676, 2444.13390201, 2142.79547701
7826.76260985, 2435.58749562, 2141.0148069
7801.18772028, 2427.06251094, 2139.2341368
7775.68268868, 2418.56087225, 2137.4534667
7750.22814786, 2410.07606435, 2135.6727966
7724.85691417, 2401.61902476, 2133.8921265
7699.521736, 2393.17399338, 2132.11145639
7674.28460478, 2384.76161631, 2130.33078629
7649.06791963, 2376.35604253, 2128.55011619
7623.96450249, 2367.98816034, 2126.76944609
7598.86502045, 2359.62159575, 2124.98877598
7573.89539101, 2351.29850037, 2123.20810588
7548.92576156, 2342.97540498, 2121.42743578
7524.0765869, 2334.6922903, 2119.64676568
7499.24104289, 2326.41369931, 2117.86609558
7474.50723172, 2318.16904849, 2116.08542547
7449.8056111, 2309.935137, 2114.30475537
7425.18601357, 2301.72858981, 2112.52408527
7400.61815576, 2293.53930387, 2110.74341517
7376.11171986, 2285.37052679, 2108.96274507
7351.67769078, 2277.22592551, 2107.18207496
7327.28341163, 2269.09454048, 2105.40140486
7302.98327261, 2260.9944568, 2103.62073476
7278.70012557, 2252.90004186, 2101.84006466
7254.533939, 2244.84464633, 2100.05939456
7230.36775243, 2236.78925081, 2098.27872445
7206.32871854, 2228.77620382, 2096.49805435
7182.29654167, 2220.76544127, 2094.71738425
7158.36627922, 2212.78867836, 2092.93671415
7134.46772525, 2204.8224937, 2091.15604405
7110.64541164, 2196.88174319, 2089.37537394
7086.88098004, 2188.96030313, 2087.59470384
7063.16548546, 2181.05517506, 2085.81403374
7039.53478748, 2173.17831267, 2084.03336364
7015.92484022, 2165.30835588, 2082.25269353
6992.42792935, 2157.47601553, 2080.47202343
6968.93101847, 2149.64367518, 2078.69135333
6945.55957077, 2141.85325868, 2076.91068323
6922.19671668, 2134.06571368, 2075.13001313
6898.92868333, 2126.30969797, 2073.34934302
6875.69971458, 2118.56667208, 2071.56867292
6852.53396059, 2110.84473491, 2069.78800282
6829.43892445, 2103.14638953, 2068.00733272
6806.37426766, 2095.45815452, 2066.22666262
6783.41299217, 2087.80432364, 2064.44599251
6760.45171669, 2080.15049277, 2062.66532241
6737.62091392, 2072.54025866, 2060.88465231
6714.79365887, 2064.93120932, 2059.10398221
6692.06143426, 2057.35385002, 2057.32331211
6669.3678092, 2049.78936184, 2055.542642
6646.73317118, 2042.24449708, 2053.7619719
6624.17364565, 2034.72461937, 2051.9813018
6601.63549792, 2027.2118706, 2050.2006317
6579.20989418, 2019.73665153, 2048.4199616
6556.78429044, 2012.26143246, 2046.63929149
6534.47508652, 2004.82502884, 2044.85862139
6512.18322759, 1997.3944092, 2043.07795129
6489.96798989, 1989.98931984, 2041.29728119
6467.81012214, 1982.60334632, 2039.51661108
6445.68759513, 1975.22916244, 2037.73594098
6423.66353901, 1967.88782791, 2035.95527088
6401.63948288, 1960.54649337, 2034.17460078
6379.74217961, 1953.24742659, 2032.39393068
6357.85196558, 1945.95072337, 2030.61326057
6336.04495325, 1938.68171041, 2028.83259047
6314.2888168, 1931.42963034, 2027.05192037
6292.57071262, 1924.19024281, 2025.27125027
6270.94826418, 1916.98277718, 2023.49058017
6249.32581574, 1909.77531155, 2021.70991006
6227.82909391, 1902.60972216, 2019.92923996
6206.34056397, 1895.44686177, 2018.14856986
6184.93017831, 1888.31004898, 2016.36789976
6163.57558939, 1881.19183571, 2014.58722966
6142.25022475, 1874.08337187, 2012.80655955
6121.02959779, 1867.00984642, 2011.02588945
6099.80897083, 1859.93632096, 2009.24521935
6078.701112, 1852.90037067, 2007.46454925
6057.61425719, 1845.87141906, 2005.68387915
6036.58864754, 1838.86288986, 2003.90320904
6015.63558169, 1831.87855179, 2002.12253894
5994.69087639, 1824.89699949, 2000.34186884
5973.87181826, 1817.95731344, 1998.56119874
5953.05276012, 1811.0176274, 1996.78052863
5932.32172022, 1804.10725819, 1994.99985853
5911.63667897, 1797.21221101, 1993.21918843
5890.98380684, 1790.32790752, 1991.43851833
5870.43239053, 1783.4774855, 1989.65784823
5849.88097423, 1776.62706349, 1987.87717812
5829.43869681, 1769.81296684, 1986.09650802
5809.0213139, 1763.00715577, 1984.31583792
5788.6544137, 1756.21818479, 1982.53516782
5768.37086883, 1749.45701982, 1980.75449772
5748.08732396, 1742.69585486, 1978.97382761
5727.92817159, 1735.97612319, 1977.19315751
5707.77846865, 1729.259539, 1975.41248741
5687.69186929, 1722.56398145, 1973.63181731
5667.67620697, 1715.89206114, 1971.85114721
5647.66070531, 1709.22019441, 1970.0704771
5627.77888454, 1702.59292082, 1968.289807
5607.89706378, 1695.96564724, 1966.5091369
5588.08491198, 1689.36160536, 1964.7284668
5568.33692978, 1682.77896084, 1962.9477967
5548.5927878, 1676.19759676, 1961.16712659
5528.97863857, 1669.65956313, 1959.38645649
5509.36448935, 1663.1215295, 1957.60578639
5489.82077213, 1656.60693028, 1955.82511629
5470.34064142, 1650.11348887, 1954.04444618
5450.86196867, 1643.62053415, 1952.26377608
5431.51565341, 1637.1717624, 1950.48310598
5412.16933816, 1630.72299065, 1948.70243588
5392.88787545, 1624.29585921, 1946.92176578
5373.67536236, 1617.89173653, 1945.14109567
5354.46284927, 1611.48761385, 1943.36042557
5335.37718077, 1605.12569659, 1941.57975547
5316.29864848, 1598.76615398, 1939.79908537
5297.27321334, 1592.424336, 1938.01841527
5278.32845333, 1586.10944761, 1936.23774516
5259.38369332, 1579.79455923, 1934.45707506
5240.55079317, 1573.51694402, 1932.67640496
5221.73997508, 1567.24668727, 1930.89573486
5202.96413664, 1560.98809399, 1929.11506476
5184.28723869, 1554.76249301, 1927.33439465
5165.61034074, 1548.53689202, 1925.55372455
5147.02381665, 1542.34138384, 1923.77305445
5128.48081509, 1536.1603676, 1921.99238435
5109.9480271, 1529.98275821, 1920.21171425
5091.53889403, 1523.84639613, 1918.43104414
5073.12976095, 1517.71003404, 1916.65037404
5054.78295663, 1511.59440473, 1914.86970394
5036.50784913, 1505.50262477, 1913.08903384
5018.23274163, 1499.41084481, 1911.30836373
5000.0700183, 1493.35661753, 1909.52769363
4981.92853359, 1487.30948672, 1907.74702353
4963.81443914, 1481.27147636, 1905.96635343
4945.80709725, 1475.26901379, 1904.18568333
4927.79975536, 1469.26655123, 1902.40501322
4909.86653734, 1463.28880509, 1900.62434312
4891.99293315, 1457.33093703, 1898.84367302
4874.11932897, 1451.37306897, 1897.06300292
4856.36502759, 1445.45495467, 1895.28233282
4838.6253049, 1439.54169873, 1893.50166271
4820.91429861, 1433.63802823, 1891.72099261
4803.30841694, 1427.76944625, 1889.94032251
4785.70253527, 1421.90086427, 1888.15965241
4768.16691985, 1416.05567324, 1886.37898231
4750.69501512, 1410.23168972, 1884.5983122
4733.22311039, 1404.4077062, 1882.8176421
4715.86111603, 1398.62037201, 1881.036972
4698.52313918, 1392.84104639, 1879.2563019
4681.19892868, 1387.06631071, 1877.4756318
4663.99465098, 1381.33156652, 1875.69496169
4646.79037328, 1375.59682232, 1873.91429159
4629.63583246, 1369.87864626, 1872.13362149
4612.56556008, 1364.18854054, 1870.35295139
4595.49528769, 1358.49843483, 1868.57228128
4578.50874615, 1352.83623964, 1866.79161118
4561.57242179, 1347.19078338, 1865.01094108
4544.63609743, 1341.54532712, 1863.23027098
4527.81553225, 1335.93844481, 1861.44960088
4511.01309729, 1330.33760378, 1859.66893077
4494.22261494, 1324.74075761, 1857.88826067
4477.55383363, 1319.1845846, 1856.10759057
4460.88505231, 1313.62841159, 1854.32692047
4444.25643059, 1308.08558999, 1852.54625037
4427.7217634, 1302.57400535, 1850.76558026
4411.18709621, 1297.06242071, 1848.98491016
4394.71861626, 1291.57290543, 1847.20424006
4378.31782171, 1286.10595958, 1845.42356996
4361.91702717, 1280.63901373, 1843.64289986
4345.60643257, 1275.20213424, 1841.86222975
4329.33944125, 1269.77978958, 1840.08155965
4313.07244993, 1264.35744492, 1838.30088955
4296.91772056, 1258.97253283, 1836.52021945
4280.78463286, 1253.59483693, 1834.73954935
4264.65154515, 1248.21714103, 1832.95887924
4248.65054102, 1242.88351536, 1831.17820914
4232.65128168, 1237.5504713, 1829.39753904
4216.66806977, 1232.22276655, 1827.61686894
4200.80289906, 1226.93433387, 1825.83619883
4184.93772836, 1221.64590118, 1824.05552873
4169.10414278, 1216.36800986, 1822.27485863
4153.37263984, 1211.12418971, 1820.49418853
4137.6411369, 1205.88036957, 1818.71351843
4121.95473383, 1200.65157794, 1816.93284832
4106.35723656, 1195.45241219, 1815.15217822
4090.75973928, 1190.25324643, 1813.37150812
4075.21848498, 1185.07282833, 1811.59083802
4059.75482086, 1179.91827362, 1809.81016792
4044.29115675, 1174.76371892, 1808.02949781
4028.89272375, 1169.63089455, 1806.24882771
4013.56296842, 1164.5209485, 1804.46815761
3998.2332131, 1159.41100244, 1802.68748751
3982.9753554, 1154.32505194, 1800.90681741
3967.77949705, 1149.25979319, 1799.1261473
3952.5836387, 1144.19453445, 1797.3454772
3937.46397766, 1139.15467506, 1795.5648071
3922.40191934, 1134.13401609, 1793.784137
3907.33986102, 1129.11335711, 1792.0034669
3892.35608697, 1124.11876165, 1790.22279679
3877.42797318, 1119.14269643, 1788.44212669
3862.49985939, 1114.16663121, 1786.66145659
3847.64963561, 1109.2165452, 1784.88078649
3832.8554422, 1104.2851474, 1783.10011638
3818.06124878, 1099.35374959, 1781.31944628
3803.34212745, 1094.44736785, 1779.53877618
3788.6818273, 1089.56058794, 1777.75810608
3774.02152716, 1084.67380802, 1775.97743598
3759.43097846, 1079.81030602, 1774.19676587
3744.90446195, 1074.96817387, 1772.41609577
3730.37794544, 1070.12604172, 1770.63542567
3715.91352246, 1065.30457624, 1768.85475557
3701.520994, 1060.50704045, 1767.07408547
3687.12846554, 1055.70950465, 1765.29341536
3672.78768049, 1050.92921709, 1763.51274526
3658.52902248, 1046.17630465, 1761.73207516
3644.27036447, 1041.42339221, 1759.95140506
3630.05057051, 1036.68345188, 1758.17073496
3615.92573956, 1031.97520745, 1756.39006485
3601.80090861, 1027.26696302, 1754.60939475
3587.69948443, 1022.56651516, 1752.82872465
3573.70859024, 1017.90288376, 1751.04805455
3559.71769605, 1013.23925236, 1749.26738445
3545.73205902, 1008.5773727, 1747.48671434
3531.87505031, 1003.95835695, 1745.70604424
3518.0180416, 999.3393412, 1743.92537414
3504.1610329, 994.72032545, 1742.14470404
3490.42227659, 990.140750038, 1740.36403393
3476.69909886, 985.566370185, 1738.58336383
3462.97592113, 980.991990332, 1736.80269373
3449.34748894, 976.449187538, 1735.02202363
