################################################################################
# config_name = BJ_MIT.properties.conf
# mu_0 = 2700.0
# quarks_eos_file_name = ../workspace.eos/eos.quarks.mit/mit_bag_model_B_190.csv
# hadrons_eos_file_name = ../workspace.eos/eos.hadron.Bethe_Johnson/bethe_johnson.csv
#
# Range Quarks - P(mu) = EoSRange(inf_limit=0.0, sup_limit=2735.758620999)
# Range Hadrons - P(mu)  = EoSRange(inf_limit=956.8691890184, sup_limit=4197.316719246667)
#
# Range = EoSRange(inf_limit=956.8691890184, sup_limit=2735.758620999)
#
# Transition pressure (hadrons) = [ 153.62077835]
# Transition pressure (quarks) = [ 153.62077835]
#
################################################################################
# energy density [MeV fm-3], pressure [MeV fm-3], chem_potential [fm-3]
17733.3699287, 5657.78990248, 2630.69908498
17685.9085878, 5641.96922167, 2628.91841487
17638.5698824, 5626.18963527, 2627.13774477
17591.3127061, 5610.43730572, 2625.35707467
17544.1368017, 5594.71208765, 2623.57640457
17497.0764529, 5579.02518877, 2621.79573447
17450.1143667, 5563.37147512, 2620.01506436
17403.2328362, 5547.74452449, 2618.23439426
17356.4403282, 5532.14678999, 2616.45372416
17309.7735689, 5516.59140771, 2614.67305406
17263.1864141, 5501.06246355, 2612.89238396
17216.6784843, 5485.55979102, 2611.11171385
17170.2871012, 5470.09576562, 2609.33104375
17123.9925523, 5454.66401871, 2607.55037365
17077.7767797, 5439.25856584, 2605.76970355
17031.6537677, 5423.88411367, 2603.98903344
16985.6493677, 5408.54960688, 2602.20836334
16939.7225064, 5393.24088975, 2600.42769324
16893.8728745, 5377.95779395, 2598.64702314
16848.1510822, 5362.71731036, 2596.86635304
16802.5135009, 5347.50468301, 2595.08568293
16756.9527382, 5332.31762505, 2593.30501283
16711.4984487, 5317.1664228, 2591.52434273
16666.1475978, 5302.04943754, 2589.74367263
16620.8729721, 5286.95778212, 2587.96300253
16575.6872008, 5271.89574462, 2586.18233242
16530.6213078, 5256.87407559, 2584.40166232
16485.6312635, 5241.87736628, 2582.62099222
16440.7168899, 5226.90547002, 2580.84032212
16395.9325485, 5211.9774689, 2579.05965202
16351.2255435, 5197.07518117, 2577.27898191
16306.592424, 5182.19749008, 2575.49831181
16262.0757122, 5167.35869818, 2573.71764171
16217.6510029, 5152.55042003, 2571.93697161
16173.2995405, 5137.76654009, 2570.15630151
16129.0501029, 5123.01683892, 2568.3756314
16084.9054665, 5108.30172503, 2566.5949613
16040.8334358, 5093.61081976, 2564.8142912
15996.8522525, 5078.95042533, 2563.0336211
15952.9854475, 5064.32844318, 2561.25295099
15909.1905783, 5049.73031208, 2559.47228089
15865.4772865, 5035.15910365, 2557.69161079
15821.8879929, 5020.62933098, 2555.91094069
15778.3695625, 5006.12323795, 2554.13027059
15734.9237971, 4991.64142662, 2552.34960048
15691.6100986, 4977.20352895, 2550.56893038
15648.3663654, 4962.78883914, 2548.78826028
15605.1921897, 4948.39723381, 2547.00759018
15562.1483512, 4934.04928764, 2545.22692008
15519.1772978, 4919.72566342, 2543.44624997
15476.2749478, 4905.42499002, 2541.66557987
15433.4990379, 4891.16646217, 2539.88490977
15390.7993, 4876.93320076, 2538.10423967
15348.1673675, 4862.722474, 2536.32356957
15305.6590121, 4848.55323953, 2534.54289946
15263.2293166, 4834.40984293, 2532.76222936
15220.8669325, 4820.28868013, 2530.98155926
15178.625758, 4806.20861423, 2529.20088916
15136.463669, 4792.15459208, 2527.42021906
15094.3682765, 4778.12259607, 2525.63954895
15052.3952113, 4764.13157433, 2523.85887885
15010.4991886, 4750.16623343, 2522.07820875
14968.6686964, 4736.22275683, 2520.29753865
14926.9633584, 4722.3213001, 2518.51686854
14885.3320414, 4708.44422127, 2516.73619844
14843.7655906, 4694.58853303, 2514.95552834
14802.3282408, 4680.77619069, 2513.17485824
14760.9594576, 4666.98670307, 2511.39418814
14719.6556384, 4653.21887056, 2509.61351803
14678.4851676, 4639.49506473, 2507.83284793
14637.3777883, 4625.79243335, 2506.05217783
14596.3420227, 4612.11384481, 2504.27150773
14555.4311235, 4598.47697735, 2502.49083763
14514.5826291, 4584.86083403, 2500.71016752
14473.8145268, 4571.27136076, 2498.92949742
14433.1622274, 4557.72067093, 2497.14882732
14392.5714389, 4544.19044534, 2495.36815722
14352.0712435, 4530.69027507, 2493.58748712
14311.6749203, 4517.22505636, 2491.80681701
14271.3393239, 4503.78002676, 2490.02614691
14231.1072729, 4490.36902866, 2488.24547681
14190.965924, 4476.98854947, 2486.46480671
14150.8841711, 4463.62802998, 2484.68413661
14110.9198673, 4450.30638679, 2482.9034665
14071.0312958, 4437.01022467, 2481.1227964
14031.2011688, 4423.73372436, 2479.3421263
13991.5042164, 4410.50161511, 2477.5614562
13951.866767, 4397.28920176, 2475.78078609
13912.3039645, 4384.10149716, 2474.00011599
13872.8585296, 4370.95291517, 2472.21944589
13833.4703078, 4357.8234677, 2470.43877579
13794.1748805, 4344.72509498, 2468.65810569
13754.9770141, 4331.65924293, 2466.87743558
13715.8356192, 4318.6121824, 2465.09676548
13676.808398, 4305.60300631, 2463.31609538
13637.8570739, 4292.61912952, 2461.53542528
13598.9634979, 4279.65450114, 2459.75475518
13560.201659, 4266.73388634, 2457.97408507
13521.4945988, 4253.83153292, 2456.19341497
13482.8686164, 4240.95620545, 2454.41274487
13444.349679, 4228.11664106, 2452.63207477
13405.8847095, 4215.29504528, 2450.85140467
13367.5265226, 4202.50888135, 2449.07073456
13329.2491526, 4189.74977874, 2447.29006446
13291.025318, 4177.0086018, 2445.50939436
13252.934739, 4164.31164131, 2443.72872426
13214.8964844, 4151.63216146, 2441.94805416
13176.939822, 4138.97994066, 2440.16738405
13139.0877825, 4126.36259417, 2438.38671395
13101.2872701, 4113.76241477, 2436.60604385
13063.5985731, 4101.19946586, 2434.82537375
13025.9823777, 4088.66071118, 2433.04470364
12988.4275065, 4076.1424208, 2431.26403354
12950.9959881, 4063.66524799, 2429.48336344
12913.6143281, 4051.20466558, 2427.70269334
12876.3273886, 4038.77558599, 2425.92202324
12839.1285522, 4026.37610402, 2424.14135313
12801.9784619, 4013.99298051, 2422.36068303
12764.9596224, 4001.65326829, 2420.58001293
12727.9922069, 3989.33071689, 2418.79934283
12691.1066631, 3977.03548581, 2417.01867273
12654.3209346, 3964.77359996, 2415.23800262
12617.5825731, 3952.52751547, 2413.45733252
12580.9650778, 3940.32158477, 2411.67666242
12544.4069997, 3928.13559074, 2409.89599232
12507.9230673, 3915.97447709, 2408.11532222
12471.545009, 3903.84849908, 2406.33465211
12435.2127117, 3891.73770132, 2404.55398201
12398.9973516, 3879.66567, 2402.77331191
12362.8442889, 3867.61454172, 2400.99264181
12326.7621687, 3855.58721706, 2399.21197171
12290.7870576, 3843.59564032, 2397.4313016
12254.8559449, 3831.61873623, 2395.6506315
12219.041732, 3819.68071363, 2393.8699614
12183.2882927, 3807.76290474, 2392.0892913
12147.6081562, 3795.86947769, 2390.30862119
12112.0316414, 3784.01051641, 2388.52795109
12076.4974007, 3772.16564576, 2386.74728099
12041.084504, 3760.36144349, 2384.96661089
12005.7255081, 3748.57514952, 2383.18594079
11970.4469305, 3736.815576, 2381.40527068
11935.2630677, 3725.08770943, 2379.62460058
11900.1197254, 3713.37340454, 2377.84393048
11865.1088696, 3701.70311931, 2376.06326038
11830.1396616, 3690.04667221, 2374.28259028
11795.2627831, 3678.42090284, 2372.50192017
11760.4669434, 3666.82223309, 2370.72125007
11725.7239272, 3655.24122767, 2368.94057997
11691.100688, 3643.70014796, 2367.15990987
11656.5156481, 3632.17182643, 2365.37923977
11622.0400132, 3620.68009061, 2363.59856966
11587.6266678, 3609.20894328, 2361.81789956
11553.285689, 3597.76171382, 2360.03722946
11519.0433536, 3586.3475752, 2358.25655936
11484.8373558, 3574.94562251, 2356.47588926
11450.7636332, 3563.58771496, 2354.69521915
11416.7273058, 3552.24229903, 2352.91454905
11382.7873209, 3540.92906423, 2351.13387895
11348.9201833, 3529.6400611, 2349.35320885
11315.1143796, 3518.37145986, 2347.57253874
11281.415593, 3507.13860533, 2345.79186864
11247.7507819, 3495.91707925, 2344.01119854
11214.2129839, 3484.73762757, 2342.23052844
11180.7158474, 3473.57180103, 2340.44985834
11147.3113197, 3462.43700449, 2338.66918823
11113.980619, 3451.32681753, 2336.88851813
11080.7103544, 3440.23677518, 2335.10784803
11047.5456155, 3429.18194475, 2333.32717793
11014.4123219, 3418.13760284, 2331.54650783
10981.4096666, 3407.13667139, 2329.76583772
10948.4412635, 3396.14715791, 2327.98516762
10915.5725083, 3385.19086003, 2326.20449752
10882.7681748, 3374.25610288, 2324.42382742
10850.0331998, 3363.34453561, 2322.64315732
10817.3925001, 3352.46426569, 2320.86248721
10784.7917306, 3341.59725099, 2319.08181711
10752.313618, 3330.77124771, 2317.30114701
10719.8638258, 3319.95466664, 2315.52047691
10687.5310975, 3309.17690896, 2313.73980681
10655.2431405, 3298.41416652, 2311.9591367
10623.0437049, 3287.68111175, 2310.1784666
10590.9160901, 3276.97204609, 2308.3977965
10558.8503698, 3266.28365272, 2306.6171264
10526.8830173, 3255.62788339, 2304.83645629
10494.9514264, 3244.98397495, 2303.05578619
10463.1437341, 3234.38140745, 2301.27511609
10431.3609686, 3223.78714284, 2299.49444599
10399.6972643, 3213.23248499, 2297.71377589
10368.0725793, 3202.69088557, 2295.93310578
10336.5426281, 3192.18099122, 2294.15243568
10305.0754125, 3181.69194559, 2292.37176558
10273.6796237, 3171.22663855, 2290.59109548
10242.369048, 3160.78976405, 2288.81042538
10211.1067628, 3150.36900232, 2287.02975527
10179.952533, 3139.9842238, 2285.24908517
10148.8246881, 3129.60823096, 2283.46841507
10117.8252912, 3119.27509707, 2281.68774497
10086.8466473, 3108.94887749, 2279.90707487
10055.9862331, 3098.66202862, 2278.12640476
10025.1618088, 3088.38719982, 2276.34573466
9994.43544422, 3078.14512226, 2274.56506456
9963.7641315, 3067.92139516, 2272.78439446
9933.17116286, 3057.72378271, 2271.00372436
9902.65226902, 3047.55081364, 2269.22305425
9872.19361543, 3037.39788554, 2267.44238415
9841.82649965, 3027.27552976, 2265.66171405
9811.5015069, 3017.16724222, 2263.88104395
9781.28546041, 3007.09519946, 2262.10037385
9751.09451789, 2997.03150877, 2260.31970374
9721.02879695, 2987.00959898, 2258.53903364
9690.97870462, 2976.99289751, 2256.75836354
9661.05546771, 2967.0183988, 2254.97769344
9631.15401268, 2957.05118862, 2253.19702333
9601.36442867, 2947.1214133, 2251.41635323
9571.6108284, 2937.2036325, 2249.63568313
9541.95528069, 2927.31853556, 2247.85501303
9512.34904202, 2917.44982819, 2246.07434293
9482.82739634, 2907.60923662, 2244.29367282
9453.36783008, 2897.78931831, 2242.51300272
9423.98045991, 2887.99344339, 2240.73233262
9394.66638674, 2878.22209376, 2238.95166252
9365.41213756, 2868.47076262, 2237.17099242
9336.24304029, 2858.74776148, 2235.39032231
9307.12330554, 2849.04118323, 2233.60965221
9278.09856225, 2839.36614933, 2231.82898211
9249.11269507, 2829.70402467, 2230.04831201
9220.23117072, 2820.07684559, 2228.26764191
9191.37903296, 2810.45950838, 2226.4869718
9162.63977305, 2800.8798681, 2224.7063017
9133.92122933, 2791.30714572, 2222.9256316
9105.32373196, 2781.77469661, 2221.1449615
9076.73914637, 2772.24654306, 2219.3642914
9048.28300045, 2762.76108358, 2217.58362129
9019.83310431, 2753.27770079, 2215.80295119
8991.5165147, 2743.83879633, 2214.02228109
8963.20568167, 2734.40181836, 2212.24161099
8935.02263297, 2725.00759273, 2210.46094088
8906.84996804, 2715.61681624, 2208.68027078
8878.80131069, 2706.26722218, 2206.89960068
8850.76672126, 2696.92231799, 2205.11893058
8822.85181629, 2687.61730826, 2203.33826048
8794.95385157, 2678.31796151, 2201.55759037
8767.17255802, 2669.05761202, 2199.77692027
8739.41029565, 2659.80360018, 2197.99625017
8711.76296124, 2650.58786306, 2196.21558007
8684.13589417, 2641.37885151, 2194.43490997
8656.62286647, 2632.20767901, 2192.65423986
8629.13033306, 2623.04336918, 2190.87356976
8601.75097538, 2613.91695724, 2189.09289966
8574.39154201, 2604.79718067, 2187.31222956
8547.14571175, 2595.71523725, 2185.53155946
8519.91849604, 2586.63949868, 2183.75088935
8492.80701793, 2577.60233931, 2181.97021925
8465.71175437, 2568.57057569, 2180.18954915
8438.73399751, 2559.57790931, 2178.40887905
8411.76924147, 2550.5896036, 2176.62820895
8384.9250572, 2541.64174271, 2174.84753884
8358.08982982, 2532.6968489, 2173.06686874
8331.38003312, 2523.79350338, 2171.28619864
8304.67414266, 2514.89145982, 2169.50552854
8278.09810278, 2506.0327003, 2167.72485843
8251.5220629, 2497.17394079, 2165.94418833
8225.07761685, 2488.35916304, 2164.16351823
8198.63518507, 2479.54505904, 2162.38284813
8172.31803497, 2470.77271504, 2160.60217803
8146.00977549, 2462.00333494, 2158.82150792
8119.81865574, 2453.27296663, 2157.04083782
8093.64417972, 2444.54814129, 2155.26016772
8067.57819563, 2435.85947992, 2153.47949762
8041.53758709, 2427.17927708, 2151.69882752
8015.59586346, 2418.53197803, 2149.91815741
7989.68920488, 2409.89634694, 2148.13748731
7963.87069948, 2401.29020342, 2146.35681721
7938.09783784, 2392.69932737, 2144.57614711
7912.40159676, 2384.13390201, 2142.79547701
7886.76260985, 2375.58749562, 2141.0148069
7861.18772028, 2367.06251094, 2139.2341368
7835.68268868, 2358.56087225, 2137.4534667
7810.22814786, 2350.07606435, 2135.6727966
7784.85691417, 2341.61902476, 2133.8921265
7759.521736, 2333.17399338, 2132.11145639
7734.28460478, 2324.76161631, 2130.33078629
7709.06791963, 2316.35604253, 2128.55011619
7683.96450249, 2307.98816034, 2126.76944609
7658.86502045, 2299.62159575, 2124.98877598
7633.89539101, 2291.29850037, 2123.20810588
7608.92576156, 2282.97540498, 2121.42743578
7584.0765869, 2274.6922903, 2119.64676568
7559.24104289, 2266.41369931, 2117.86609558
7534.50723172, 2258.16904849, 2116.08542547
7509.8056111, 2249.935137, 2114.30475537
7485.18601357, 2241.72858981, 2112.52408527
7460.61815576, 2233.53930387, 2110.74341517
7436.11171986, 2225.37052679, 2108.96274507
7411.67769078, 2217.22592551, 2107.18207496
7387.28341163, 2209.09454048, 2105.40140486
7362.98327261, 2200.9944568, 2103.62073476
7338.70012557, 2192.90004186, 2101.84006466
7314.533939, 2184.84464633, 2100.05939456
7290.36775243, 2176.78925081, 2098.27872445
7266.32871854, 2168.77620382, 2096.49805435
7242.29654167, 2160.76544127, 2094.71738425
7218.36627922, 2152.78867836, 2092.93671415
7194.46772525, 2144.8224937, 2091.15604405
7170.64541164, 2136.88174319, 2089.37537394
7146.88098004, 2128.96030313, 2087.59470384
7123.16548546, 2121.05517506, 2085.81403374
7099.53478748, 2113.17831267, 2084.03336364
7075.92484022, 2105.30835588, 2082.25269353
7052.42792935, 2097.47601553, 2080.47202343
7028.93101847, 2089.64367518, 2078.69135333
7005.55957077, 2081.85325868, 2076.91068323
6982.19671668, 2074.06571368, 2075.13001313
6958.92868333, 2066.30969797, 2073.34934302
6935.69971458, 2058.56667208, 2071.56867292
6912.5339602, 2050.84470925, 2069.78800282
6889.43892428, 2043.14630949, 2068.00733272
6866.37426728, 2035.45805706, 2066.22666262
6843.41299198, 2027.80433451, 2064.44599251
6820.45171669, 2020.15061197, 2062.66532241
6797.62091498, 2012.54027567, 2060.88465231
6774.79365911, 2004.93111842, 2059.10398221
6752.06143594, 1997.35376617, 2057.32331211
6729.36780981, 1989.78933173, 2055.542642
6706.73317118, 1982.24449708, 2053.7619719
6684.17364565, 1974.72461937, 2051.9813018
6661.63549792, 1967.2118706, 2050.2006317
6639.20989418, 1959.73665153, 2048.4199616
6616.78429044, 1952.26143246, 2046.63929149
6594.47508652, 1944.82502884, 2044.85862139
6572.18322759, 1937.3944092, 2043.07795129
6549.96798989, 1929.98931984, 2041.29728119
6527.81012214, 1922.60334632, 2039.51661108
6505.68759513, 1915.22916244, 2037.73594098
6483.66353901, 1907.88782791, 2035.95527088
6461.63948288, 1900.54649337, 2034.17460078
6439.74217961, 1893.24742659, 2032.39393068
6417.85196558, 1885.95072337, 2030.61326057
6396.04495325, 1878.68171041, 2028.83259047
6374.2888168, 1871.42963034, 2027.05192037
6352.57071262, 1864.19024281, 2025.27125027
6330.94826418, 1856.98277718, 2023.49058017
6309.32581574, 1849.77531155, 2021.70991006
6287.82909391, 1842.60972216, 2019.92923996
6266.34056397, 1835.44686177, 2018.14856986
6244.93017831, 1828.31004898, 2016.36789976
6223.57558939, 1821.19183571, 2014.58722966
6202.25022475, 1814.08337187, 2012.80655955
6181.02959779, 1807.00984642, 2011.02588945
6159.80897083, 1799.93632096, 2009.24521935
6138.701112, 1792.90037067, 2007.46454925
6117.61425719, 1785.87141906, 2005.68387915
6096.58864754, 1778.86288986, 2003.90320904
6075.63558169, 1771.87855179, 2002.12253894
6054.69087639, 1764.89699949, 2000.34186884
6033.87181826, 1757.95731344, 1998.56119874
6013.05276012, 1751.0176274, 1996.78052863
5992.32172022, 1744.10725819, 1994.99985853
5971.63667897, 1737.21221101, 1993.21918843
5950.98380684, 1730.32790752, 1991.43851833
5930.43239053, 1723.4774855, 1989.65784823
5909.88097423, 1716.62706349, 1987.87717812
5889.43869681, 1709.81296684, 1986.09650802
5869.0213139, 1703.00715577, 1984.31583792
5848.6544137, 1696.21818479, 1982.53516782
5828.37086883, 1689.45701982, 1980.75449772
5808.08732396, 1682.69585486, 1978.97382761
5787.92817159, 1675.97612319, 1977.19315751
5767.77846865, 1669.259539, 1975.41248741
5747.69186929, 1662.56398145, 1973.63181731
5727.67620697, 1655.89206114, 1971.85114721
5707.66070531, 1649.22019441, 1970.0704771
5687.77888454, 1642.59292082, 1968.289807
5667.89706378, 1635.96564724, 1966.5091369
5648.08491198, 1629.36160536, 1964.7284668
5628.33692978, 1622.77896084, 1962.9477967
5608.5927878, 1616.19759676, 1961.16712659
5588.97863857, 1609.65956313, 1959.38645649
5569.36448935, 1603.1215295, 1957.60578639
5549.82077213, 1596.60693028, 1955.82511629
5530.34064142, 1590.11348887, 1954.04444618
5510.86196867, 1583.62053415, 1952.26377608
5491.51565341, 1577.1717624, 1950.48310598
5472.16933816, 1570.72299065, 1948.70243588
5452.88787545, 1564.29585921, 1946.92176578
5433.67536236, 1557.89173653, 1945.14109567
5414.46284927, 1551.48761385, 1943.36042557
5395.37718077, 1545.12569659, 1941.57975547
5376.29864848, 1538.76615398, 1939.79908537
5357.27321334, 1532.424336, 1938.01841527
5338.32845333, 1526.10944761, 1936.23774516
5319.38369332, 1519.79455923, 1934.45707506
5300.55079317, 1513.51694402, 1932.67640496
5281.73997508, 1507.24668727, 1930.89573486
5262.96413664, 1500.98809399, 1929.11506476
5244.28723869, 1494.76249301, 1927.33439465
5225.61034074, 1488.53689202, 1925.55372455
5207.02381665, 1482.34138384, 1923.77305445
5188.48081509, 1476.1603676, 1921.99238435
5169.9480271, 1469.98275821, 1920.21171425
5151.53889403, 1463.84639613, 1918.43104414
5133.12976095, 1457.71003404, 1916.65037404
5114.78295663, 1451.59440473, 1914.86970394
5096.50784913, 1445.50262477, 1913.08903384
5078.23274163, 1439.41084481, 1911.30836373
5060.0700183, 1433.35661753, 1909.52769363
5041.92853359, 1427.30948672, 1907.74702353
5023.81443914, 1421.27147636, 1905.96635343
5005.80709725, 1415.26901379, 1904.18568333
4987.79975536, 1409.26655123, 1902.40501322
4969.86653734, 1403.28880509, 1900.62434312
4951.99293315, 1397.33093703, 1898.84367302
4934.11932897, 1391.37306897, 1897.06300292
4916.36502759, 1385.45495467, 1895.28233282
4898.6253049, 1379.54169873, 1893.50166271
4880.91429861, 1373.63802823, 1891.72099261
4863.30841694, 1367.76944625, 1889.94032251
4845.70253527, 1361.90086427, 1888.15965241
4828.16691985, 1356.05567324, 1886.37898231
4810.69501512, 1350.23168972, 1884.5983122
4793.22311039, 1344.4077062, 1882.8176421
4775.86111603, 1338.62037201, 1881.036972
4758.52313918, 1332.84104639, 1879.2563019
4741.19892868, 1327.06631071, 1877.4756318
4723.99465098, 1321.33156652, 1875.69496169
4706.79037328, 1315.59682232, 1873.91429159
4689.63583246, 1309.87864626, 1872.13362149
4672.56556008, 1304.18854054, 1870.35295139
4655.49528769, 1298.49843483, 1868.57228128
4638.50874615, 1292.83623964, 1866.79161118
4621.57242179, 1287.19078338, 1865.01094108
4604.63609743, 1281.54532712, 1863.23027098
4587.81553225, 1275.93844481, 1861.44960088
4571.01309729, 1270.33760378, 1859.66893077
4554.22261494, 1264.74075761, 1857.88826067
4537.55383363, 1259.1845846, 1856.10759057
4520.88505231, 1253.62841159, 1854.32692047
4504.25643059, 1248.08558999, 1852.54625037
4487.7217634, 1242.57400535, 1850.76558026
4471.18709621, 1237.06242071, 1848.98491016
4454.71861626, 1231.57290543, 1847.20424006
4438.31782171, 1226.10595958, 1845.42356996
4421.91702717, 1220.63901373, 1843.64289986
4405.60643257, 1215.20213424, 1841.86222975
4389.33944125, 1209.77978958, 1840.08155965
4373.07244993, 1204.35744492, 1838.30088955
4356.91772056, 1198.97253283, 1836.52021945
4340.78463286, 1193.59483693, 1834.73954935
4324.65154515, 1188.21714103, 1832.95887924
4308.65054102, 1182.88351536, 1831.17820914
4292.65128168, 1177.5504713, 1829.39753904
4276.66806977, 1172.22276655, 1827.61686894
4260.80289906, 1166.93433387, 1825.83619883
4244.93772836, 1161.64590118, 1824.05552873
4229.10414278, 1156.36800986, 1822.27485863
4213.37263984, 1151.12418971, 1820.49418853
4197.6411369, 1145.88036957, 1818.71351843
4181.95470714, 1140.65157794, 1816.93284832
4166.35712558, 1135.45241219, 1815.15217822
4150.75954401, 1130.25324643, 1813.37150812
4135.21827498, 1125.07282833, 1811.59083802
4119.75469444, 1119.91827362, 1809.81016792
4104.29111389, 1114.76371892, 1808.02949781
4088.89272375, 1109.63089455, 1806.24882771
4073.56296842, 1104.5209485, 1804.46815761
4058.2332131, 1099.41100244, 1802.68748751
4042.9753554, 1094.32505194, 1800.90681741
4027.77949705, 1089.25979319, 1799.1261473
4012.5836387, 1084.19453445, 1797.3454772
3997.46397766, 1079.15467506, 1795.5648071
3982.40191934, 1074.13401609, 1793.784137
3967.33986102, 1069.11335711, 1792.0034669
3952.35608697, 1064.11876165, 1790.22279679
3937.42797318, 1059.14269643, 1788.44212669
3922.49985939, 1054.16663121, 1786.66145659
3907.64963561, 1049.2165452, 1784.88078649
3892.8554422, 1044.2851474, 1783.10011638
3878.06124878, 1039.35374959, 1781.31944628
3863.34212745, 1034.44736785, 1779.53877618
3848.6818273, 1029.56058794, 1777.75810608
3834.02152716, 1024.67380802, 1775.97743598
3819.43097807, 1019.81029561, 1774.19676587
3804.90446172, 1014.9681435, 1772.41609577
3790.37794536, 1010.12599139, 1770.63542567
3775.91352238, 1005.3045244, 1768.85475557
3761.52099396, 1000.50700844, 1767.07408547
3747.12846553, 995.709492486, 1765.29341536
3732.78768299, 990.929224717, 1763.51274526
3718.52902406, 986.176331987, 1761.73207516
3704.27036514, 981.423439257, 1759.95140506
3690.05057165, 976.683507227, 1758.17073496
3675.9257403, 971.975243207, 1756.39006485
3661.80090895, 967.266979187, 1754.60939475
3647.69948444, 962.566515158, 1752.82872465
3633.70859025, 957.902883762, 1751.04805455
3619.71769606, 953.239252366, 1749.26738445
3605.73205903, 948.577372704, 1747.48671434
3591.87505032, 943.958356953, 1745.70604424
3578.01804161, 939.339341201, 1743.92537414
3564.1610329, 934.72032545, 1742.14470404
3550.42227659, 930.140750038, 1740.36403393
3536.69909886, 925.566370185, 1738.58336383
3522.97592113, 920.991990332, 1736.80269373
3509.34748894, 916.449187538, 1735.02202363
3495.75823539, 911.919442835, 1733.24135353
3482.16898184, 907.389698132, 1731.46068342
3468.64809856, 902.882727356, 1729.68001332
3455.19278195, 898.39759651, 1727.89934322
3441.73746533, 893.912465663, 1726.11867312
3428.32125761, 889.440386044, 1724.33800302
3414.99973362, 884.999903103, 1722.55733291
3401.67820963, 880.559420162, 1720.77666281
3388.36373438, 876.121284984, 1718.99599271
3375.1761565, 871.725406825, 1717.21532261
3361.98857861, 867.329528666, 1715.43465251
3348.80100073, 862.933650508, 1713.6539824
3335.71932127, 858.573096404, 1711.8733123
3322.66561083, 854.22187204, 1710.0926422
3309.6119004, 849.870647676, 1708.3119721
3296.62608835, 845.542049796, 1706.531302
3283.70623867, 841.235433235, 1704.75063189
