################################################################################
# config_name = BJ_MIT.properties.conf
# mu_0 = 2700.0
# quarks_eos_file_name = ../workspace.eos/eos.quarks.mit/mit_bag_model_B_110.csv
# hadrons_eos_file_name = ../workspace.eos/eos.hadron.Bethe_Johnson/bethe_johnson.csv
#
# Range Quarks - P(mu) = EoSRange(inf_limit=0.0, sup_limit=2735.758620999)
# Range Hadrons - P(mu)  = EoSRange(inf_limit=956.8691890184, sup_limit=4197.316719246667)
#
# Range = EoSRange(inf_limit=956.8691890184, sup_limit=2735.758620999)
#
# Transition pressure (hadrons) = [ 5.27970108]
# Transition pressure (quarks) = [ 5.27970108]
#
################################################################################
# energy density [MeV fm-3], pressure [MeV fm-3], chem_potential [fm-3]
7479.24104289, 2346.41369931, 2117.86609558
7454.50723172, 2338.16904849, 2116.08542547
7429.8056111, 2329.935137, 2114.30475537
7405.18601357, 2321.72858981, 2112.52408527
7380.61815576, 2313.53930387, 2110.74341517
7356.11171986, 2305.37052679, 2108.96274507
7331.67769078, 2297.22592551, 2107.18207496
7307.28341163, 2289.09454048, 2105.40140486
7282.98327261, 2280.9944568, 2103.62073476
7258.70012557, 2272.90004186, 2101.84006466
7234.533939, 2264.84464633, 2100.05939456
7210.36775243, 2256.78925081, 2098.27872445
7186.32871854, 2248.77620382, 2096.49805435
7162.29654167, 2240.76544127, 2094.71738425
7138.36627922, 2232.78867836, 2092.93671415
7114.46772525, 2224.8224937, 2091.15604405
7090.64541164, 2216.88174319, 2089.37537394
7066.88098004, 2208.96030313, 2087.59470384
7043.16548546, 2201.05517506, 2085.81403374
7019.53478748, 2193.17831267, 2084.03336364
6995.92484022, 2185.30835588, 2082.25269353
6972.42792935, 2177.47601553, 2080.47202343
6948.93101847, 2169.64367518, 2078.69135333
6925.55957077, 2161.85325868, 2076.91068323
6902.19671668, 2154.06571368, 2075.13001313
6878.92868333, 2146.30969797, 2073.34934302
6855.69971458, 2138.56667208, 2071.56867292
6832.53396059, 2130.84473491, 2069.78800282
6809.43892445, 2123.14638953, 2068.00733272
6786.37426766, 2115.45815452, 2066.22666262
6763.41299217, 2107.80432364, 2064.44599251
6740.45171669, 2100.15049277, 2062.66532241
6717.62091392, 2092.54025866, 2060.88465231
6694.79365887, 2084.93120932, 2059.10398221
6672.06143538, 2077.35381179, 2057.32331211
6649.36780961, 2069.78926987, 2055.542642
6626.73317118, 2062.24437501, 2053.7619719
6604.17364565, 2054.7244973, 2051.9813018
6581.63549885, 2047.21175704, 2050.2006317
6559.20989467, 2039.73659129, 2048.4199616
6536.78429049, 2032.26142554, 2046.63929149
6514.47508652, 2024.82502884, 2044.85862139
6492.18322759, 2017.3944092, 2043.07795129
6469.96798989, 2009.98931984, 2041.29728119
6447.81012214, 2002.60334632, 2039.51661108
6425.68759513, 1995.22916244, 2037.73594098
6403.66353901, 1987.88782791, 2035.95527088
6381.63948288, 1980.54649337, 2034.17460078
6359.74217961, 1973.24742659, 2032.39393068
6337.85196558, 1965.95072337, 2030.61326057
6316.04495325, 1958.68171041, 2028.83259047
6294.2888168, 1951.42963034, 2027.05192037
6272.57071262, 1944.19024281, 2025.27125027
6250.94826418, 1936.98277718, 2023.49058017
6229.32581574, 1929.77531155, 2021.70991006
6207.82909391, 1922.60972216, 2019.92923996
6186.34056397, 1915.44686177, 2018.14856986
6164.93017831, 1908.31004898, 2016.36789976
6143.57558939, 1901.19183571, 2014.58722966
6122.25022475, 1894.08337187, 2012.80655955
6101.02959779, 1887.00984642, 2011.02588945
6079.80897083, 1879.93632096, 2009.24521935
6058.701112, 1872.90037067, 2007.46454925
6037.61425719, 1865.87141906, 2005.68387915
6016.58864754, 1858.86288986, 2003.90320904
5995.63558169, 1851.87855179, 2002.12253894
5974.69087639, 1844.89699949, 2000.34186884
5953.87181826, 1837.95731344, 1998.56119874
5933.05276012, 1831.0176274, 1996.78052863
5912.32172022, 1824.10725819, 1994.99985853
5891.63667897, 1817.21221101, 1993.21918843
5870.98380684, 1810.32790752, 1991.43851833
5850.43239053, 1803.4774855, 1989.65784823
5829.88097423, 1796.62706349, 1987.87717812
5809.43869681, 1789.81296684, 1986.09650802
5789.0213139, 1783.00715577, 1984.31583792
5768.6544137, 1776.21818479, 1982.53516782
5748.37086883, 1769.45701982, 1980.75449772
5728.08732396, 1762.69585486, 1978.97382761
5707.92817159, 1755.97612319, 1977.19315751
5687.77846865, 1749.259539, 1975.41248741
5667.69186929, 1742.56398145, 1973.63181731
5647.67620697, 1735.89206114, 1971.85114721
5627.66070531, 1729.22019441, 1970.0704771
5607.77888454, 1722.59292082, 1968.289807
5587.89706378, 1715.96564724, 1966.5091369
5568.08491198, 1709.36160536, 1964.7284668
5548.33692978, 1702.77896084, 1962.9477967
5528.5927878, 1696.19759676, 1961.16712659
5508.97863857, 1689.65956313, 1959.38645649
5489.36448935, 1683.1215295, 1957.60578639
5469.82077213, 1676.60693028, 1955.82511629
5450.34064142, 1670.11348887, 1954.04444618
5430.86196867, 1663.62053415, 1952.26377608
5411.51565341, 1657.1717624, 1950.48310598
5392.16933816, 1650.72299065, 1948.70243588
5372.88787545, 1644.29585921, 1946.92176578
5353.67536236, 1637.89173653, 1945.14109567
5334.46284927, 1631.48761385, 1943.36042557
5315.37718077, 1625.12569659, 1941.57975547
5296.29864848, 1618.76615398, 1939.79908537
5277.27321334, 1612.424336, 1938.01841527
5258.32845333, 1606.10944761, 1936.23774516
5239.38369332, 1599.79455923, 1934.45707506
5220.55079317, 1593.51694402, 1932.67640496
5201.73997508, 1587.24668727, 1930.89573486
5182.96413664, 1580.98809399, 1929.11506476
5164.28723869, 1574.76249301, 1927.33439465
5145.61034074, 1568.53689202, 1925.55372455
5127.02381665, 1562.34138384, 1923.77305445
5108.48081509, 1556.1603676, 1921.99238435
5089.9480271, 1549.98275821, 1920.21171425
5071.53889403, 1543.84639613, 1918.43104414
5053.12976095, 1537.71003404, 1916.65037404
5034.78295663, 1531.59440473, 1914.86970394
5016.50784913, 1525.50262477, 1913.08903384
4998.23274163, 1519.41084481, 1911.30836373
4980.0700183, 1513.35661753, 1909.52769363
4961.92853359, 1507.30948672, 1907.74702353
4943.81443914, 1501.27147636, 1905.96635343
4925.80709725, 1495.26901379, 1904.18568333
4907.79975536, 1489.26655123, 1902.40501322
4889.86653734, 1483.28880509, 1900.62434312
4871.99293315, 1477.33093703, 1898.84367302
4854.11932897, 1471.37306897, 1897.06300292
4836.36502759, 1465.45495467, 1895.28233282
4818.6253049, 1459.54169873, 1893.50166271
4800.91429861, 1453.63802823, 1891.72099261
4783.30841694, 1447.76944625, 1889.94032251
4765.70253527, 1441.90086427, 1888.15965241
4748.16691985, 1436.05567324, 1886.37898231
4730.69501512, 1430.23168972, 1884.5983122
4713.22311039, 1424.4077062, 1882.8176421
4695.86111603, 1418.62037201, 1881.036972
4678.52313918, 1412.84104639, 1879.2563019
4661.19892868, 1407.06631071, 1877.4756318
4643.99465098, 1401.33156652, 1875.69496169
4626.79037328, 1395.59682232, 1873.91429159
4609.63583246, 1389.87864626, 1872.13362149
4592.56556008, 1384.18854054, 1870.35295139
4575.49528769, 1378.49843483, 1868.57228128
4558.50874615, 1372.83623964, 1866.79161118
4541.57242179, 1367.19078338, 1865.01094108
4524.63609743, 1361.54532712, 1863.23027098
4507.81553225, 1355.93844481, 1861.44960088
4491.01309729, 1350.33760378, 1859.66893077
4474.22261494, 1344.74075761, 1857.88826067
4457.55383363, 1339.1845846, 1856.10759057
4440.88505231, 1333.62841159, 1854.32692047
4424.25643059, 1328.08558999, 1852.54625037
4407.7217634, 1322.57400535, 1850.76558026
4391.18709621, 1317.06242071, 1848.98491016
4374.71861626, 1311.57290543, 1847.20424006
4358.31782171, 1306.10595958, 1845.42356996
4341.91702717, 1300.63901373, 1843.64289986
4325.60643257, 1295.20213424, 1841.86222975
4309.33944125, 1289.77978958, 1840.08155965
4293.07244993, 1284.35744492, 1838.30088955
4276.91772056, 1278.97253283, 1836.52021945
4260.78463286, 1273.59483693, 1834.73954935
4244.65154515, 1268.21714103, 1832.95887924
4228.65054102, 1262.88351536, 1831.17820914
4212.65128168, 1257.5504713, 1829.39753904
4196.66806977, 1252.22276655, 1827.61686894
4180.80289906, 1246.93433387, 1825.83619883
4164.93772836, 1241.64590118, 1824.05552873
4149.10414278, 1236.36800986, 1822.27485863
4133.37263984, 1231.12418971, 1820.49418853
4117.6411369, 1225.88036957, 1818.71351843
4101.95473383, 1220.65157794, 1816.93284832
4086.35723656, 1215.45241219, 1815.15217822
4070.75973928, 1210.25324643, 1813.37150812
4055.21848498, 1205.07282833, 1811.59083802
4039.75482086, 1199.91827362, 1809.81016792
4024.29115675, 1194.76371892, 1808.02949781
4008.89272375, 1189.63089455, 1806.24882771
3993.56296842, 1184.5209485, 1804.46815761
3978.2332131, 1179.41100244, 1802.68748751
3962.9753554, 1174.32505194, 1800.90681741
3947.77949705, 1169.25979319, 1799.1261473
3932.5836387, 1164.19453445, 1797.3454772
3917.46397766, 1159.15467506, 1795.5648071
3902.40191934, 1154.13401609, 1793.784137
3887.33986102, 1149.11335711, 1792.0034669
3872.35608697, 1144.11876165, 1790.22279679
3857.42797318, 1139.14269643, 1788.44212669
3842.49985939, 1134.16663121, 1786.66145659
3827.64963561, 1129.2165452, 1784.88078649
3812.8554422, 1124.2851474, 1783.10011638
3798.06124878, 1119.35374959, 1781.31944628
3783.34212745, 1114.44736785, 1779.53877618
3768.6818273, 1109.56058794, 1777.75810608
3754.02152716, 1104.67380802, 1775.97743598
3739.43097846, 1099.81030602, 1774.19676587
3724.90446195, 1094.96817387, 1772.41609577
3710.37794544, 1090.12604172, 1770.63542567
3695.91352246, 1085.30457624, 1768.85475557
3681.520994, 1080.50704045, 1767.07408547
3667.12846554, 1075.70950465, 1765.29341536
3652.78768049, 1070.92921709, 1763.51274526
3638.52902248, 1066.17630465, 1761.73207516
3624.27036447, 1061.42339221, 1759.95140506
3610.05057163, 1056.68344619, 1758.17073496
3595.92574029, 1051.97518217, 1756.39006485
3581.80090894, 1047.26691815, 1754.60939475
3567.69948443, 1042.56645412, 1752.82872465
3553.70859024, 1037.90282272, 1751.04805455
3539.71769605, 1033.23919133, 1749.26738445
3525.73206008, 1028.57731242, 1747.48671434
3511.87505103, 1023.95831601, 1745.70604424
3498.01804198, 1019.33931961, 1743.92537414
3484.16103293, 1014.7203232, 1742.14470404
3470.42227659, 1010.14075004, 1740.36403393
3456.69909886, 1005.56637018, 1738.58336383
3442.97592113, 1000.99199033, 1736.80269373
3429.34748894, 996.449187538, 1735.02202363
3415.75823539, 991.919442835, 1733.24135353
3402.16898184, 987.389698132, 1731.46068342
3388.64809856, 982.882727356, 1729.68001332
3375.19278195, 978.39759651, 1727.89934322
3361.73746533, 973.912465663, 1726.11867312
3348.32125761, 969.440386044, 1724.33800302
3334.99973362, 964.999903103, 1722.55733291
3321.67820963, 960.559420162, 1720.77666281
3308.36373438, 956.121284984, 1718.99599271
3295.1761565, 951.725406825, 1717.21532261
3281.98857861, 947.329528666, 1715.43465251
3268.80100073, 942.933650508, 1713.6539824
3255.71932127, 938.573096404, 1711.8733123
3242.66561083, 934.22187204, 1710.0926422
3229.6119004, 929.870647676, 1708.3119721
3216.62608835, 925.542049796, 1706.531302
3203.70623867, 921.235433235, 1704.75063189
