0.000000e+00, 0.000000e+00, 0.000000e+00
1.059533e+16, 4.982771e+35, 2.723701e-06
9.987355e+15, 4.454053e+35, 2.587516e-06
9.384908e+15, 3.973400e+35, 2.451331e-06
8.787988e+15, 3.508768e+35, 2.315146e-06
8.207649e+15, 3.092202e+35, 2.178961e-06
7.632837e+15, 2.707680e+35, 2.042776e-06
7.063552e+15, 2.355201e+35, 1.906591e-06
6.505322e+15, 2.034765e+35, 1.770406e-06
5.958145e+15, 1.746373e+35, 1.634221e-06
5.410969e+15, 1.490025e+35, 1.498036e-06
4.874846e+15, 1.281742e+35, 1.361851e-06
4.349778e+15, 1.073459e+35, 1.225666e-06
3.830236e+15, 9.132411e+34, 1.089481e-06
3.316222e+15, 7.690451e+34, 9.532955e-07
2.807734e+15, 6.408709e+34, 8.171104e-07
2.310301e+15, 4.165661e+34, 6.809254e-07
1.823922e+15, 2.403266e+34, 5.447403e-07
1.354124e+15, 1.121524e+34, 4.085552e-07
8.953799e+14, 3.204355e+33, 2.723701e-07
