#energy density (MeV/fm^3),  pressure (MeV/fm^3),  baryon density (fm^-3) 
2262.1514556377, 870.3562506483, 1.6134464737
2261.8758250899, 870.1949129819, 1.6133037749
2261.6035025533, 870.0335894717, 1.613165683
2261.3278451889, 869.872280118, 1.6130229463
2261.0540102759, 869.7109849212, 1.6128831166
2260.7782380239, 869.5497038809, 1.612739838
2260.5026959555, 869.3884369976, 1.6125971463
2260.2297413936, 869.2271842713, 1.6124582357
2259.9525386909, 869.0659457021, 1.6123132632
2259.6794691634, 868.90472129, 1.6121733754
2259.4041944146, 868.7435110352, 1.6120318149
2259.1273778092, 868.5823149381, 1.6118871957
2258.8560054022, 868.4211329981, 1.6117500012
2258.5804613769, 868.259965216, 1.6116076719
2258.3046853705, 868.0988115916, 1.6114641879
2258.0313256695, 867.937672125, 1.6113246923
2257.7568858533, 867.7765468165, 1.6111835401
2257.4816058264, 867.615435666, 1.6110405971
2257.2069879508, 867.4543386737, 1.6108992008
2256.9326978194, 867.2932558397, 1.6107585657
2256.6581272119, 867.1321871641, 1.6106164108
2256.3825735663, 866.971132647, 1.6104738864
2256.1090136236, 866.8100922887, 1.6103336264
2255.8339897709, 866.649066089, 1.6101916708
2255.5588427413, 866.4880540482, 1.6100487481
2255.2847793083, 866.3270561664, 1.6099078855
2255.0112916487, 866.1660724436, 1.6097676324
2254.7352966579, 866.00510288, 1.6096245194
2254.461780586, 865.8441474758, 1.6094842269
2254.1870441857, 865.6832062309, 1.6093420836
2253.9125853342, 865.5222791456, 1.6092006731
2253.6374898082, 865.36136622, 1.6090577088
2253.3637101911, 865.200467454, 1.6089178448
2253.0894768152, 865.0395828479, 1.6087762326
2252.8129605892, 864.8787124019, 1.6086315844
2252.5402224923, 864.7178561157, 1.6084928565
2252.2669791576, 864.5570139899, 1.6083523513
2251.9914921584, 864.3961860244, 1.6082095992
2251.7163588883, 864.2353722192, 1.608066862
2251.4429945792, 864.0745725746, 1.6079265654
2251.1674009529, 863.9137870907, 1.6077832637
2250.8922693548, 863.7530157675, 1.6076405015
2250.6192798371, 863.5922586051, 1.607500546
2250.3453196061, 863.4315156037, 1.6073598941
2250.0702395699, 863.2707867633, 1.6072171349
2249.7964977876, 863.1100720842, 1.6070758574
2249.520786591, 862.9493715664, 1.6069327402
2249.2483795384, 862.78868521, 1.606793792
2248.9732084828, 862.6280130151, 1.6066508205
2248.6997863992, 862.4673549819, 1.6065107021
2248.4256479373, 862.3067111104, 1.6063688756
2248.1501359166, 862.1460814007, 1.6062255198
2247.8771699954, 861.9854658531, 1.6060858041
2247.602187552, 861.8248644675, 1.6059430172
2247.3288734083, 861.6642772441, 1.6058024927
2247.0535050933, 861.503704183, 1.6056591946
2246.7805371878, 861.3431452844, 1.6055194323
2246.5051406676, 861.1826005482, 1.6053760951
2246.2314033013, 861.0220699747, 1.60523501
2245.9573001914, 860.861553564, 1.6050931151
2245.684081615, 860.7010513161, 1.6049530216
2245.4089259807, 860.5405632312, 1.6048102538
2245.134876057, 860.3800893094, 1.6046683632
2244.8608953427, 860.2196295508, 1.6045269373
2244.5872127185, 860.0591839555, 1.6043858312
2244.3134265752, 859.8987525236, 1.6042449601
2244.0381474661, 859.7383352553, 1.6041011828
2243.7654951947, 859.5779321506, 1.6039616356
2243.4908833729, 859.4175432096, 1.6038193902
2243.2151653687, 859.2571684326, 1.6036750527
2242.9428963247, 859.0968078194, 1.6035358559
2242.6693360704, 858.9364613705, 1.6033947582
2242.3938197272, 858.7761290856, 1.6032513991
2242.121293233, 858.6158109652, 1.6031114477
2241.8462425432, 858.4555070091, 1.6029686154
2241.5732470038, 858.2952172176, 1.6028280894
2241.2992300667, 858.1349415908, 1.6026864033
2241.0257761251, 857.9746801288, 1.602545314
2240.7522884453, 857.8144328316, 1.6024041968
2240.4768310956, 857.6541996992, 1.6022608041
2240.2038726659, 857.4939807322, 1.6021202557
2239.9296235277, 857.3337759303, 1.6019778071
2239.6557113983, 857.1735852937, 1.6018361281
2239.3813249142, 857.0134088226, 1.6016938859
2239.1079420094, 856.853246517, 1.6015527758
2238.8337639493, 856.6930983771, 1.601410333
2238.5603507389, 856.5329644029, 1.6012699504
2238.2867002403, 856.3728445947, 1.6011280752
2238.0118451417, 856.2127389524, 1.6009852319
2237.7372534858, 856.0526474763, 1.600842239
2237.464740051, 855.8925701664, 1.60070201
2237.191750562, 855.7325070228, 1.6005616496
2236.9170392374, 855.5724580456, 1.600418864
2236.6434439136, 855.4124232351, 1.6002769683
2236.3708282958, 855.2524025912, 1.6001369478
2236.0952940369, 855.0923961141, 1.5999927909
2235.8218572905, 854.9324038039, 1.599851419
2235.5489741453, 854.7724256606, 1.5997110668
2235.2748101189, 854.6124616846, 1.5995683921
2235.0009132462, 854.4525118757, 1.59942687
2234.7274513002, 854.2925762342, 1.5992849945
2234.4539195215, 854.1326547601, 1.5991438208
2234.1811356573, 853.9727474537, 1.5990034868
2233.9065049215, 853.8128543149, 1.5988602127
2233.6340240211, 853.652975344, 1.5987201865
2233.3596018609, 853.4931105409, 1.5985771457
2233.0871563901, 853.3332599059, 1.5984371222
2232.812596691, 853.1734234389, 1.5982942866
2232.538065598, 853.0136011403, 1.5981510311
2232.2661667551, 852.85379301, 1.5980115777
2231.9921522255, 852.6939990482, 1.5978693111
2231.7181059187, 852.534219255, 1.5977265854
2231.4447889677, 852.3744536304, 1.5975854481
2231.1715918691, 852.2147021747, 1.5974440594
2230.8989661716, 852.054964888, 1.5973037099
2230.6236840297, 851.8952417703, 1.59715909
2230.3503760616, 851.7355328216, 1.5970179176
2230.0767656894, 851.5758380423, 1.5968759786
2229.8036681021, 851.4161574324, 1.5967346084
2229.5318933999, 851.256490992, 1.596595138
2229.2568562901, 851.096838721, 1.5964515052
2228.9839727458, 850.9372006199, 1.5963103571
2228.7104512206, 850.7775766886, 1.5961684252
2228.4372038206, 850.6179669273, 1.5960272202
2228.1642218421, 850.458371336, 1.5958858686
2227.8906916196, 850.2987899149, 1.5957439002
2227.6162653745, 850.139222664, 1.5956008534
2227.343262342, 849.9796695836, 1.5954594525
2227.0706202288, 849.8201306736, 1.5953184125
2226.7978719802, 849.6606059344, 1.5951780352
2226.5250955495, 849.5010953658, 1.5950364372
2226.2497098659, 849.341598968, 1.5948922248
2225.9777928152, 849.1821167412, 1.5947519746
2225.7033655403, 849.0226486856, 1.5946088551
2225.4311479482, 848.863194801, 1.5944690213
2225.1583086697, 848.7037550879, 1.5943272226
2224.8844279697, 848.5443295461, 1.5941846734
2224.6101446823, 848.3849181758, 1.5940416117
2224.3380987424, 848.2255209772, 1.5939015302
2224.0651679122, 848.0661379503, 1.5937599498
2223.7900508794, 847.9067690955, 1.5936155061
2223.5188817022, 847.7474144124, 1.593476773
2223.2467549149, 847.5880739016, 1.5933364888
2222.9717021409, 847.4287475627, 1.593192061
2222.6989608001, 847.2694353964, 1.5930506667
2222.4263925587, 847.1101374024, 1.5929098193
2222.1513933755, 846.9508535812, 1.592765396
2221.8796749062, 846.7915839323, 1.5926258851
2221.6066323283, 846.6323284564, 1.5924836997
2221.3331491042, 846.4730871533, 1.5923417257
2221.0612740774, 846.3138600233, 1.5922016419
2220.7866945371, 846.1546470664, 1.5920575721
2220.5148550534, 845.9954482827, 1.591917491
2220.2418739565, 845.8362636724, 1.5917760479
2219.9672950852, 845.6770932355, 1.5916319521
2219.6950159529, 845.5179369722, 1.5914913092
2219.4225919357, 845.3587948825, 1.5913504477
2219.1493717657, 845.1996669667, 1.5912082543
2218.8760144486, 845.0405532249, 1.5910655177
2218.603159988, 844.881453657, 1.5909241045
2218.3302522136, 844.7223682632, 1.590782642
2218.0577588391, 844.5632970438, 1.5906412403
2217.7844028903, 844.4042399986, 1.5904992247
2217.5130873372, 844.2451971281, 1.5903595034
2217.2394477866, 844.086168432, 1.5902167249
2216.9666380584, 843.9271539107, 1.5900752794
2216.6937408435, 843.7681535643, 1.5899333188
2216.4206476073, 843.6091673927, 1.5897911105
2216.1473984693, 843.4501953962, 1.5896491032
2215.8748336688, 843.291237575, 1.5895074638
2215.6025420849, 843.132293929, 1.5893665492
2215.3295309262, 842.9733644583, 1.5892243583
2215.0565267769, 842.8144491632, 1.5890821572
2214.7825532846, 842.6555480438, 1.5889388242
2214.5108381276, 842.4966611, 1.5887984941
2214.2373311061, 842.3377883322, 1.5886556894
2213.9660306811, 842.1789297402, 1.5885161664
2213.693052002, 842.0200853244, 1.5883739304
2213.420422541, 841.8612550848, 1.5882324739
2213.147490354, 841.7024390215, 1.5880902525
2212.873920547, 841.5436371346, 1.5879472461
2212.602009368, 841.3848494242, 1.5878061596
2212.3297682598, 841.2260758906, 1.587665472
2212.0559204282, 841.0673165336, 1.587522123
2211.7840735208, 840.9085713536, 1.5873810523
2211.5113423066, 840.7498403506, 1.5872393431
2211.2380406558, 840.5911235247, 1.5870965644
2210.9668226252, 840.432420876, 1.5869569866
2210.6932379792, 840.2737324046, 1.5868134462
2210.4192850862, 840.1150581108, 1.5866698578
2210.1486112863, 839.9563979944, 1.5865308486
2209.875728322, 839.7977520557, 1.5863888531
2209.6029880115, 839.639120295, 1.5862462025
2209.3313824212, 839.4805027121, 1.5861060654
2209.0576910708, 839.3218993072, 1.5859622844
2208.7855666432, 839.1633100804, 1.5858215436
2208.5140255151, 839.004735032, 1.5856809917
2208.2395656868, 838.8461741619, 1.5855363039
2207.9675166835, 838.6876274703, 1.58539516
2207.6961901817, 838.5290949573, 1.5852548316
2207.42269941, 838.3705766229, 1.5851119925
2207.1501178122, 838.2120724676, 1.5849697841
2206.8781274685, 838.053582491, 1.5848286327
2206.6071523251, 837.8951066937, 1.5846886276
2206.3338941629, 837.7366450754, 1.5845460134
2206.0606650199, 837.5781976364, 1.5844029821
2205.7894138276, 837.4197643769, 1.5842626361
2205.5170310398, 837.2613452969, 1.5841209372
2205.2425634111, 837.1029403966, 1.5839760264
2204.9727602831, 836.9445496759, 1.5838380807
2204.6997833864, 836.7861731351, 1.5836952775
2204.4258618135, 836.6278107744, 1.5835509371
2204.1561119197, 836.4694625938, 1.5834129953
2203.8824823547, 836.3111285932, 1.5832693807
2203.6091050839, 836.1528087732, 1.5831256093
2203.3384238655, 835.9945031334, 1.5829865395
2203.0664860862, 835.8362116743, 1.5828448467
2202.7932461295, 835.6779343958, 1.582702001
2202.5206888197, 835.5196712982, 1.5825595242
2202.2476697725, 835.3614223816, 1.5824164959
2201.9785633404, 835.2031876459, 1.5822791407
2201.7045829177, 835.0449670912, 1.5821349703
2201.432036863, 834.8867607179, 1.5819924601
2201.1607078703, 834.7285685259, 1.5818520938
2200.8881958364, 834.5703905154, 1.5817095851
2200.6156002278, 834.4122266865, 1.5815673269
2200.343134899, 834.2540770394, 1.5814248328
2200.0723057549, 834.0959415741, 1.581284996
2199.7992099763, 833.9378202907, 1.5811417059
2199.5284181224, 833.7797131894, 1.5810018731
2199.2545588477, 833.6216202702, 1.5808576987
2198.9839752625, 833.4635415334, 1.5807176707
2198.7111250528, 833.3054769789, 1.5805746194
2198.4389265097, 833.147426607, 1.5804330929
2198.1669423733, 832.9893904177, 1.5802909653
2197.8935919286, 832.8313684113, 1.580147312
2197.6239071887, 832.6733605876, 1.5800086192
2197.3512483285, 832.5153669469, 1.5798660858
2197.0790067513, 832.3573874893, 1.5797236195
2196.8055627807, 832.199422215, 1.5795801785
2196.5362161951, 832.041471124, 1.5794417951
2196.2624904138, 831.8835342164, 1.5792975949
2195.9900841017, 831.7256114924, 1.5791552899
2195.7200033215, 831.5677029521, 1.5790156063
2195.4484404779, 831.4098085957, 1.5788746305
2195.1754326134, 831.251928423, 1.5787315423
2194.9019709396, 831.0940624345, 1.5785871535
2194.6322153309, 830.93621063, 1.5784481953
2194.3594226406, 830.7783730098, 1.5783053315
2194.0884031067, 830.620549574, 1.5781644839
2193.8169696477, 830.4627403228, 1.5780231108
2193.5441687798, 830.304945256, 1.5778802108
2193.272709203, 830.1471643741, 1.5777388
2193.0004487063, 829.989397677, 1.5775964819
2192.7295166963, 829.8316451648, 1.5774556399
2192.457617141, 829.6739068378, 1.577313666
2192.1849277879, 829.5161826958, 1.5771707966
2191.9140493333, 829.3584727393, 1.5770299588
2191.6422051103, 829.2007769681, 1.5768879905
2191.3700725968, 829.0430953825, 1.5767452743
2191.0973803325, 828.8854279825, 1.576602357
2190.8260925731, 828.7277747683, 1.5764609707
2190.5547481081, 828.57013574, 1.5763195322
2190.2817037412, 828.4125108978, 1.5761756901
2190.0120236915, 828.2549002415, 1.5760369198
2189.7394433277, 828.0973037715, 1.5758936045
2189.4668695586, 827.9397214879, 1.5757507076
2189.196434213, 827.7821533908, 1.5756106146
2188.9252079882, 827.6245994803, 1.5754691963
2188.6522076333, 827.4670597564, 1.575325321
2188.3818368531, 827.3095342194, 1.5751852439
2188.110110783, 827.1520228693, 1.5750432235
2187.838792381, 826.9945257063, 1.5749020173
2187.5668470024, 826.8370427304, 1.5747592796
2187.2955008205, 826.6795739419, 1.5746180343
2187.023377142, 826.5221193407, 1.5744750488
2186.7523032897, 826.364678927, 1.5743336522
2186.4810013843, 826.207252701, 1.5741924006
2186.2086015343, 826.0498406628, 1.5740490744
2185.9373558058, 825.8924428123, 1.5739078477
2185.6649935564, 825.73505915, 1.5737645259
2185.3947556206, 825.5776896756, 1.573624422
2185.1230723321, 825.4203343895, 1.5734822054
2184.851898111, 825.2629932918, 1.5733409842
2184.5795440572, 825.1056663825, 1.5731976264
2184.308405627, 824.9483536617, 1.573056408
2184.0372236142, 824.7910551297, 1.5729147225
2183.7645030714, 824.6337707866, 1.572770854
2183.4953223616, 824.4765006322, 1.572631863
2183.2222392908, 824.3192446669, 1.57248793
2182.9516800097, 824.1620028908, 1.572347283
2182.6796156751, 824.0047753039, 1.5722044846
2182.4109960007, 823.8475619066, 1.5720660634
2182.1379829173, 823.6903626985, 1.5719221346
2181.8666382899, 823.5331776802, 1.5717801406
2181.5939377903, 823.3760068516, 1.5716362031
2181.322955204, 823.2188502129, 1.571494554
2181.052295797, 823.0617077641, 1.5713536538
2180.780959358, 822.9045795054, 1.5712116237
2180.5095391132, 822.747465437, 1.571069413
2180.2388600766, 822.5903655589, 1.5709288923
2179.9662899275, 822.4332798712, 1.5707845598
2179.6962091389, 822.276208374, 1.5706446585
2179.4252900522, 822.1191510676, 1.5705029789
2179.1538975891, 821.9621079519, 1.5703607348
2178.8817134691, 821.8050790272, 1.5702175935
2178.6108464129, 821.6480642935, 1.5700759168
2178.3389547306, 821.491063751, 1.5699330707
2178.0687669548, 821.3340773996, 1.5697929264
2177.7973098118, 821.1771052397, 1.5696501519
2177.5259742792, 821.0201472713, 1.5695078879
2177.2568225082, 820.8632034946, 1.5693688792
2176.982749034, 820.7062739095, 1.5692230287
2176.7134809018, 820.5493585163, 1.5690830595
2176.4423545174, 820.392457315, 1.5689417495
2176.1708019905, 820.2355703059, 1.5687987446
2175.9008590495, 820.078697489, 1.5686587933
2175.6278578887, 819.9218388643, 1.5685140819
2175.3589427749, 819.7649944321, 1.5683748482
2175.0867957865, 819.6081641925, 1.5682314758
2174.8143379919, 819.4513481457, 1.5680873333
2174.5443320376, 819.2945462914, 1.5679471778
2174.2744444844, 819.1377586302, 1.5678067776
2174.0020517635, 818.980985162, 1.5676626514
2173.7327039659, 818.8242258869, 1.5675228332
2173.4612444491, 818.6674808051, 1.5673805285
2173.1889056861, 818.5107499168, 1.5672364067
2172.9186277926, 818.3540332218, 1.5670954596
2172.64836779, 818.1973307205, 1.5669545137
2172.3776329509, 818.040642413, 1.566813002
2172.1053043969, 817.8839682993, 1.5666688458
2171.8359275614, 817.7273083795, 1.5665288247
2171.564757275, 817.5706626539, 1.5663867528
2171.2931234307, 817.4140311224, 1.5662441269
2171.0232598041, 817.2574137854, 1.5661027655
2170.7514981407, 817.1008106427, 1.5659599193
2170.4800335218, 816.9442216947, 1.565817067
2170.2104351434, 816.7876469412, 1.5656767101
2169.9398227325, 816.6310863826, 1.5655347678
2169.6687257821, 816.4745400189, 1.5653926758
2169.3964112854, 816.3180078504, 1.5652487366
2169.1271499233, 816.1614898768, 1.5651086874
2168.855791371, 816.0049860986, 1.5649658425
2168.5855953287, 815.8484965158, 1.5648246764
2168.313720182, 815.6920211285, 1.5646812281
2168.044541622, 815.5355599367, 1.5645411965
2167.773883951, 815.3791129408, 1.5643998699
2167.5028917143, 815.2226801407, 1.5642573462
2167.2321429862, 815.0662615366, 1.5641150877
2166.9611849565, 814.9098571286, 1.5639725654
2166.6915917684, 814.7534669168, 1.5638323879
2166.4196899039, 814.5970909014, 1.5636887383
2166.1500824722, 814.4407290824, 1.5635481087
2165.8794218323, 814.28438146, 1.563405856
2165.6078874064, 814.1280480342, 1.563262966
2165.3380297908, 813.9717288054, 1.563121596
2165.0656637591, 813.8154237735, 1.562977346
2164.7971269001, 813.6591329385, 1.5628382813
2164.5258398873, 813.5028563007, 1.5626952062
2164.2566842628, 813.3465938604, 1.5625553548
2163.9840846337, 813.1903456172, 1.5624103648
2163.7135173826, 813.0341115718, 1.5622680955
2163.4443538247, 812.8778917238, 1.5621282079
2163.174400763, 812.7216860737, 1.561986998
2162.9022517187, 812.5654946214, 1.561842812
2162.6323345767, 812.4093173672, 1.561701605
2162.3611392771, 812.2531543111, 1.5615585116
2162.0912692996, 812.0970054532, 1.5614173195
2161.8217226533, 811.9408707937, 1.5612768741
2161.5518885231, 811.7847503327, 1.5611356847
2161.2799597577, 811.6286440701, 1.5609912754
2161.0109052463, 811.4725520064, 1.5608513702
2160.7380410732, 811.3164741416, 1.5607058429
2160.4708087084, 811.1604104757, 1.5605683935
2160.197982377, 811.0043610086, 1.5604228708
2159.9277038865, 810.8483257409, 1.5602810837
2159.6579937376, 810.6923046725, 1.5601399027
2159.3877511681, 810.5362978035, 1.5599981185
2159.1180152394, 810.3803051342, 1.5598569
2158.8471654582, 810.2243266644, 1.5597143408
2158.5753649043, 810.0683623945, 1.559569917
2158.3056942051, 809.9124123244, 1.5594287148
2158.0355397779, 809.7564764544, 1.5592869362
2157.7659821492, 809.6005547844, 1.5591466413
2157.4963770298, 809.4446473148, 1.5590050298
2157.2236972795, 809.2887540457, 1.558859494
2156.9566451814, 809.1328749769, 1.558722032
2156.6851326561, 808.9770101087, 1.5585781617
2156.4150357106, 808.8211594413, 1.5584363633
2156.1444646873, 808.6653229748, 1.5582939991
2155.8739251904, 808.5095007092, 1.5581512244
2155.6038935435, 808.3536926448, 1.5580094424
2155.3340171228, 808.1978987815, 1.5578681788
2155.0641955325, 808.0421191197, 1.5577262092
2154.7940424098, 807.8863536592, 1.5575841951
2154.5227861286, 807.7306024004, 1.557440531
2154.2534831252, 807.5748653432, 1.5572998508
2153.9826914833, 807.4191424879, 1.5571567152
2153.7131101023, 807.2634338345, 1.5570152832
2153.4429830623, 807.1077393831, 1.5568736595
2153.1736135432, 806.9520591339, 1.5567320416
2152.90384848, 806.7963930871, 1.5565907621
